type,count,identity,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,title,content,equip_ids,prize_id
medal1-1-11-3,1,378,360,360,360,360,120,0,0,0,,完成行动：紧急11-3,首次通过紧急11-3，获得该关卡铜章。,,0
medal1-1-11-4,1,379,360,360,360,360,120,0,0,0,,完成行动：紧急11-4,首次通过紧急11-4，获得该关卡铜章。,,0
medal4-0-11-1,1,380,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：普通11-1,普通11-1首次全占领，获得该关卡银章。,,0
medal4-0-11-2,1,381,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：普通11-2,普通11-2首次全占领，获得该关卡银章。,,0
medal4-0-11-3,1,382,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：普通11-3,普通11-3首次全占领，获得该关卡银章。,,0
medal4-0-11-4,1,383,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",飓风营救：普通11-4,成功救援3个人形。,,0
medal4-0-11-5,1,384,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：普通11-5,普通11-5首次全占领，获得该关卡银章。,,0
medal4-0-11-6,1,385,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：普通11-6,普通11-6首次全占领，获得该关卡银章。,,0
medal4-1-11-1,1,386,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",飓风营救：紧急11-1,成功救援4个人形。,,0
medal4-1-11-2,1,387,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",全境封锁：紧急11-2,紧急11-2首次全占领，获得该关卡银章。,,0
medal4-1-11-3,1,388,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",飓风营救：紧急11-3,成功救援1个人形。,,0
medal4-1-11-4,1,389,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",全境封锁：紧急11-4,紧急11-4首次全占领，获得该关卡银章。,,0
bestrank5-0-11-1,1,390,390,390,390,390,130,1,10,0,"3-1,4-1",完美胜利：普通11-1,首次以S评价通过普通11-1，获得该关卡金章。,,0
bestrank5-0-11-2,1,391,390,390,390,390,130,1,10,0,"3-1,4-1",完美胜利：普通11-2,首次以S评价通过普通11-2，获得该关卡金章。,,0
bestrank5-0-11-3,1,392,390,390,390,390,130,1,10,0,"3-1,4-1",完美胜利：普通11-3,首次以S评价通过普通11-3，获得该关卡金章。,,0
bestrank5-0-11-4,1,393,390,390,390,390,130,1,10,0,"3-1,4-1",完美胜利：普通11-4,首次以S评价通过普通11-4，获得该关卡金章。,,0
bestrank5-0-11-5,1,394,390,390,390,390,130,1,10,0,"3-1,4-1",完美胜利：普通11-5,首次以S评价通过普通11-5，获得该关卡金章。,,0
bestrank5-0-11-6,1,395,390,390,390,390,130,1,10,0,"3-1,4-1",完美胜利：普通11-6,首次以S评价通过普通11-6，获得该关卡金章。,,0
bestrank5-1-11-1,1,396,420,420,420,420,140,2,30,0,"3-1,4-1",完美胜利：紧急11-1,首次以S评价通过紧急11-1，获得该关卡金章。,,0
bestrank5-1-11-2,1,397,420,420,420,420,140,2,30,0,"3-1,4-1",完美胜利：紧急11-2,首次以S评价通过紧急11-2，获得该关卡金章。,,0
bestrank5-1-11-3,1,398,420,420,420,420,140,2,30,0,"3-1,4-1",完美胜利：紧急11-3,首次以S评价通过紧急11-3，获得该关卡金章。,,0
bestrank5-1-11-4,1,399,420,420,420,420,140,2,30,0,"3-1,4-1",完美胜利：紧急11-4,首次以S评价通过紧急11-4，获得该关卡金章。,,0
medal1-3-9-1,1,400,330,330,330,330,110,0,0,0,"2-1,4-1",完成行动：夜战9-1,首次通过夜战9-1。,,0
medal1-3-9-2,1,401,330,330,330,330,110,0,0,0,"2-1,4-1",完成行动：夜战9-2,首次通过夜战9-2。,,0
medal1-3-9-3,1,402,330,330,330,330,110,0,0,0,"2-1,4-1",完成行动：夜战9-3,首次通过夜战9-3。,,0
medal1-3-9-4,1,403,330,330,330,330,110,0,0,0,"2-1,4-1",完成行动：夜战9-4,首次通过夜战9-4。,,0
medal1-3-10-1,1,404,360,360,360,360,120,0,0,0,"2-1,4-1",完成行动：夜战10-1,首次通过夜战10-1。,,0
medal1-3-10-2,1,405,360,360,360,360,120,0,0,0,"2-1,4-1",完成行动：夜战10-2,首次通过夜战10-2。,,0
medal1-3-10-3,1,406,360,360,360,360,120,0,0,0,"2-1,4-1",完成行动：夜战10-3,首次通过夜战10-3。,,0
medal1-3-10-4,1,407,360,360,360,360,120,0,0,0,"2-1,4-1",完成行动：夜战10-4,首次通过夜战10-4。,,0
medal1-0-12-1,1,408,360,360,360,360,120,0,0,0,,完成行动：普通12-1,首次通过普通12-1，获得该关卡铜章。,,0
medal1-0-12-2,1,409,360,360,360,360,120,0,0,0,,完成行动：普通12-2,首次通过普通12-2，获得该关卡铜章。,,0
medal1-0-12-3,1,410,360,360,360,360,120,0,0,0,,完成行动：普通12-3,首次通过普通12-3，获得该关卡铜章。,,0
medal1-0-12-4,1,411,360,360,360,360,120,0,0,0,,完成行动：普通12-4,首次通过普通12-4，获得该关卡铜章。,,0
medal1-0-12-5,1,412,360,360,360,360,120,0,0,0,,完成行动：普通12-5,首次通过普通12-5，获得该关卡铜章。,,0
medal1-0-12-6,1,413,360,360,360,360,120,0,0,0,,完成行动：普通12-6,首次通过普通12-6，获得该关卡铜章。,,0
medal1-1-12-1,1,414,390,390,390,390,130,0,0,0,,完成行动：紧急12-1,首次通过紧急12-1，获得该关卡铜章。,,0
medal1-1-12-2,1,415,390,390,390,390,130,0,0,0,,完成行动：紧急12-2,首次通过紧急12-2，获得该关卡铜章。,,0
medal1-1-12-3,1,416,390,390,390,390,130,0,0,0,,完成行动：紧急12-3,首次通过紧急12-3，获得该关卡铜章。,,0
medal1-1-12-4,1,417,390,390,390,390,130,0,0,0,,完成行动：紧急12-4,首次通过紧急12-4，获得该关卡铜章。,,0
medal4-0-12-1,1,418,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",王牌指挥：普通12-1,普通12-1首次无战斗无撤退获胜，获得该关卡银章。,,0
medal4-0-12-2,1,419,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",掌中战局：普通12-2,普通12-2首次链接补给线并占领指定点获胜，获得该关卡银章。,,0
medal4-0-12-3,1,420,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",神枪猎命：普通12-3,普通12-3首次击杀指定敌人获胜，获得该关卡银章。,,0
medal4-0-12-4,1,421,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",神枪猎命：普通12-4,普通12-4首次击杀指定敌人获胜，获得该关卡银章。,,0
medal4-0-12-5,1,422,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",神枪猎命：普通12-5,普通12-5首次击杀指定敌人获胜，获得该关卡银章。,,0
medal4-0-12-6,1,423,390,390,390,390,130,0,0,0,"1-1,3-1,4-1",掌中战局：普通12-6,普通12-6首次占领指定机场获胜，获得该关卡银章。,,0
medal4-1-12-1,1,424,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",掌中战局：紧急12-1,紧急12-1首次占领指定重型机场获胜，获得该关卡银章。,,0
medal4-1-12-2,1,425,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",神枪猎命：紧急12-2,紧急12-2首次击杀不超过2个敌人获胜，获得该关卡银章。,,0
medal4-1-12-3,1,426,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",神枪猎命：紧急12-3,紧急12-3首次击杀不超过4个敌人获胜，获得该关卡银章。,,0
medal4-1-12-4,1,427,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",全境封锁：紧急12-4,紧急12-4首次全占领，获得该关卡银章。,,0
bestrank5-0-12-1,1,428,420,420,420,420,140,1,10,0,"3-1,4-1",完美胜利：普通12-1,首次以S评价通过普通12-1，获得该关卡金章。,,0
bestrank5-0-12-2,1,429,420,420,420,420,140,1,10,0,"3-1,4-1",完美胜利：普通12-2,首次以S评价通过普通12-2，获得该关卡金章。,,0
bestrank5-0-12-3,1,430,420,420,420,420,140,1,10,0,"3-1,4-1",完美胜利：普通12-3,首次以S评价通过普通12-3，获得该关卡金章。,,0
bestrank5-0-12-4,1,431,420,420,420,420,140,1,10,0,"3-1,4-1",完美胜利：普通12-4,首次以S评价通过普通12-4，获得该关卡金章。,,0
bestrank5-0-12-5,1,432,420,420,420,420,140,1,10,0,"3-1,4-1",完美胜利：普通12-5,首次以S评价通过普通12-5，获得该关卡金章。,,0
bestrank5-0-12-6,1,433,420,420,420,420,140,1,10,0,"3-1,4-1",完美胜利：普通12-6,首次以S评价通过普通12-6，获得该关卡金章。,,0
bestrank5-1-12-1,1,434,450,450,450,450,150,2,30,0,"3-1,4-1",完美胜利：紧急12-1,首次以S评价通过紧急12-1，获得该关卡金章。,,0
bestrank5-1-12-2,1,435,450,450,450,450,150,2,30,0,"3-1,4-1",完美胜利：紧急12-2,首次以S评价通过紧急12-2，获得该关卡金章。,,0
bestrank5-1-12-3,1,436,450,450,450,450,150,2,30,0,"3-1,4-1",完美胜利：紧急12-3,首次以S评价通过紧急12-3，获得该关卡金章。,,0
bestrank5-1-12-4,1,437,450,450,450,450,150,2,30,0,"3-1,4-1",完美胜利：紧急12-4,首次以S评价通过紧急12-4，获得该关卡金章。,,0
medal1-0-13-1,1,438,390,390,390,390,130,0,0,0,,完成行动：普通13-1,首次通过普通13-1，获得该关卡铜章。,,0
medal1-0-13-2,1,439,390,390,390,390,130,0,0,0,,完成行动：普通13-2,首次通过普通13-2，获得该关卡铜章。,,0
medal1-0-13-3,1,440,390,390,390,390,130,0,0,0,,完成行动：普通13-3,首次通过普通13-3，获得该关卡铜章。,,0
medal1-0-13-4,1,441,390,390,390,390,130,0,0,0,,完成行动：普通13-4,首次通过普通13-4，获得该关卡铜章。,,0
medal1-0-13-5,1,442,390,390,390,390,130,0,0,0,,完成行动：普通13-5,首次通过普通13-5，获得该关卡铜章。,,0
medal1-0-13-6,1,443,390,390,390,390,130,0,0,0,,完成行动：普通13-6,首次通过普通13-6，获得该关卡铜章。,,0
medal1-1-13-1,1,444,420,420,420,420,140,0,0,0,,完成行动：紧急13-1,首次通过紧急13-1，获得该关卡铜章。,,0
medal1-1-13-2,1,445,420,420,420,420,140,0,0,0,,完成行动：紧急13-2,首次通过紧急13-2，获得该关卡铜章。,,0
medal1-1-13-3,1,446,420,420,420,420,140,0,0,0,,完成行动：紧急13-3,首次通过紧急13-3，获得该关卡铜章。,,0
medal1-1-13-4,1,447,420,420,420,420,140,0,0,0,,完成行动：紧急13-4,首次通过紧急13-4，获得该关卡铜章。,,0
medal4-0-13-1,1,448,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",王牌指挥：普通13-1,普通13-1首次在坚持指定回合数的情况下获胜，获得该关卡银章。,,0
medal4-0-13-2,1,449,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",掌中战局：普通13-2,普通13-2首次破坏指定设施并获胜，获得该关卡银章。,,0
medal4-0-13-3,1,450,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",王牌指挥：普通13-3,普通13-3首次在梯队无损失或撤离的情况下获胜，获得该关卡银章。,,0
medal4-0-13-4,1,451,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",全境封锁：普通13-4,普通13-4首次全占领，获得该关卡银章。,,0
medal4-0-13-5,1,452,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",掌中战局：普通13-5,普通13-5首次炸毁并堵塞指定通道并获胜，获得该关卡银章。,,0
medal4-0-13-6,1,453,420,420,420,420,140,0,0,0,"1-1,3-1,4-1",王牌指挥：普通13-6,普通13-6首次水淹叶戈尔并获胜，获得该关卡银章。,,0
medal4-1-13-1,1,454,450,450,450,450,150,0,0,0,"1-1,3-1,4-1",掌中战局：紧急13-1,紧急13-1首次击杀不超过0个敌人获胜，获得该关卡银章。,,0
medal4-1-13-2,1,455,450,450,450,450,150,0,0,0,"1-1,3-1,4-1",掌中战局：紧急13-2,紧急13-2首次击杀不超过5个敌人获胜，获得该关卡银章。,,0
medal4-1-13-3,1,456,450,450,450,450,150,0,0,0,"1-1,3-1,4-1",掌中战局：紧急13-3,紧急13-3首次在Boss存活的情况下占领指挥部并获胜，获得该关卡银章。,,0
medal4-1-13-4,1,457,450,450,450,450,150,0,0,0,"1-1,3-1,4-1",王牌指挥：紧急13-4,紧急13-4首次在梯队无损失或撤离的情况下获胜，获得该关卡银章。,,0
bestrank5-0-13-1,1,458,450,450,450,450,150,1,10,0,"3-1,4-1",完美胜利：普通13-1,首次以S评价通过普通13-1，获得该关卡金章。,,0
bestrank5-0-13-2,1,459,450,450,450,450,150,1,10,0,"3-1,4-1",完美胜利：普通13-2,首次以S评价通过普通13-2，获得该关卡金章。,,0
bestrank5-0-13-3,1,460,450,450,450,450,150,1,10,0,"3-1,4-1",完美胜利：普通13-3,首次以S评价通过普通13-3，获得该关卡金章。,,0
bestrank5-0-13-4,1,461,450,450,450,450,150,1,10,0,"3-1,4-1",完美胜利：普通13-4,首次以S评价通过普通13-4，获得该关卡金章。,,0
bestrank5-0-13-5,1,462,450,450,450,450,150,1,10,0,"3-1,4-1",完美胜利：普通13-5,首次以S评价通过普通13-5，获得该关卡金章。,,0
bestrank5-0-13-6,1,463,450,450,450,450,150,1,10,0,"3-1,4-1",完美胜利：普通13-6,首次以S评价通过普通13-6，获得该关卡金章。,,0
bestrank5-1-13-1,1,464,480,480,480,480,160,2,30,0,"3-1,4-1",完美胜利：紧急13-1,首次以S评价通过紧急13-1，获得该关卡金章。,,0
bestrank5-1-13-2,1,465,480,480,480,480,160,2,30,0,"3-1,4-1",完美胜利：紧急13-2,首次以S评价通过紧急13-2，获得该关卡金章。,,0
bestrank5-1-13-3,1,466,480,480,480,480,160,2,30,0,"3-1,4-1",完美胜利：紧急13-3,首次以S评价通过紧急13-3，获得该关卡金章。,,0
bestrank5-1-13-4,1,467,480,480,480,480,160,2,30,0,"3-1,4-1",完美胜利：紧急13-4,首次以S评价通过紧急13-4，获得该关卡金章。,,0
