id,name,code,start_type,start_offset,destination_type,destination_offset,decision_offset,is_form_offset,is_form_offset_start,is_tracing,is_clone,random_number,random_offset,route_type,route_hight,speed,easing_type,spin_velocity,rotate,exist_duration,effect_type,effect_area,effect_param_1,effect_param_2,hurt_id,hurt_cd,buff_id,buff_type,buff_cd,is_single_hurt,is_form_play,creation_type,scale,trigger_creation_id,trigger_creation_delay,sound_order,sound_delay,summoner_order,summoner_delay,is_die_delete,edge_indicator
3174,(1*3)-r19,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3175,0,,,,,0,0
3175,(1*3)-r20,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3176,0,,,,,0,0
3176,(1*3)-r21,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3177,0,,,,,0,0
3177,(1*3)-r22,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3178,0,,,,,0,0
3178,(1*3)-r23,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3179,0,,,,,0,0
3179,(1*3)-r24,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3180,0,,,,,0,0
3180,(1*3)-r25,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3181,0,,,,,0,0
3181,(1*3)-r26,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3182,0,,,,,0,0
3182,(1*3)-r27,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3183,0,,,,,0,0
3183,(1*3)-r28,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3184,0,,,,,0,0
3184,(1*3)-r29,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3185,0,,,,,0,0
3185,(1*3)-r30,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3186,0,,,,,0,0
3186,普通终点,jianzhu/2X3,7,"4.5,0,0",7,"4.5,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,4,6,0,0,"4275:1,4279:1",0,"3,3",0,0,0,"2,2,2",,,,,,,0,0
3187,(1*3)-1-2,jianzhu/1X1,7,"0,0,2",7,"0,0,2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",,,,,,,0,0
3188,(1*3)-1-3,jianzhu/1X1,7,"0,0,-2",7,"0,0,-2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",,,,,,,0,0
3189,噩梦初始站位,jianzhu/2X3,8,"-1,0.5,-6",8,"-1,0.5,-6",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,4,6,0,0,4275,0,3,0,0,0,"2,2,2",3190,0,,,,,0,0
3190,(1*3)-1-1,jianzhu/1X1,7,"4,0,0",7,"4,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2","3191,3187,3188","0,0,0",,,,,0,0
3191,(1*3)-2,jianzhu/1X3,7,"4,0,0",7,"4,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3192,0,,,,,0,0
3192,(1*3)-3,jianzhu/1X3,7,"3.5,0,0",7,"3.5,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3193,0,,,,,0,0
3193,(1*3)-4,jianzhu/1X3,7,"6,0,0",7,"6,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3194,0,,,,,0,0
3194,(1*3)-r5,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3195,0,,,,,0,0
3195,(1*3)-r6,jianzhu/1X3,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3196,0,,,,,0,0
3196,(1*3)-1-1,jianzhu/1X1,7,"4,0,0",7,"4,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2","3197,3188","0,0",,,,,0,0
3197,(2*1)-1,jianzhu/2X2,7,"4,0,-2",7,"4,0,-2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,4,2,0,0,4275,0,3,0,0,0,"2,1,2",3198,0,,,,,0,0
3198,(1*1)-1,jianzhu/1X1,7,"1,0,4",7,"1,0,4",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3199,0,,,,,0,0
3199,(1*1)-r2,jianzhu/1X1,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3200,0,,,,,0,0
3200,(1*1)-r3,jianzhu/1X1,7,"2,0,0",7,"2,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3201,0,,,,,0,0
3201,(1*1)-4,jianzhu/1X1,7,"0,0,-4",7,"0,0,-4",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3202,0,,,,,0,0
3202,(1*2)-r2,jianzhu/1X2,7,"2,0,1",7,"2,0,1",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,4,0,0,4275,0,3,0,0,0,"2,2,2",3203,0,,,,,0,0
3203,(1*1)-5,jianzhu/1X1,7,"4,0,1",7,"4,0,1",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3204,0,,,,,0,0
3204,(1*2)-3,jianzhu/1X2,7,"2,0,-1",7,"2,0,-1",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,4,0,0,4275,0,3,0,0,0,"2,2,2",3205,0,,,,,0,0
3205,(1*1)-6,jianzhu/1X1,7,"4,0,-1",7,"4,0,-1",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3206,0,,,,,0,0
3206,(1*2)-4,jianzhu/1X2,7,"2,0,1",7,"2,0,1",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,4,0,0,4275,0,3,0,0,0,"2,2,2",3207,0,,,,,0,0
3207,(1*3)-r9,jianzhu/1X3,7,"2,0,1",7,"2,0,1",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3208,0,,,,,0,0
3208,(1*1)-7,jianzhu/1X1,7,"4,0,2",7,"4,0,2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3209,0,,,,,0,0
3209,(1*1)-8,jianzhu/1X1,7,"0,0,-4",7,"0,0,-4",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3210,0,,,,,0,0
3210,(0.5*3)-1,jianzhu/0_5x0_5,7,"1.5,0,2",7,"1.5,0,2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,1,6,0,0,4275,0,3,0,0,0,"2,12,2",3211,0,,,,,0,0
3211,(1*1)-9,jianzhu/1X1,7,"5,0,2",7,"5,0,2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3212,0,,,,,0,0
3212,(2*1)-2,jianzhu/2X2,7,"1,0,-2",7,"1,0,-2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,4,2,0,0,4275,0,3,0,0,0,"2,1,2",3213,0,,,,,0,0
3213,(1*1)-10,jianzhu/1X1,7,"1,0,-2",7,"1,0,-2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3214,0,,,,,0,0
3214,(1*3)-r10,jianzhu/1X3,7,"2,0,2",7,"2,0,2",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3215,0,,,,,0,0
3215,(1*3)-11,jianzhu/1X3,7,"3.5,0,0",7,"3.5,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3216,0,,,,,0,0
3216,(1*3)-12,jianzhu/1X3,7,"3.5,0,0",7,"3.5,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,6,0,0,4275,0,3,0,0,0,"2,2,2",3217,0,,,,,0,0
3217,(0.5*3)-r2,jianzhu/0_5x0_5,7,"1.5,0,0",7,"1.5,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,1,6,0,0,4275,0,3,0,0,0,"2,12,2",3218,0,,,,,0,0
3218,(1*1)-11,jianzhu/1X1,7,"1.5,0,2",7,"1.5,0,2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3219,0,,,,,0,0
3219,(0.5*3)-3,jianzhu/0_5x0_5,7,"1.5,0,-2",7,"1.5,0,-2",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,1,6,0,0,4275,0,3,0,0,0,"2,12,2",3220,0,,,,,0,0
3220,(1*2)-5,jianzhu/1X2,7,"3.5,0,-1",7,"3.5,0,-1",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,4,0,0,4275,0,3,0,0,0,"2,2,2",3221,0,,,,,0,0
3221,(2*1)-2,jianzhu/2X2,7,"5,0,-1",7,"5,0,-1",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,4,2,0,0,4275,0,3,0,0,0,"2,1,2",3222,0,,,,,0,0
3222,(0.5*0.5)-1,jianzhu/0_5x0_5,7,"3.5,0,0.5",7,"3.5,0,0.5",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,1,1,0,0,4275,0,3,0,0,0,"2,2,2",3223,0,,,,,0,0
3223,(2*2)-1,jianzhu/2X2,7,"4,0,0.5",7,"4,0,0.5",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,4,4,0,0,4275,0,3,0,0,0,"2,2,2",3224,0,,,,,0,0
3224,(1*1)-r12,jianzhu/1X1,7,"3,0,1",7,"3,0,1",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0;4,0,0;4.2,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3225,0,,,,,0,0
3225,(0.5*3)-4,jianzhu/0_5x0_5,7,"5,0,0",7,"5,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,1,6,0,0,4275,0,3,0,0,0,"2,12,2",3226,0,,,,,0,0
3226,(0.5*3)-5,jianzhu/0_5x0_5,7,"5,0,0",7,"5,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,1,6,0,0,4275,0,3,0,0,0,"2,12,2",3227,0,,,,,0,0
3227,(0.5*3)-r6,jianzhu/0_5x0_5,7,"1.5,0,0",7,"1.5,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,1,6,0,0,4275,0,3,0,0,0,"2,12,2",3228,0,,,,,0,0
3228,(0.5*3)-r7,jianzhu/0_5x0_5,7,"1.5,0,0",7,"1.5,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,1,6,0,0,4275,0,3,0,0,0,"2,12,2",3229,0,,,,,0,0
3229,(1*1)-13,jianzhu/1X1,7,"3,0,0",7,"3,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,2,2,0,0,4275,0,3,0,0,0,"2,2,2",3230,0,,,,,0,0
3230,(0.5*2)-8,jianzhu/0_5x0_5,7,"1.5,0,-1",7,"1.5,0,-1",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,1,4,0,0,4275,0,3,0,0,0,"2,8,2",3231,0,,,,,0,0
3231,(0.5*0.5)-r2,jianzhu/0_5x0_5,7,"1,0,-1",7,"1,0,-1",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,1,1,0,0,4275,0,3,0,0,0,"2,2,2",3232,0,,,,,0,0
3232,(0.5*0.5)-r3,jianzhu/0_5x0_5,7,"1,0,0",7,"1,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,1,1,0,0,4275,0,3,0,0,0,"2,2,2",3233,0,,,,,0,0
3233,(0.5*0.5)-4,jianzhu/0_5x0_5,7,"0,0,4",7,"0,0,4",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,1,1,0,0,4275,0,3,0,0,0,"2,2,2",3234,0,,,,,0,0
3234,(0.5*0.5)-r5,jianzhu/0_5x0_5,7,"1,0,0",7,"1,0,0",0,0,0,0,0,1,"1,0,0;1.2,0,0;1.4,0,0;1.6,0,0;1.8,0,0;2,0,0;2.2,0,0;2.4,0,0;2.6,0,0;2.8,0,0;3,0,0;3.2,0,0;3.4,0,0;3.6,0,0;3.8,0,0",0,0,0,0,0,"-90,0,0",99999,2,2,1,1,0,0,4275,0,3,0,0,0,"2,2,2",3235,0,,,,,0,0
3235,困难终点,jianzhu/2X3,7,"4.5,0,0",7,"4.5,0,0",0,0,0,0,0,0,0,0,0,0,0,0,"-90,0,0",99999,2,2,4,6,0,0,"4275:1,4279:1",0,"3,3",0,0,0,"2,2,2",,,,,,,0,0
3236,安洁跳死亡,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,1,2,4,6,0,0,4282,0,0,0,0,0,1,,,,,,,0,0
3237,鸡尾酒预警,爆炸范围,6,-0.65,6,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,"90,0,0",61,0,1,0,0,0,0,0,0,0,0,1,0,"1.25,2.15",3238,59,,0,,,0,0
3238,燃烧弹面片,燃烧弹,2,"-0.5,0.5",7,0,0,1,1,0,0,0,0,2,500,1500,0,3000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"3240,3239,23,24","-1,-1,-1,-1",,0,,,0,0
3239,燃烧弹DOT结算,火苗,7,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,*102,2,1,1,0,5,15,3159,0,15,0,1,0,"3,0.1,3",,,BT_firebomb_fireloop,0,,,0,0
3240,燃烧弹瞬时结算,,7,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30,2,1,1,0,4,0,0,0,0,0,1,0,1,,,BT_firebomb_explode,0,,,0,0
3241,煤气罐召唤物,,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1104,0,0,0
3242,煤气罐炸了,,2,0,5,0,0,1,1,0,1,0,0,1,0,3000,0,0,0,530,0,1,0,0,530,0,0,0,0,0,1,0,1,,,,,,,0,0
3243,燃烧喷射伤害,,3,"-3,0,0",3,"-3,0,0",0,0,0,1,0,0,0,0,0,0,0,0,0,59,2,2,6,3,5,10,0,0,0,0,0,0,"6,0.1,3",,,BT_firebomb_explode,0,,,0,0
3244,燃烧喷射表现,qjfs_penghuo,1,"0.4,-0.3,0.1",1,"0.4,-0.3,0.1",0,1,1,1,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,0,,,0,0
3245,煤气罐爆炸,爆炸,2,"0.5,0.5",2,"0.5,0.5",0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,1,0,0,0,0,0,0,0,0,1,0,1,,,BT_grenade_explode,0,,,0,0
3246,敌方枪口火光,Fire,1,"0.4,-0.3,0.1",1,"0.4,-0.3,0.1",0,1,1,0,0,0,0,0,0,0,0,0,"0,0,180",1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,0,,,0,0
3247,机枪子弹,bullet/bullet2,1,"0.4,-0.3,0.1",5,0,0,1,1,0,0,0,0,1,0,5000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,"0.35,0.35,1",,,BT_machine,0,,,0,0
3248,机枪无判定子弹,bullet/bullet2,1,"0.4,-0.3,0.1",5,0,0,1,1,0,0,0,0,1,0,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,"0.35,0.35,1",,,BT_machine,0,,,0,0
3249,7.62mm弹壳,shell/7.62mm,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,"0,0,180",45,0,0,0,0,0,0,0,0,0,0,1,2,"0.3,0.3",,,,0,,,0,0
3250,vector开场掩体1,,3,-3,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1105,0,0,0
3251,vector开场掩体2,,3,"-3,0,-4.2",3,"-3,0,-4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1105,0,0,0
3252,vector开场掩体3,,3,"-3,0,4.2",3,"-3,0,4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1105,0,0,0
3253,vector血量掩体,,3,-2,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1106,0,0,0
3254,vector燃烧弹预警,爆炸范围,6,-0.65,6,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,"90,0,0",61,0,1,0,0,0,0,0,0,0,0,1,0,"1.25,2.15",3255,59,,0,,,0,0
3255,燃烧弹面片,燃烧弹,2,"-0.5,0.5",7,0,0,1,1,0,0,0,0,2,500,1500,0,3000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"3256,3257,23,3266","-1,-1,-1,-1",,0,,,0,0
3256,燃烧弹DOT结算,火苗,7,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,*102,2,1,1,0,5,15,3159,0,15,0,1,0,"3,0.1,3","3258,3259,3260,3261","60,60,60,60",BT_firebomb_fireloop,0,,,0,0
3257,燃烧弹瞬时结算,,7,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30,2,1,1,0,4,0,0,0,0,0,1,0,1,,,BT_firebomb_explode,0,,,0,0
3258,燃烧弹DOT结算1,火苗,7,"0,0,4.2",7,"0,0,4.2",0,1,1,0,0,0,0,0,0,0,0,0,0,*102,2,1,1,0,5,15,3159,0,15,0,1,0,"2,0.1,2",3266,-1,,0,,,0,0
3259,燃烧弹DOT结算2,火苗,7,"0,0,-4.2",7,"0,0,-4.2",0,1,1,0,0,0,0,0,0,0,0,0,0,*102,2,1,1,0,5,15,3159,0,15,0,1,0,"2,0.1,2",3266,-1,,0,,,0,0
3260,燃烧弹DOT结算3,火苗,7,"2.4,0,0",7,"2.4,0,0",0,1,1,0,0,0,0,0,0,0,0,0,0,*102,2,1,1,0,5,15,3159,0,15,0,1,0,"2,0.1,2",3266,-1,,0,,,0,0
3261,燃烧弹DOT结算4,火苗,7,"-2.4,0,0",7,"-2.4,0,0",0,1,1,0,0,0,0,0,0,0,0,0,0,*102,2,1,1,0,5,15,3159,0,15,0,1,0,"2,0.1,2",3266,-1,,0,,,0,0
