id,actions,up_rate,min_time,time_weight,move_speed,interact_point,interact_point_offset
150,"115001,115001,115001,115002,115003,115004,3,43508,18,43104,41919,43105,42023,459044,42032,115000,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
151,"115101,115101,115101,115102,115103,115104,3,43508,18,43104,41919,43105,42023,459044,42032,115100,472023,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
152,"115201,115201,115201,115202,115203,115204,3,43508,18,43104,41919,43105,42023,459044,42032,115200,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
153,"115301,115301,115301,115302,115303,115304,3,43508,18,43104,41919,43105,42023,459044,42032,115300,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
154,"115401,115401,115401,115402,115403,115404,3,43508,18,43104,41919,43105,42023,459044,42032,115400,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
155,"115501,115501,115501,115502,115503,115504,3,43508,18,43104,41919,43105,42023,459044,42032,115500,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
156,"115601,115601,115601,115602,115603,115604,3,43508,18,43104,41919,43105,42023,459044,42032,115600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
157,"115701,115701,115701,115702,115703,115704,115705,3,43508,18,43104,41919,43105,42023,459044,42032,115700,420472,472182,42070,47225","12,12,12,35,60,25,99,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,5,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
158,"115801,115801,115801,115802,115803,115804,3,43508,18,450102,43104,41919,43105,42023,459044,42032,115800,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
159,"115901,115901,115901,115902,115903,115904,3,43508,18,450102,43104,41919,43105,42023,459044,42032,115900,420472,472182,42070,47225","25,25,25,100,40,10,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
160,"116001,116001,116001,116002,116003,116004,3,43508,18,450102,43104,41919,43105,42023,459044,42032,116000,420472,472182,42070,47225","25,25,25,100,40,10,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
161,"116101,116101,116101,116102,116103,116104,3,43508,18,43104,41919,43105,42023,459044,42032,116100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
162,"116201,116201,116201,116202,116203,116204,3,43508,18,43104,41919,43105,420231,459044,116205,42032,46603,116200,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,99,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,5,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
163,"116301,116301,116301,116302,116303,116304,3,18,43104,41919,43105,42023,459044,42032,46603,116300,420472,472182,42070,47225","12,12,12,35,60,25,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,30,10,10,10,5,5","0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
164,"116401,116401,116401,116402,116403,116404,3,18,43104,41919,43105,42023,459044,42032,116400,420472,472182,42070,47225","25,25,25,100,40,10,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
165,"116501,116501,116501,116502,116503,116504,3,43508,18,43104,41919,43105,42023,459044,42032,116500,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
166,"116601,116601,116601,116602,116603,116604,3,18,43104,41919,43105,42023,459044,42032,116600,420472,472182,42070,47225","25,25,25,100,40,10,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
167,"116701,116701,116701,116702,116703,116704,3,43508,18,43104,41919,43105,42023,459044,42032,116700,472012,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
168,"116801,116801,116801,116802,116803,116804,3,43508,18,43104,41919,43105,42023,459044,42032,116800,420472,472182,42070,47225","12,12,12,35,60,25,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
169,"116901,116901,116901,116902,116903,116904,3,43508,18,43104,41919,43105,42023,459044,42032,116900,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
170,"117001,117001,117001,117002,117003,110704,3,43508,18,450102,43104,41919,43105,42023,459044,42032,117000,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
171,"117101,117101,117101,117102,117103,117104,3,18,43104,41919,117105,43105,42023,459044,42032,117100,420472,472182,42070,47225","10,10,10,20,40,40,50,0,101,102,30,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,11,9,45,16,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0",0.0,,
172,"117201,117201,117201,117202,117203,117204,117205,3,43508,117206,18,43104,41919,43105,42023,459044,42032,117200,472013,420472,472182,42070,47225","12,12,12,35,60,25,99,50,50,99,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,5,10,10,10,11,9,45,10,10,30,30,10,10,10,10,5,5","0,0,0,0,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
173,"117301,117301,117301,117302,117303,117304,3,43508,18,43104,41919,43105,42023,459044,42032,117300,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
174,"117401,117401,117401,117402,117403,117404,3,43508,18,43104,41919,43105,42023,459044,42032,117400,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
175,"117501,117501,117501,117502,117503,117504,3,43508,18,43104,41919,43105,42023,459044,42032,117500,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
176,"117601,117601,117601,117602,117603,117604,3,43508,18,43104,41919,43105,42023,459044,117605,42032,117600,472021,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,99,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,5,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
177,"117701,117701,117701,117702,117703,117704,3,18,450102,43104,41919,43105,420231,459044,42032,117700,420472,472182,42070,47225","12,12,12,30,30,20,20,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
178,"117801,117801,117801,117802,117803,117804,3,18,43104,41919,43105,42023,459044,42032,117800,420472,472182,42070,47225","12,12,12,30,30,20,20,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
179,"117901,117901,117901,117902,117903,117904,3,43508,18,43104,41919,43105,42023,459044,42032,117900,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
180,"118001,118001,118001,118002,118003,118004,3,43508,18,43104,41919,43105,42023,459044,42032,118000,420472,472182,42070,47225","25,25,25,100,40,10,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
181,"118101,118101,118101,118102,118103,118104,3,43508,18,43104,41919,43105,42023,459044,42032,118100,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
182,"118201,118201,118201,118202,118203,118204,3,43508,18,43104,41919,43105,42023,459044,42032,118200,420472,472182,42070,47225","12,12,12,35,60,25,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
183,"118301,118301,118301,118302,118303,118304,3,43508,18,43104,41919,43105,42023,459044,42032,118300,420472,472182,42070,47225","12,12,12,35,60,25,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
184,"118401,118401,118401,118402,118403,118404,3,43508,18,450102,43104,41919,43105,42023,459044,42032,118400,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
185,"118501,118501,118501,118502,118503,118504,3,43508,18,43104,41919,43105,42023,459044,42032,118500,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
186,"118601,118601,118601,118602,118603,118604,3,43508,18,43104,41919,43105,42023,459044,42032,118600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
187,"118701,118701,118701,118702,118703,118704,3,43508,18,43104,41919,43105,42023,459044,42032,118700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
188,"118801,118801,118801,118802,118803,118804,3,43508,18,43104,41919,118805,43105,42023,459044,118806,42032,118800,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,100,30,99,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,24,10,10,30,5,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
189,"118901,118901,118901,118902,118903,118904,3,43508,18,43104,41919,43105,42023,459044,42032,118900,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
190,"119001,119001,119001,119002,119003,119004,3,43508,18,43104,41919,43105,42023,459044,42032,119000,472022,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
191,"119101,119101,119101,119102,119103,119104,3,18,43104,41919,43105,42023,459044,42032,119100,420472,472182,42070,47225","12,12,12,30,30,20,20,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
192,"119201,119201,119201,119202,119203,119204,3,18,43104,41919,43105,42023,459044,42032,119200,420472,472182,42070,47225","13,13,13,10,40,20,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
193,"119301,119301,119301,119302,119303,119304,3,43508,18,43104,41919,43105,42023,459044,42032,119300,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
194,"119401,119401,119401,119402,119403,119404,3,43508,18,43104,41919,119405,43105,42023,459044,42032,119400,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,50,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,21,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0",0.0,,
195,"119501,119501,119501,119502,119503,119504,3,43508,18,43104,41919,43105,42023,459044,42032,119500,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
196,"119601,119601,119601,119602,119603,119604,3,18,43104,41919,119605,43105,42023,459044,42032,119600,420472,472182,42070,47225","13,13,13,10,40,20,50,0,101,102,50,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,30,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
197,"119701,119701,119701,119702,119703,119704,3,43508,18,43104,41919,43105,42023,459044,42032,119700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
198,"119801,119801,119801,119802,119803,119804,3,43508,18,43104,41919,43105,42023,459044,42032,119800,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
199,"119901,119901,119901,119902,119903,119904,3,43508,18,43104,41919,43105,42023,459044,42032,119900,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
200,"120001,120001,120001,120002,120003,120004,3,43508,18,43104,41919,43105,42023,459044,42032,120000,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
201,"120101,120101,120101,120102,120103,120104,3,43508,18,43104,41919,43105,42023,459044,42032,120100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
202,"120201,120201,120201,120202,120203,120204,3,43508,18,43104,41919,43105,42023,459044,120205,42032,120200,472022,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,99,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,5,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
203,"120301,120301,120301,120302,120303,120304,3,43508,18,43104,41919,43105,42023,459044,42032,120300,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
204,"120401,120401,120401,120402,120403,120404,3,43508,18,43104,41919,43105,42023,459044,42032,120400,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
205,"120501,120501,120501,120502,120503,120504,3,43508,18,43104,41919,43105,42023,459044,120505,42032,120500,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,99,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,5,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
206,"120601,120601,120601,120602,120603,120604,3,43508,18,43104,41919,43105,42023,459044,120605,42032,120600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,99,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,5,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
207,"120701,120701,120701,120702,120703,120704,3,43508,18,43104,41919,43105,42023,459044,42032,120700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
208,"120801,120801,120801,120802,120803,120804,3,18,43104,41919,43105,42023,459044,42032,120800,420472,472182,42070,47225","12,12,12,30,30,20,20,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
209,"120901,120901,120901,120902,120903,120904,3,43508,18,43104,41919,43105,42023,459044,42032,120900,420472,472182,42070,47225","12,12,12,30,30,20,20,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
210,"121001,121001,121001,121002,121003,121004,3,18,43104,41919,43105,42023,459044,42032,121000,472021,420472,472182,42070,47225","13,13,13,10,40,20,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
211,"121101,121101,121101,121102,121103,121104,3,18,43104,41919,43105,42023,459044,42032,121100,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
212,"121201,121201,121201,121202,121203,121204,3,43508,18,43104,41919,43105,42023,459044,42032,121200,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
213,"121301,121301,121301,121302,121303,121304,3,43508,18,43104,41919,43105,42023,459044,42032,121300,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
214,"121401,121401,121401,121402,121403,121404,3,43508,18,43104,41919,43105,42023,459044,42032,121400,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
215,"121501,121501,121501,121502,121503,121504,3,18,43104,41919,43105,42023,459044,42032,121500,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
216,"121601,121601,121601,121602,121603,121604,3,18,43104,41919,43105,42023,459044,42032,121600,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
217,"121701,121701,121701,121702,121703,121704,3,18,43104,41919,43105,42023,459044,42032,121700,420472,472182,42070,47225","12,12,12,12,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
218,"121801,121801,121801,121802,121803,121804,3,18,43104,41919,43105,42023,459044,42032,121800,420472,472182,42070,47225","12,12,12,30,30,20,20,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
220,"122001,122001,122001,122002,122003,122004,3,18,450102,43104,41919,43105,42023,459044,42032,122000,420472,472182,42070,47225","13,13,13,25,45,30,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
221,"122101,122101,122101,122102,122103,122104,3,43508,18,450102,43104,41919,43105,42023,459044,42032,122100,420472,472182,42070,47225","13,13,13,25,45,30,50,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
222,"122201,122201,122201,122202,122203,122204,3,43508,18,43104,41919,43105,42023,459044,42032,122200,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
223,"122301,122301,122301,122302,122303,110704,3,43508,18,450102,43104,41919,43105,42023,459044,42032,122300,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
