identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
365,different_rank4_furniture_classes,50,4000,0,0,0,0,0,250,0,41-45,,,,老练装扮者,获得50套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
366,different_rank4_furniture_classes,60,5000,0,0,0,0,0,300,0,41-50,,,,大师装扮者,获得60套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
367,different_rank5_furniture_classes,1,30,0,0,0,0,0,10,0,41-5,,,,完美家居,获得1套5星家具。,6,86,获得N套5星家具,0,,,,0
368,different_rank5_furniture_classes,3,60,0,0,0,0,0,20,0,41-10,,,,新人享受者,获得3套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
369,different_rank5_furniture_classes,5,100,0,0,0,0,0,30,0,41-15,,,,实习享受者,获得5套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
370,different_rank5_furniture_classes,10,200,0,0,0,0,0,50,0,41-20,,,,享受者,获得10套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
371,different_rank5_furniture_classes,15,500,0,0,0,0,0,80,0,41-25,,,,进阶享受者,获得15套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
372,different_rank5_furniture_classes,20,1000,0,0,0,0,0,120,0,41-30,,,,精英享受者,获得20套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
373,different_rank5_furniture_classes,30,2000,0,0,0,0,0,160,0,41-35,,,,资深享受者,获得30套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
374,different_rank5_furniture_classes,40,3000,0,0,0,0,0,200,0,41-40,,,,高阶享受者,获得40套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
375,different_rank5_furniture_classes,50,4000,0,0,0,0,0,250,0,41-45,,,,老练享受者,获得50套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
376,different_rank5_furniture_classes,60,5000,0,0,0,0,0,300,0,41-50,,,,大师享受者,获得60套不同的5星家具。,6,86,获得N套5星家具,0,,,,0
377,different_skin,1,30,0,0,0,0,0,10,0,41-5,,,,我漂亮吗？,首次解锁装扮。,6,87,解锁N件装扮,0,,,,0
378,different_skin,3,60,0,0,0,0,0,20,0,41-10,,,,挂衣钩,解锁3件装扮。,6,87,解锁N件装扮,0,,,,0
379,different_skin,10,100,0,0,0,0,0,30,0,41-15,,,,晒衣架,解锁10件装扮。,6,87,解锁N件装扮,0,,,,0
380,different_skin,30,200,0,0,0,0,0,50,0,41-20,,,,藏衣箱,解锁30件装扮。,6,87,解锁N件装扮,0,,,,0
381,different_skin,50,500,0,0,0,0,0,80,0,41-25,,,,更衣橱,解锁50件装扮。,6,87,解锁N件装扮,0,,,,0
382,different_skin,80,1000,0,0,0,0,0,120,0,41-30,,,,良衣库,解锁80件装扮。,6,87,解锁N件装扮,0,,,,0
383,different_skin,120,2000,0,0,0,0,0,160,0,41-35,,,,小精品店,解锁120件装扮。,6,87,解锁N件装扮,0,,,,0
384,different_skin,160,3000,0,0,0,0,0,200,0,41-40,,,,二手变装网店,解锁160件装扮。,6,87,解锁N件装扮,0,,,,0
385,different_skin,200,4000,0,0,0,0,0,250,0,41-45,,,,萝娘收藏间,解锁200件装扮。,6,87,解锁N件装扮,0,,,,0
386,different_skin,250,5000,0,0,0,0,0,300,0,41-50,,,,魔法少女,解锁250件装扮。,6,87,解锁N件装扮,0,,,,0
387,different_skin,300,10000,0,0,0,0,0,350,0,41-55,,,,最后一战,解锁300件装扮。,6,87,解锁N件装扮,0,,,,0
388,open_gift,1,30,0,0,0,0,0,0,0,41-5,,,,送给我的？,首次赠送礼物。,6,88,赠送礼物,0,,,,0
389,open_gift,10,50,0,0,0,0,0,0,0,41-10,,,,小包零食,赠送10件礼物。,6,88,赠送礼物,0,,,,0
390,open_gift,50,100,0,0,0,0,0,0,0,41-20,,,,新鲜花束,赠送50件礼物。,6,88,赠送礼物,0,,,,0
391,open_gift,100,200,0,0,0,0,0,0,0,41-30,,,,街边饰物,赠送100件礼物。,6,88,赠送礼物,0,,,,0
392,open_gift,500,500,0,0,0,0,0,0,0,41-40,,,,精致茶具,赠送500件礼物。,6,88,赠送礼物,0,,,,0
393,open_gift,1000,1000,0,0,0,0,0,0,0,41-50,,,,限量海报,赠送1000件礼物。,6,88,赠送礼物,0,,,,0
394,open_gift,2000,2000,0,0,0,0,0,0,0,41-60,,,,珍藏绘本,赠送2000件礼物。,6,88,赠送礼物,0,,,,0
395,open_gift,5000,3000,0,0,0,0,0,0,0,41-70,,,,王室糖果,赠送5000件礼物。,6,88,赠送礼物,0,,,,0
396,open_gift,10000,4000,0,0,0,0,0,0,0,41-80,,,,名贵丝巾,赠送10000件礼物。,6,88,赠送礼物,0,,,,0
397,open_gift,20000,5000,0,0,0,0,0,0,0,41-100,,,,奢华手袋,赠送20000件礼物。,6,88,赠送礼物,0,,,,0
398,collect_gunlove,1,30,0,0,0,0,0,0,0,,,,100001-1,您辛苦了！,首次在宿舍中收集战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
399,collect_gunlove,50,60,0,0,0,0,0,0,0,41-5,,,100002-1,从零开始爱生活,在宿舍中收集50颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
400,collect_gunlove,100,100,0,0,0,0,0,0,0,41-10,,,100003-1,期待邂逅什么错,在宿舍中收集100颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
401,collect_gunlove,500,200,0,0,0,0,0,0,0,41-15,,,100003-1,我的人形太可爱,在宿舍中收集500颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
402,collect_gunlove,1000,500,0,0,0,0,0,0,0,41-20,,,100003-2,线上老婆是女生,在宿舍中收集1000颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
403,collect_gunlove,2000,1000,0,0,0,0,0,0,0,41-25,,,100003-2,我的朋友并不少,在宿舍中收集2000颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
404,collect_gunlove,5000,2000,0,0,0,0,0,0,0,41-30,,,100003-3,我的青春没问题,在宿舍中收集5000颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
405,collect_gunlove,10000,3000,0,0,0,0,0,0,0,41-35,,,100003-3,绑到女校当长官,在宿舍中收集10000颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
406,collect_gunlove,20000,4000,0,0,0,0,0,0,0,41-40,,,100003-5,恋爱高校优等生,在宿舍中收集20000颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
407,collect_gunlove,50000,5000,0,0,0,0,0,0,0,41-50,,,100003-5,女友人形修罗场,在宿舍中收集50000颗战术少女或融合势力单位的爱心。,6,89,收集人形爱心,0,,,,0
408,maxdorm,3,50,0,0,0,0,0,0,0,41-5,,,100002-1,第三新闻社,开启第3间宿舍。,6,90,开启宿舍,0,,,,0
409,maxdorm,4,100,0,0,0,0,0,0,0,41-10,,,100003-1,第四维,开启第4间宿舍。,6,90,开启宿舍,0,,,,0
410,maxdorm,5,200,0,0,0,0,0,0,0,41-15,,,100003-1,第五季,开启第5间宿舍。,6,90,开启宿舍,0,,,,0
411,maxdorm,6,500,0,0,0,0,0,0,0,41-20,,,100003-2,第六感,开启第6间宿舍。,6,90,开启宿舍,0,,,,0
412,maxdorm,7,1000,0,0,0,0,0,0,0,41-20,,,100003-2,第七天堂,开启第7间宿舍。,6,90,开启宿舍,0,,,,0
413,maxdorm,8,2000,0,0,0,0,0,0,0,41-20,,,100003-2,第八日,开启第8间宿舍。,6,90,开启宿舍,0,,,,0
414,rank4_furniture_addition,1,100,0,0,0,0,0,0,0,,,,100003-1,浪漫满屋,首次获得4星家具套装加成。,6,84,获得家具套装加成,0,,,,0
415,rank5_furniture_step1_addition,1,100,0,0,0,0,0,0,0,,,,100003-1,幸福之家,首次获得5星家具1阶套装加成。,6,84,获得家具套装加成,0,,,,0
416,rank5_furniture_step2_addition,1,300,0,0,0,0,0,0,0,,,,100003-2,小岛大亨,首次获得5星家具2阶套装加成。,6,84,获得家具套装加成,0,,,,0
417,rank5_furniture_step3_addition,1,500,0,0,0,0,0,0,0,,,,100003-3,天际城市,首次获得5星家具3阶套装加成。,6,84,获得家具套装加成,0,,,,0
425,different_type6_gun,1,100,30,30,30,30,0,0,0,,,,,入门级收藏：霰弹枪,图鉴解锁1位霰弹枪型战术少女。,2,28,获得N把不同霰弹枪,0,,,,3
426,different_type6_gun,5,200,100,100,100,100,1,10,0,1-1,,,,见习级收藏：霰弹枪,图鉴解锁5位不同的霰弹枪型战术少女。,2,28,获得N把不同霰弹枪,0,,,,3
427,different_type6_gun,10,500,300,300,300,300,2,30,0,1-2,,,,进阶级收藏：霰弹枪,图鉴解锁10位不同的霰弹枪型战术少女。,2,28,获得N把不同霰弹枪,0,,,,3
428,different_type6_gun,15,1000,500,500,500,500,3,50,0,1-3,,,,专家级收藏：霰弹枪,图鉴解锁15位不同的霰弹枪型战术少女。,2,28,获得N把不同霰弹枪,0,,,,3
429,different_type6_gun,20,2000,700,700,700,700,4,70,0,1-4,,,,学者级收藏：霰弹枪,图鉴解锁20位不同的霰弹枪型战术少女。,2,28,获得N把不同霰弹枪,0,,,,3
430,different_type6_gun,25,3000,1000,1000,1000,1000,5,100,0,1-5,,,,精英级收藏：霰弹枪,图鉴解锁25位不同的霰弹枪型战术少女。,2,28,获得N把不同霰弹枪,0,,,,3
431,different_type6_gun,30,4000,1500,1500,1500,1500,6,150,0,1-6,,,,大师级收藏：霰弹枪,图鉴解锁30位不同的霰弹枪型战术少女。,2,28,获得N把不同霰弹枪,0,,,,3
432,click_kalina,10,30,0,0,0,0,0,0,0,,,,100001-1,向阳花F375,收集10颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
433,click_kalina,20,60,0,0,0,0,0,0,0,41-5,,,100002-1,向阳花F376,收集20颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
434,click_kalina,50,100,0,0,0,0,0,0,0,41-10,,,100003-1,向阳花F377,收集50颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
435,click_kalina,100,200,0,0,0,0,0,0,0,41-15,,,100003-1,向阳花F452,收集100颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
436,click_kalina,200,500,0,0,0,0,0,0,0,41-20,,,100003-2,向阳花F453,收集200颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
437,click_kalina,500,1000,0,0,0,0,0,0,0,41-25,,,100003-2,向阳花F454,收集500颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
438,click_kalina,1000,2000,0,0,0,0,0,0,0,41-30,,,100003-3,向阳花F455,收集1000颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
439,click_kalina,2000,3000,0,0,0,0,0,0,0,41-35,,,100003-3,向阳花F456,收集2000颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
440,click_kalina,5000,4000,0,0,0,0,0,0,0,41-40,,,100003-5,向阳花F457,收集5000颗格琳娜的爱心。,7,104,收集格琳娜爱心,0,,,,0
441,special_develop_gun,1,30,30,30,30,10,1,0,0,,,,,重型制造,累计进行1次战术少女重型制造。,8,122,建造,0,,,,3
442,special_develop_gun,5,60,60,60,60,20,3,0,0,3-1,,,,霰射5,累计进行5次战术少女重型制造。,8,122,建造,0,,,,3
443,special_develop_gun,10,100,100,100,100,30,3,0,161,3-3,,,,荒野兵器,累计进行10次战术少女重型制造。,8,122,建造,0,,,,3
444,special_develop_gun,20,200,200,200,200,60,5,0,0,3-3,,,,重装机兵,累计进行20次战术少女重型制造。,8,122,建造,0,,,,3
445,special_develop_gun,50,500,500,500,500,200,5,0,0,3-5,,,,异度装甲,累计进行50次战术少女重型制造。,8,122,建造,0,,,,3
446,special_develop_gun,100,1000,1000,1000,1000,300,8,0,0,3-5,,,,蒸汽女孩,累计进行100次战术少女重型制造。,8,122,建造,0,,,,3
447,special_develop_gun,200,2000,2000,2000,2000,600,8,0,0,3-10,,,,地狱女爵,累计进行200次战术少女重型制造。,8,122,建造,0,,,,3
448,special_develop_gun,500,3000,3000,3000,3000,1000,10,0,0,3-12,,,,毁灭人形,累计进行500次战术少女重型制造。,8,122,建造,0,,,,3
449,special_develop_gun,1000,4000,4000,4000,4000,1300,10,0,0,3-16,,,,格里芬本色,累计进行1000次战术少女重型制造。,8,122,建造,0,,,,3
450,special_develop_gun,2000,5000,5000,5000,5000,1600,15,0,0,3-20,,,,敌方终结者,累计进行2000次战术少女重型制造。,8,122,建造,0,,,,3
451,eat_equip,1,30,30,30,30,10,0,0,0,2-1,,,,装备强化,累计进行1次装备强化。,10,144,强化,0,,,,5
452,eat_equip,10,60,60,60,60,20,0,0,0,2-3,,,,秘银,累计进行10次装备强化。,10,144,强化,0,,,,5
453,eat_equip,100,100,100,100,100,30,0,0,0,2-3,,,,精金,累计进行100次装备强化。,10,144,强化,0,,,,5
454,eat_equip,500,200,200,200,200,60,0,0,0,2-5,,,,辉光碎片,累计进行500次装备强化。,10,144,强化,0,,,,5
455,eat_equip,1000,500,500,500,500,200,0,0,0,2-5,,,,楔形石,累计进行1000次装备强化。,10,144,强化,0,,,,5
456,eat_equip,5000,1000,1000,1000,1000,300,0,0,0,2-8,,,,大块精石,累计进行5000次装备强化。,10,144,强化,0,,,,5
457,eat_equip,10000,2000,2000,2000,2000,600,0,0,0,2-8,,,,女神之泪,累计进行10000次装备强化。,10,144,强化,0,,,,5
458,eat_equip,20000,3000,3000,3000,3000,1000,0,0,0,2-10,,,,奥利哈刚,累计进行20000次装备强化。,10,144,强化,0,,,,5
459,eat_equip,50000,4000,4000,4000,4000,1300,0,0,0,2-10,,,,库雷利亚,累计进行50000次装备强化。,10,144,强化,0,,,,5
460,adjust_equip,1,30,30,30,30,10,0,0,0,44-5,,,,装备调试,累计进行1次装备校准。,10,145,装备校准,0,,,,6
461,adjust_equip,10,60,60,60,60,20,0,0,0,44-10,,,,返工报告,累计进行10次装备校准。,10,145,装备校准,0,,,,6
462,adjust_equip,100,200,200,200,200,60,0,0,0,44-20,,,,改修工程,累计进行100次装备校准。,10,145,装备校准,0,,,,6
463,adjust_equip,500,500,500,500,500,200,0,0,0,44-25,,,,需求地狱,累计进行500次装备校准。,10,145,装备校准,0,,,,6
464,adjust_equip,1000,1000,1000,1000,1000,300,0,0,0,44-30,,,,完美成品,累计进行1000次装备校准。,10,145,装备校准,0,,,,6
465,adjust_equip,2000,2000,2000,2000,2000,600,0,0,0,44-35,,,,最终进化,累计进行2000次装备校准。,10,145,装备校准,0,,,,6
466,adjust_equip,5000,3000,3000,3000,3000,1000,0,0,0,44-40,,,,究极造物,累计进行5000次装备校准。,10,145,装备校准,0,,,,6
467,adjust_equip,50,100,100,100,100,30,0,0,0,44-15,,,,熬夜检修,累计进行50次装备校准。,10,145,装备校准,0,,,,6
468,adjust_equip,10000,4000,4000,4000,4000,1300,0,0,0,44-45,,,,爆炸艺术,累计进行10000次装备校准。,10,145,装备校准,0,,,,6
469,maxdorm,9,3000,0,0,0,0,0,0,0,41-20,,,100003-2,第九城镇,开启第9间宿舍。,6,90,开启宿舍,0,,,,0
470,maxdorm,10,4000,0,0,0,0,0,0,0,41-20,,,100003-2,第十放松室,开启第10间宿舍。,6,90,开启宿舍,0,,,,0
471,adopt_pet,1,50,0,0,0,0,0,0,0,,,,100003-1,我可以养它吗？,收养1只宠物。,6,91,收集N只不同的宠物,0,,,,0
472,adopt_pet,3,100,0,0,0,0,0,0,0,,,,100003-2,三猫成虎,收养3只不同的宠物。,6,91,收集N只不同的宠物,0,,,,0
473,adopt_pet,5,200,0,0,0,0,0,0,0,,,,100003-3,猫咪公主,收养5只不同的宠物。,6,91,收集N只不同的宠物,0,,,,0
474,adopt_pet,10,500,0,0,0,0,0,0,0,,,,100003-5,10忠狗,收养10只不同的宠物。,6,91,收集N只不同的宠物,0,,,,0
475,adopt_pet,15,1000,0,0,0,0,0,0,0,,,,100003-8,宠物世界,收养15只不同的宠物。,6,91,收集N只不同的宠物,0,,,,0
476,adopt_pet,20,2000,0,0,0,0,0,0,0,,,,100003-10,格里芬公园,收养20只不同的宠物。,6,91,收集N只不同的宠物,0,,,,0
477,get_build_coin,10,30,0,0,0,0,0,0,0,506-10,,,,电池,累计获得10个电池。,6,92,获得电池,0,,,,0
478,get_build_coin,100,60,0,0,0,0,0,0,0,506-30,,,,人形公寓,累计获得100个电池。,6,92,获得电池,0,,,,0
479,get_build_coin,500,100,0,0,0,0,0,0,0,506-50,,,,家有少女,累计获得500个电池。,6,92,获得电池,0,,,,0
480,get_build_coin,1000,200,0,0,0,0,0,0,0,506-100,,,,梯队外传,累计获得1000个电池。,6,92,获得电池,0,,,,0
481,get_build_coin,5000,500,0,0,0,0,0,0,0,506-200,,,,我爱你家,累计获得5000个电池。,6,92,获得电池,0,,,,0
482,get_build_coin,10000,1000,0,0,0,0,0,0,0,506-300,,,,闲人格琳娜,累计获得10000个电池。,6,92,获得电池,0,,,,0
483,get_build_coin,50000,2000,0,0,0,0,0,0,0,506-500,,,,格里芬一家人,累计获得50000个电池。,6,92,获得电池,0,,,,0
484,get_build_coin,100000,3000,0,0,0,0,0,0,0,506-1000,,,,搞事班的故事,累计获得100000个电池。,6,92,获得电池,0,,,,0
485,get_build_coin,200000,4000,0,0,0,0,0,0,0,506-1500,,,,地下沟通站,累计获得200000个电池。,6,92,获得电池,0,,,,0
486,get_build_coin,500000,5000,0,0,0,0,0,0,0,506-2000,,,,指挥部的故事,累计获得500000个电池。,6,92,获得电池,0,,,,0
487,friend_count,1,50,0,0,0,0,0,0,0,508-10,,,,获得好友,拥有1个好友。,12,181,拥有N个好友,0,,,,27
488,friend_count,10,100,0,0,0,0,0,0,0,508-30,,,,木头人,拥有10个好友。,12,181,拥有N个好友,0,,,,27
489,friend_count,20,200,0,0,0,0,0,0,0,508-50,,,,丢手绢,拥有20个好友。,12,181,拥有N个好友,0,,,,27
490,friend_count,30,500,0,0,0,0,0,0,0,508-80,,,,老狼几点了,拥有30个好友。,12,181,拥有N个好友,0,,,,27
491,friend_count,40,1000,0,0,0,0,0,0,0,508-100,,,,老鹰捉小鸡,拥有40个好友。,12,181,拥有N个好友,0,,,,27
492,friend_count,50,2000,0,0,0,0,0,0,0,508-150,,,,击鼓传花,拥有50个好友。,12,181,拥有N个好友,0,,,,27
493,borrow_friend_team,1,30,30,30,30,10,0,0,0,508-10,,,,好友支援,累计使用1次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
494,borrow_friend_team,50,60,60,60,60,20,0,0,0,508-30,,,,来人呐！,累计使用50次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
495,borrow_friend_team,100,100,100,100,100,30,0,0,0,508-50,,,,天降之物,累计使用100次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
496,borrow_friend_team,500,200,200,200,200,60,0,0,0,508-100,,,,老猎人之铃,累计使用500次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
497,borrow_friend_team,1000,500,500,500,500,200,0,0,0,508-150,,,,友情 努力 通关,累计使用1000次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
498,borrow_friend_team,2000,1000,1000,1000,1000,300,0,0,0,508-200,,,,友谊是魔法,累计使用2000次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
499,borrow_friend_team,5000,2000,2000,2000,2000,600,0,0,0,508-300,,,,赞美太阳！,累计使用5000次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
500,borrow_friend_team,10000,3000,3000,3000,3000,1000,0,0,0,508-400,,,,一万破天钻,累计使用10000次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
501,borrow_friend_team,20000,4000,4000,4000,4000,1300,0,0,0,508-500,,,,元气弹,累计使用20000次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
502,borrow_friend_team,50000,5000,5000,5000,5000,1600,0,0,0,508-600,,,,羁绊是力量之源,累计使用50000次好友的支援梯队。,12,182,累计使用N次好友支援梯队,0,,,,27
503,from_friend_build_coin,1,30,0,0,0,0,0,0,0,"506-10,508-10",,,,获赠电池,累计从好友处获得1次共享电池。,12,183,获得电池,0,,,,27
504,from_friend_build_coin,50,60,0,0,0,0,0,0,0,"506-30,508-30",,,,我来也,累计从好友处获得50次共享电池。,12,183,获得电池,0,,,,27
505,from_friend_build_coin,100,100,0,0,0,0,0,0,0,"506-50,508-50",,,,串门子,累计从好友处获得100次共享电池。,12,183,获得电池,0,,,,27
506,from_friend_build_coin,500,200,0,0,0,0,0,0,0,"506-100,508-100",,,,龙门阵,累计从好友处获得500次共享电池。,12,183,获得电池,0,,,,27
507,from_friend_build_coin,1000,500,0,0,0,0,0,0,0,"506-200,508-150",,,,自来熟,累计从好友处获得1000次共享电池。,12,183,获得电池,0,,,,27
508,from_friend_build_coin,2000,1000,0,0,0,0,0,0,0,"506-300,508-200",,,,摸鱼王,累计从好友处获得2000次共享电池。,12,183,获得电池,0,,,,27
509,from_friend_build_coin,5000,2000,0,0,0,0,0,0,0,"506-500,508-300",,,,白昼茶会,累计从好友处获得5000次共享电池。,12,183,获得电池,0,,,,27
510,from_friend_build_coin,10000,3000,0,0,0,0,0,0,0,"506-1000,508-400",,,,拉呱大王,累计从好友处获得10000次共享电池。,12,183,获得电池,0,,,,27
511,from_friend_build_coin,20000,4000,0,0,0,0,0,0,0,"506-2000,508-500",,,,朋友圈大师,累计从好友处获得20000次共享电池。,12,183,获得电池,0,,,,27
512,mission_medal1,110,450,450,450,450,450,0,0,0,,,,,战斗队长,累计获得110枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
513,mission_medal1,120,500,500,500,500,500,0,0,0,,,,,进阶战斗队长,累计获得120枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
514,mission_medal1,130,550,550,550,550,550,0,0,0,,,,,精英战斗队长,累计获得130枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
515,mission_medal1,140,600,600,600,600,600,0,0,0,,,,,资深战斗队长,累计获得140枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
516,mission_medal1,150,650,650,650,650,650,0,0,0,,,,,高阶战斗队长,累计获得150枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
517,mission_medal4,110,550,550,550,550,550,0,0,0,"3-6,4-6",,,,战术参谋,累计获得110枚银星勋章。,5,62,获得N枚银章,0,,,,0
518,mission_medal4,120,600,600,600,600,600,0,0,0,"3-7,4-7",,,,进阶战术参谋,累计获得120枚银星勋章。,5,62,获得N枚银章,0,,,,0
519,mission_medal4,130,650,650,650,650,650,0,0,0,"3-7,4-7",,,,精英战术参谋,累计获得130枚银星勋章。,5,62,获得N枚银章,0,,,,0
520,mission_bestrank5,110,600,600,600,600,600,0,120,0,1-11,,,,战地英雄,累计获得110枚金星勋章。,5,63,获得N枚金章,0,,,,0
521,mission_bestrank5,120,650,650,650,650,650,0,120,0,1-12,,,,进阶战地英雄,累计获得120枚金星勋章。,5,63,获得N枚金章,0,,,,0
522,mission_bestrank5,130,700,700,700,700,700,0,120,0,1-13,,,,精英战地英雄,累计获得130枚金星勋章。,5,63,获得N枚金章,0,,,,0
523,get_ssoc,10,30,30,30,30,10,0,0,0,509-10,,,,妖精指令,累计获得10个妖精指令。,6,93,获得支援指令,0,,,,1
524,get_ssoc,100,60,60,60,60,20,0,0,0,509-20,,,,亮枪,累计获得100个妖精指令。,6,93,获得支援指令,0,,,,1
525,get_ssoc,500,100,100,100,100,30,0,0,0,509-40,,,,鹫语者,累计获得500个妖精指令。,6,93,获得支援指令,0,,,,1
526,get_ssoc,1000,200,200,200,200,60,0,0,0,509-60,,,,姐妹连,累计获得1000个妖精指令。,6,93,获得支援指令,0,,,,1
527,get_ssoc,2000,500,500,500,500,200,0,0,0,509-80,,,,拆包部队,累计获得2000个妖精指令。,6,93,获得支援指令,0,,,,1
528,get_ssoc,5000,1000,1000,1000,1000,300,0,0,0,509-100,,,,灰鸡坠落,累计获得5000个妖精指令。,6,93,获得支援指令,0,,,,1
529,get_ssoc,10000,2000,2000,2000,2000,600,0,0,0,509-120,,,,格里芬家书,累计获得10000个妖精指令。,6,93,获得支援指令,0,,,,1
530,get_ssoc,20000,3000,3000,3000,3000,1000,0,0,0,509-140,,,,奇怪博士,累计获得20000个妖精指令。,6,93,获得支援指令,0,,,,1
531,get_ssoc,50000,4000,4000,4000,4000,1300,0,0,0,509-160,,,,克鲁格的名单,累计获得50000个妖精指令。,6,93,获得支援指令,0,,,,1
532,get_ssoc,100000,5000,5000,5000,5000,1600,0,0,0,509-180,,,,一个承包商的诞生,累计获得100000个妖精指令。,6,93,获得支援指令,0,,,,1
533,special_develop_equip,1,0,0,0,0,0,0,0,0,,,,,重型装备制造,累计进行1次装备重型制造。,10,142,装备重建,872,,,,13
534,special_develop_equip,10,60,60,60,60,20,3,0,0,2-1,,,,装置制造者,累计进行10次装备重型制造。,10,142,装备重建,0,,,,13
535,special_develop_equip,20,100,100,100,100,30,3,0,0,2-3,,,,桥梁设计师,累计进行20次装备重型制造。,10,142,装备重建,0,,,,13
536,special_develop_equip,50,200,200,200,200,60,5,0,0,2-3,,,,监狱建筑师,累计进行50次装备重型制造。,10,142,装备重建,0,,,,13
537,special_develop_equip,100,500,500,500,500,200,5,0,0,2-5,,,,狮鹫谷物语,累计进行100次装备重型制造。,10,142,装备重建,0,,,,13
538,special_develop_equip,200,1000,1000,1000,1000,300,10,0,0,2-5,,,,过山车之星,累计进行200次装备重型制造。,10,142,装备重建,0,,,,13
539,special_develop_equip,500,2000,2000,2000,2000,600,10,0,0,2-10,,,,进步之路,累计进行500次装备重型制造。,10,142,装备重建,0,,,,13
540,special_develop_equip,1000,3000,3000,3000,3000,1000,15,0,0,2-10,,,,天际线,累计进行1000次装备重型制造。,10,142,装备重建,0,,,,13
541,special_develop_equip,2000,4000,4000,4000,4000,1300,15,0,0,2-15,,,,围攻,累计进行2000次装备重型制造。,10,142,装备重建,0,,,,13
542,special_develop_equip,5000,5000,5000,5000,5000,1600,20,0,0,2-15,,,,纪元2062,累计进行5000次装备重型制造。,10,142,装备重建,0,,,,13
543,fairy_rank3,1,100,100,100,100,100,0,10,0,,,,,图灵妖精,首个妖精升到3星。,3,201,获得N星妖精,0,,,,1
544,fairy_rank4,1,300,200,200,200,200,0,30,0,"2-1,3-1",,,,控制论精灵,首个妖精升到4星。,3,201,获得N星妖精,0,,,,1
545,fairy_rank5,1,500,300,300,300,300,0,50,0,"2-1,3-2",,,,不确定性魔女,首个妖精升到5星。,3,201,获得N星妖精,0,,,,1
546,different_fairy,1,100,30,30,30,30,1,0,0,2-1,,,,战术妖精,首次获得妖精。,3,202,获得妖精,0,,,,1
547,different_fairy,3,300,50,50,50,50,3,10,0,2-3,,,,入门级收藏：妖精,获得3个不同的妖精。,3,202,获得妖精,0,,,,1
548,different_fairy,5,500,100,100,100,100,5,30,0,2-5,,,,见习级收藏：妖精,获得5个不同的妖精。,3,202,获得妖精,0,,,,1
549,different_fairy,10,1000,200,200,200,200,8,50,0,2-8,,,,进阶级收藏：妖精,获得10个不同的妖精。,3,202,获得妖精,0,,,,1
550,different_fairy,15,2000,300,300,300,300,10,80,0,2-10,,,,专家级收藏：妖精,获得15个不同的妖精。,3,202,获得妖精,0,,,,1
551,different_fairy,20,3000,500,500,500,500,12,100,0,2-12,,,,学者级收藏：妖精,获得20个不同的妖精。,3,202,获得妖精,0,,,,1
