id,description,damage_ratio,extra_damage,buff_id,harm_delay,target_move,is_critical_hit,critical_hit_rate,float_wide,trigger_creation_id,trigger_creation_delay,is_form_hurt,is_miss,is_armor,beat_back_percent,buff_id_target,buff_id_self,hurt_buff_trigger_type,buff_rate,target_move_percent,target_skill,trigger_summoner,defbreak_rate,extra_defbreak,hit_type,is_ricochet,is_shield,fix_damage,ui_control
2032,kh2002普攻伤害1,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004130,0
2033,kh2002普攻伤害2,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004131,0
2034,kh2002普攻伤害3,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004132,0
2035,kh2002普攻伤害4,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004133,0
2036,kh2002普攻伤害5,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004134,0
2037,kh2002普攻伤害6,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004135,0
2038,kh2002普攻伤害7,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004136,0
2039,kh2002普攻伤害8,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004137,0
2040,kh2002普攻伤害9,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004138,0
2041,kh2002普攻伤害10,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004139,0
2042,诅咒妖精第一次伤害,0,*102,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2043,白教行刑官一击伤害,*201,0,0,0,0,1,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
2044,白教行刑官流血标记,0,*101,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2045,白教粒子炮普攻,50,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2046,战区队长buff-5个,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000004145:1,1000004146:1,1000004147:1,1000004148:1,1000004149:1,1000004150:1,1000004151:1,1000004152:1,1000004153:1,1000004154:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2047,白教行刑官普攻,100,0,0,0,0,1,100,15,0,0,0,1,1,0,7600:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2048,白教粒子炮光束,150,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2049,白教污染伤害,10,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2050,白教粒子小光束,50,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2051,缇普攻,50,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2052,缇标记伤害,200,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2053,缇爪击伤害,*201,0,0,0,0,1,100,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2054,缇撕裂伤害,0,*101,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2055,缇穿刺伤害,*201,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2056,缇必杀真伤,0,999,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,999,0
2057,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004039,0
2058,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004040,0
2059,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004041,0
2060,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004042,0
2061,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004043,0
2062,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004044,0
2063,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004045,0
2064,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004046,0
2065,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004047,0
2066,支援伤害,0,*101,0,0,0,0,100,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2067,布拉梅德狂暴伤害,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2089,普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004207,0
2090,狙娘狙击,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004207,0
2094,SR2特殊攻击,100,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
2095,g36c自伤,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,7727:1,0,100,0,0,0,0,0,0,0,0,1000004232,0
2096,猎豹改消buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3302:-10,3303:-10,3301:1,7732:-1,7733:-1",0,100,0,0,0,0,0,1,0,0,0,0
2097,猎豹穿盾狙击,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,7735:1,0,0,100,0,0,0,0,0,1,0,100,0,0
2098,普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,7735:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2099,自毁,*201,*101,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004231,0
2100,干扰者迷雾伤害,*203,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2101,干扰者支援强化,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000004281:1,1000004282:1,1000004283:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2102,霰弹枪普通攻击,100,0,0,0,2,1,100,15,0,0,0,1,1,5,1000003642:1,0,0,100,100,500101,0,0,0,1,0,0,0,0
2103,M26霰范围伤害,0,*102,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2104,M26霰鸟弹与普攻通用,100,0,0,0,2,1,100,15,0,0,0,1,1,5,7766:1,0,0,100,100,500101,0,0,0,1,0,0,0,0
2105,M26霰独头弹普攻专用,300,0,0,0,2,1,100,15,0,0,0,1,1,5,7766:1,0,0,100,100,500101,0,0,0,1,0,0,0,0
2106,FO12普通鸟弹与普攻通用,100,0,0,0,2,1,100,15,0,0,0,1,1,5,0,7771:1,0,100,100,500101,0,0,0,1,0,0,0,0
2107,FO12普通独头弹普攻专用,300,0,0,0,2,1,100,15,0,0,0,1,1,5,0,7771:1,0,100,100,500101,0,0,0,1,0,0,0,0
2108,FO12必中鸟弹与普攻通用,100,0,0,0,2,1,100,15,0,0,0,0,1,10,0,7771:1,0,100,100,500101,0,0,0,1,0,0,0,0
2109,FO12必中独头弹普攻专用,300,0,0,0,2,1,100,15,0,0,0,0,1,10,0,7771:1,0,100,100,500101,0,0,0,1,0,0,0,0
2110,Fo12普固鸟弹与普攻通用,100,0,0,0,2,1,100,15,0,0,0,1,1,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2111,Fo12普固独头弹普攻专用,300,0,0,0,2,1,100,15,0,0,0,1,1,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2112,Fo12必固鸟弹与普攻通用,100,0,0,0,2,1,100,15,0,0,0,0,1,10,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2113,Fo12必固独头弹普攻专用,300,0,0,0,2,1,100,15,0,0,0,0,1,10,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2114,Fo12必杀,*201,*101,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004231,0
2115,MAG7攻击触发,0,0,0,0,0,0,100,15,0,0,0,0,0,0,0,7779:1,0,100,0,0,0,0,0,1,0,0,0,0
2116,MAG7霰鸟弹与普攻通用,100,0,0,0,2,1,100,15,0,0,0,1,1,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2117,MAG7无甲独头普攻专用1级,300,0,0,0,2,1,130,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2118,MAG7无甲独头普攻专用2级,300,0,0,0,2,1,132,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2119,MAG7无甲独头普攻专用3级,300,0,0,0,2,1,134,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2120,MAG7无甲独头普攻专用4级,300,0,0,0,2,1,137,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2121,MAG7无甲独头普攻专用5级,300,0,0,0,2,1,139,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2122,MAG7无甲独头普攻专用6级,300,0,0,0,2,1,141,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2123,MAG7无甲独头普攻专用7级,300,0,0,0,2,1,143,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2124,MAG7无甲独头普攻专用8级,300,0,0,0,2,1,146,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2125,MAG7无甲独头普攻专用9级,300,0,0,0,2,1,148,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2126,MAG7无甲独头普攻专用10级,300,0,0,0,2,1,150,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2127,mag7非独无甲普攻专用1级,100,0,0,0,2,1,130,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2128,mag7非独无甲普攻专用2级,100,0,0,0,2,1,132,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2129,mag7非独无甲普攻专用3级,100,0,0,0,2,1,134,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2130,mag7非独无甲普攻专用4级,100,0,0,0,2,1,137,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2131,mag7非独无甲普攻专用5级,100,0,0,0,2,1,139,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2132,mag7非独无甲普攻专用6级,100,0,0,0,2,1,141,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2133,mag7非独无甲普攻专用7级,100,0,0,0,2,1,143,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2134,mag7非独无甲普攻专用8级,100,0,0,0,2,1,146,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2135,mag7非独无甲普攻专用9级,100,0,0,0,2,1,148,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2136,mag7非独无甲普攻专用10级,100,0,0,0,2,1,150,15,0,0,0,1,0,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
2137,连珠终结,*201,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2141,震荡打击,*201,0,0,0,*101,1,100,15,0,0,0,0,0,99,0,0,0,100,100,500104,0,0,0,1,0,0,0,0
2142,减分榴弹,0,50,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2143,加分榴弹,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2144,PX4普攻,100,0,0,0,0,1,100,15,0,0,0,0,1,0,7838:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2145,PX4披萨子弹,*202,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000004368:1,1000004350:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2146,蓝雪人普攻,100,0,0,0,0,1,100,15,0,0,0,0,1,0,7840:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2147,红雪人普攻,100,0,0,0,0,1,100,15,0,0,0,0,1,0,7840:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2148,雪人标记子弹,*201,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000004351:1,1000004367:1,1000004352:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2149,px4大招榴弹,100,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2150,监视辅助,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000004357:1,1000004355:1,1000004356:1,1000004359:1,1000004360:1,1000004354:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2151,VSK普攻,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,7875:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2152,VSK偷取,0,0,0,0,0,1,100,15,0,0,0,0,0,0,7874:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2153,a545普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2154,a545烈酒攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2155,实时队长判断,0,0,0,0,0,0,100,15,0,0,0,0,0,0,1000004370:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2156,caws普攻,50,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2157,狙击妖精-改2,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004385,0
2158,狙击妖精-改3,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004386,0
2159,狙击妖精-改4,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004387,0
2160,狙击妖精-改5,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004388,0
2161,狙击妖精-改6,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004389,0
2162,狙击妖精-改7,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004390,0
2163,狙击妖精-改8,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004391,0
2164,狙击妖精-改9,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004392,0
2165,狙击妖精-改10,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,7966:1,0,0,100,0,0,0,0,0,1,0,0,1000004393,0
2166,火箭妖精-改1,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2167,火箭妖精-改2,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2168,火箭妖精-改3,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2169,火箭妖精-改4,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2170,火箭妖精-改5,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2171,火箭妖精-改6,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2172,火箭妖精-改7,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2173,火箭妖精-改8,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2174,火箭妖精-改9,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2175,火箭妖精-改10,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004395,0
2176,芮诺子弹1,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2177,芮诺子弹2,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2178,芮诺子弹3,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2179,芮诺子弹4,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2180,芮诺子弹5,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2181,芮诺子弹6,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2182,TFQ子弹,100,0,0,0,0,1,100,15,0,0,0,1000004421,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2183,PPQ判定子弹,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000004426:1,1000004427:1,1000004428:1,1000004429:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2184,圣破抛射伤害,*203,0,0,0,0,0,0,15,0,0,1,0,0,0,"8036:1,8037:2,8038:2,8033:2",0,0,100,0,0,0,0,0,1,0,0,1000004439,0
2185,圣破冲击伤害近,*203,0,0,0,0,0,0,15,0,0,1,0,0,0,"8036:1,8037:4,8038:4,8033:4",0,0,100,0,0,0,0,0,1,0,0,1000004439,0
2186,圣破冲击伤害中,*204,0,0,0,0,0,0,15,0,0,1,0,0,0,"8036:1,8037:2,8038:2,8033:2",0,0,100,0,0,0,0,0,1,0,0,1000004439,0
2187,圣破冲击伤害远,*205,0,0,0,0,0,0,15,0,0,1,0,0,0,"8036:1,8037:1,8038:1,8033:1",0,0,100,0,0,0,0,0,1,0,0,1000004439,0
2188,圣破精准伤害,*203,0,0,0,0,0,0,15,0,0,0,0,0,0,"8036:1,8037:1,8038:1,8033:1",0,0,100,0,0,0,0,0,1,0,0,1000004439,0
2189,姜饼护盾,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
2190,姜饼受寒标记,0,0,0,0,0,1,100,0,0,0,0,0,0,0,1000004440:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2191,姜饼受寒层数,0,0,0,0,0,1,100,0,0,0,0,0,0,0,8049:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2192,破坏者单发榴弹伤害,*201,0,0,0,0,1,100,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004439,0
2193,xm8伤害子弹,*201,0,0,0,0,0,100,0,0,0,0,0,0,0,8084:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2194,an94改普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,8126:1,8096:1,0,100,0,0,0,0,0,1,0,0,0,0
2195,人偶扳机激活,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,8126:1,8096:1,0,100,0,0,0,0,0,1,0,0,0,0
2196,an94二技能额外暴击,*201,*101,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2197,ppsh榴弹,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2198,ak15监视子弹,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,8112:1,0,100,0,0,0,0,0,1,0,0,0,0
2199,ak15复仇子弹,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,8163:1,8096:1,0,100,0,0,0,0,0,1,0,100,0,0
2200,手榴弹反馈子弹,0,0,0,0,0,0,100,15,0,0,0,0,0,0,0,8102:1,0,100,0,0,0,0,0,1,0,0,0,0
2201,尼梅兰光球,20,0,0,0,0,1,100,15,0,0,0,1,1,0,"8133:1,8134:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2202,尼梅兰三技能光球,100,0,0,0,0,1,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2203,xm8榴弹,0,0,0,0,0,0,100,15,0,0,0,0,0,0,0,8079:-1,0,100,0,0,0,0,0,1,0,0,0,0
2204,尼梅兰一技能,20,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2205,ak12普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,8161:1,8096:1,0,100,0,0,0,0,0,1,0,0,0,0
2206,ak15ex攻击40,40,0,0,0,0,1,100,15,0,0,0,1,1,0,"8162:1,8163:1",8096:1,0,100,0,0,0,0,0,1,0,0,0,0
2207,ak15普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,"8162:1,8163:1",8096:1,0,100,0,0,0,0,0,1,0,0,0,0
2208,rpk普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,8164:1,8096:1,0,100,0,0,0,0,0,1,0,0,0,0
2209,RPK机枪普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,8164:1,8096:1,0,100,0,0,0,0,0,1,0,0,0,0
2210,狙击cz75范围,*202,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2211,猎手攻击,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1000004520,1000004491,0
2212,猎手EX攻击,*201,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1000004520,1000004521,0
2213,猎手蔷薇伤害,0,100,0,0,0,0,100,0,0,0,0,0,0,0,1000004522:1,0,0,100,0,0,0,0,0,1,1000004492,0,1000004490,0
2214,猎手蔷薇标记,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000004493:1,1000004494:1,1000004495:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2215,僵尸新娘buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8214:1000004519,8215:1000004519",0,0,100,0,0,0,0,0,1,0,0,0,0
2216,scr二号枪攻击,100,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2217,魔犬二技能攻击/普攻,*202,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2218,魔犬二榴弹伤害,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2219,魔犬一导弹伤害,*202,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2220,魔犬一激光伤害,*203,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2221,魔犬普攻,50,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2222,mg3普通sp攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
2223,obr普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,1000004548:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2224,obr匕首伤害,*201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,100,0,0
2225,obr匕首减掉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000004562:1,8275:-99",0,0,100,0,0,0,0,0,1,0,0,0,0
2226,obr普通攻击辅助,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000004560:1,0,100,0,0,0,0,0,1,0,0,0,0
2227,普通攻击,100,0,0,0,0,1,100,15,0,0,0,1,1000004566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2228,水白一技能伤害,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2229,水白一技能解析伤害,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2230,水白普攻,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2231,水白溅射,*201,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2232,水白二技能范围,*202,0,0,0,0,0,0,0,0,0,1,0,0,0,"8306:1,8347:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2233,水白斩杀伤害,*201,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0
2234,水白特殊普攻,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2235,相位子弹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8344:1,0,100,0,0,0,0,0,1,0,0,0,0
2330,起源弹新,*202,0,432,0,0,0,100,15,0,0,0,0,0,0,2432:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2479,显示消buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3302:-10,3303:-10,3301:1",0,100,0,0,0,0,0,1,0,0,0,0
2480,妖精海浪,0,0,0,0,2,0,0,0,0,0,0,0,0,99,0,0,0,100,0,900166,0,0,0,1,0,0,0,0
2481,海浪buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3417:1,3418:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2482,转化盾判定,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000003162:1,3425:-1",0,0,100,0,0,0,0,0,1,0,0,0,0
2483,双生伤害,0,*101,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2484,双生伤害,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2485,鹗伤害,0,*101,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
