id,name,code,description,lvup_description,skill_group_id,level,train_coin_type,train_coin_number,skill_up_time,spot_type,spot_belong,spot_echelon,cd_time,cd_time_type,consumption,start_range,is_night,data_pool,is_airborne,airborne_mission_buff_config_id,effect_cast,effect_self,effect_target,trigger_id,target_id,special_spot_add,special_spot_minus,mission_buff_add,mission_buff_minus,subsidiary_mission_skill,is_manual,allyteam_summoner,ap_cost,consumption_item,drop_item,fun_game_type,fun_game_name,fun_game_result_sub
6440021,【标记】密码3,1,,,6440021,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,644001701,644001701,6440021:1,,,,6440112,0,0,0,,,0,,
6440022,【标记】密码4,1,,,6440022,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,644001701,644001701,6440022:1,,,,6440112,0,0,0,,,0,,
6440023,【标记】清除密码1,1,,,6440023,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,644001701,644001701,,6440019:1,,,,0,0,0,,,0,,
6440024,【标记】清除密码2,1,,,6440024,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,644001701,644001701,,6440020:1,,,,0,0,0,,,0,,
6440025,【标记】清除密码3,1,,,6440025,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,644001701,644001701,,6440021:1,,,,0,0,0,,,0,,
6440026,【标记】清除密码4,1,,,6440026,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,644001701,644001701,,6440022:1,,,,0,0,0,,,0,,
6440031,【标记】兔子控制台I初始化,1,,,6440031,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440035:1,,,,,0,0,0,,,0,,
6440032,【标记】兔子控制台II初始化,1,,,6440032,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440036:1,,,,,0,0,0,,,0,,
6440033,【标记】兔子控制台III初始化,1,,,6440033,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440037:1,,,,,0,0,0,,,0,,
6440034,【标记】兔子警报初始化,1,,,6440034,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440034:1,,,,,0,0,0,,,0,,
6440035,防御门I开启,1,,,6440035,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644003501,644003501||644003901,,"6440035:1,6440039:1",,,1000002,6440004,0,0,,,0,,
6440036,防御门II开启,1,,,6440036,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644003601,644003601||644004001,,"6440036:1,6440040:1",,,1000002,6440004,0,0,,,0,,
6440037,防御门III开启,1,,,6440037,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644003701,644003701||644004101,,"6440037:1,6440041:1",,,1000002,6440004,0,0,,,0,,
6440038,警报吸引,1,,,6440038,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644003801,644003801,,6440038:1,,,,6440005,0,0,,,0,,
6440039,【标记】防御门I初始化,1,,,6440039,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440039:1,,,,,0,0,0,,,0,,
6440040,【标记】防御门II初始化,1,,,6440040,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440040:1,,,,,0,0,0,,,0,,
6440041,【标记】防御门III初始化,1,,,6440041,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440041:1,,,,,0,0,0,,,0,,
6440042,【标记】控制台I初始化,1,,,6440042,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440035:1,,,,,0,0,0,,,0,,
6440043,敌人引爆炸弹,1,,,6440043,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,644001701,,6440042:1,6440017:1,,,,6440003,0,0,,,0,,
6440044,【标记】伊阿索之匣拆除成功,1,,,6440044,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644999601,1,6440003:1,6449996:1,,,,0,0,0,,,0,,
6440045,【标记】伊阿索之匣密码错误,1,,,6440045,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001900&&644002000&&644002100&&644002200,,,,,,"6449901,6449902,6449903,6449904",0,0,0,,,0,,
6440046,【标记】炮击阵地I初始化,1,,,6440046,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440043:1,,,,,0,0,0,,,0,,
6440047,【标记】炮击阵地II初始化,1,,,6440047,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440044:1,,,,,0,0,0,,,0,,
6440048,炮击敌人，阻断敌人前进。,1,,,6440048,1,0,0,0,-1,-1,"4,5,6",1,0,0,3,0,0,0,0,0,0,0,644004301,,6440045:1,,6440001:1,,6440056,6440006,0,0,,,0,,
6440049,【标记】EMP雷初始化,,,,6440049,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,6440046:1,,,,,0,,0,,,0,,
6440050,拾取EMP手雷,,,,6440050,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,644004601,1,,6440046:1,6440002:1,,,6440007,,0,,,0,,
6440051,投掷EMP手雷,,,,6440051,1,0,0,0,-1,-1,"4,5,6",0,1,0,1,0,0,0,0,0,0,0,,,6440047:1,,"6440003:1,6440004:1",,6440052,6440008,,0,,,0,,
6440052,【标记】投掷EMP删除标记,,,,6440052,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,6440002:1,,0,,0,,,0,,
6440053,【标记】炮台描述,,这些炮台可以用来对付敌人。,,6440053,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
6440054,【标记】禁飞,2,空域管制,,6440054,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,"900002:1,6440049:1",,,,,0,,0,,,0,,
6440055,【标记】3-3内场胜利标记,1,,,6440055,1,0,0,0,-1,-1,"4,5",0,0,0,6,0,0,0,0,0,0,0,,,6440052:1,,,,,0,0,0,,,0,,
6440056,【标记】炮击1CD,1,,,6440056,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,,1,6440050:1,6440043:1,,,,0,0,0,,,0,,
6440057,【标记】炮击2CD,1,,,6440057,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,,1,6440051:1,6440044:1,,,,0,0,0,,,0,,
6440058,炮击敌人，阻断敌人前进。,1,,,6440058,1,0,0,0,-1,-1,"4,5,6",1,0,0,3,0,0,0,0,0,0,0,644004401,,6440045:1,,6440001:1,,6440057,6440006,0,0,,,0,,
6440059,【标记】防御门XI初始化,1,,,6440059,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440054:1,,,,,0,0,0,,,0,,
6440060,【标记】防御门XXII初始化,1,,,6440060,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440055:1,,,,,0,0,0,,,0,,
6440061,防御门XI开启,1,,,6440061,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644005301,644005401,,"6440053:1,6440054:1",,,1000002,6440004,0,0,,,0,,
6440062,防御门XXII开启,1,,,6440062,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644005301,644005501,,"6440053:1,6440055:1",,,1000002,6440004,0,0,,,0,,
6440063,【标记】炸弹初始化,1,,,6440063,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440056:1,,,,6440116,0,0,0,,,0,,
6440064,关闭,1,,,6440064,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644005601,644005601,"6440003:1,6440059:1,6440057:1","6440056:1,6440081:1",,,,6440003,0,0,,,0,,
6440065,【标记】炸弹一回合后爆炸,1,,,6440065,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644005701,644005701,6440059:1,6440057:1,,,,0,6440401,0,,,0,,
6440066,【标记】控制台XCD,1,,,6440066,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,1,6440058:1,,,,,0,0,0,,,0,,
6440067,【标记】炸弹一回合后爆炸,1,,,6440067,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644005701,644005701,6440059:1,6440057:1,,,,0,6441401,0,,,0,,
6440068,【标记】特效兔子初始化,1,,,6440068,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440060:1,,,,,0,0,0,,,0,,
6440069,【标记】控制台X初始化,1,,,6440069,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440053:1,,,,,0,0,0,,,0,,
6440070,【标记】3-4胜利标记,1,,,6440070,1,0,0,0,-1,-1,3,0,0,0,99,0,0,0,0,0,0,0,,,6440063:1,,,,,0,0,0,,,0,,
6440071,【标记】丹德莱存活,1,,,6440071,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440064:1,,,,,0,0,0,,,0,,
6440072,【标记】丹德莱死亡,1,,,6440072,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,6440064:1,,,,0,0,0,,,0,,
6440073,【标记】丹德莱吃瘪,1,,,6440073,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,440005:1,,,0,0,0,,,0,,
6440074,【标记】控制台初始化,1,,,6440074,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440065:1,,,,,0,0,0,,,0,,
6440075,破解,1,,,6440075,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644006501,1,6440066:1,6440065:1,,,,6440001,0,0,,,0,,
6440076,【标记】控制台初始化,1,,,6440076,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440067:1,,,,,0,0,0,,,0,,
6440077,破解,1,,,6440077,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644006701,1,6449981:1,6440067:1,,,6440078,6440001,0,0,,,0,,
6440078,【标记】连携1,1,,,6440078,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644006701,644006701,6440068:1,6440067:1,,,,0,0,0,,,0,,
6440079,完全破解,1,,,6440079,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644006801,1,6440069:1,6440068:1,,,6440080,6440001,0,0,,,0,,
6440080,【标记】连携2,1,,,6440080,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,644007001,,6440070:1,,,,0,0,0,,,0,,
6440081,【标记】防御门初始化,1,,,6440081,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440070:1,,,,,0,0,0,,,0,,
6440082,【标记】控制台初始化,1,,,6440082,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440071:1,,,,,0,0,0,,,0,,
6440083,破解,1,,,6440083,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644007101,1,6449982:1,6440071:1,,,6440084,6440001,0,0,,,0,,
6440084,【标记】连携1,1,,,6440084,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644007101,644007101,6440072:1,6440071:1,,,,0,0,0,,,0,,
6440085,破解,1,,,6440085,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644007201,1,6449983:1,6440072:1,,,6440086,6440001,0,0,,,0,,
6440086,【标记】连携2,1,,,6440086,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644007201,644007201,6440073:1,6440072:1,,,,0,0,0,,,0,,
6440087,完全破解,1,,,6440087,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,644007301,1,6440074:1,6440073:1,,,6440088,6440001,0,0,,,0,,
6440088,【标记】连携3,1,,,6440088,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,644007501,,6440075:1,,,,0,0,0,,,0,,
6440089,【标记】防御门初始化,1,,,6440089,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440075:1,,,,,0,0,0,,,0,,
6440090,【标记】防御门XI初始化,1,,,6440090,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440076:1,,,,,0,0,0,,,0,,
6440091,【标记】防御门XI初始化,1,,,6440091,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440077:1,,,,,0,0,0,,,0,,
6440092,【标记】开门,1,,,6440092,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644007601,1,,6440076:1,,,,0,0,0,,,0,,
6440093,【标记】开门,1,,,6440093,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644007701,1,,6440077:1,,,,0,0,0,,,0,,
6440094,【标记】炸弹初始化3,1,,,6440094,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440091:1,,,,6440098,0,0,0,,,0,,
6440095,【标记】炸弹初始化3,1,,,6440095,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440092:1,,,,6440099,0,0,0,,,0,,
6440096,【标记】炸弹初始化4,1,,,6440096,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440093:1,,,,6440100,0,0,0,,,0,,
6440097,【标记】炸弹初始化5,1,,,6440097,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440094:1,,,,6440101,0,0,0,,,0,,
6440098,【标记】炸弹初倒计时3,1,,,6440098,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6448883:1,,,,,0,0,0,,,0,,
6440099,【标记】炸弹初倒计时3,1,,,6440099,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6448883:1,,,,,0,0,0,,,0,,
6440100,【标记】炸弹初倒计时4,1,,,6440100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6448884:1,,,,,0,0,0,,,0,,
6440101,【标记】炸弹初倒计时5,1,,,6440101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6448885:1,,,,,0,0,0,,,0,,
6440102,关闭,1,,,6440102,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644009101,1,,"6440091:1,6440081:1,6440082:1,6440083:1,6440084:1,6440085:1,6440086:1,6440087:1,6440088:1,6440089:1,6448881:1,6448882:1,6448883:1,6448884:1,6448885:1,6448886:1,6448887:1,6448888:1,6448889:1",,,6440106,6440003,0,0,,,0,,
6440103,关闭,1,,,6440103,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644009201,1,,"6440092:1,6440081:1,6440082:1,6440083:1,6440084:1,6440085:1,6440086:1,6440087:1,6440088:1,6440089:1,6448881:1,6448882:1,6448883:1,6448884:1,6448885:1,6448886:1,6448887:1,6448888:1,6448889:1",,,6440106,6440003,0,0,,,0,,
6440104,关闭,1,,,6440104,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644009301,1,,"6440093:1,6440081:1,6440082:1,6440083:1,6440084:1,6440085:1,6440086:1,6440087:1,6440088:1,6440089:1,6448881:1,6448882:1,6448883:1,6448884:1,6448885:1,6448886:1,6448887:1,6448888:1,6448889:1",,,6440106,6440003,0,0,,,0,,
6440105,关闭,1,,,6440105,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644009401,1,,"6440094:1,6440081:1,6440082:1,6440083:1,6440084:1,6440085:1,6440086:1,6440087:1,6440088:1,6440089:1,6448881:1,6448882:1,6448883:1,6448884:1,6448885:1,6448886:1,6448887:1,6448888:1,6448889:1",,,6440106,6440003,0,0,,,0,,
6440106,【标记】4-4胜利用,1,,,6440106,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440095:1,,,,,0,0,0,,,0,,
6440107,【标记】BOSS抵抗EMP,1,,,6440107,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,6440005:1,,,0,0,0,,,0,,
6440108,【标记】秃洞炸弹2,1,,,6440108,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"6440091:1,6440082:1",,,,,0,0,0,,,0,,
6440109,【标记】秃洞炸弹3,1,,,6440109,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"6440092:1,6440082:1",,,,,0,0,0,,,0,,
6440110,拆弹,1,,,6440110,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644009101,644009101,,"6440091:1,6440081:1,6440082:1,6440083:1,6440084:1,6440085:1,6440086:1,6440087:1,6440088:1,6440089:1",,,6440119,6440003,0,0,,,0,,
6440111,拆弹,1,,,6440111,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644009201,644009201,,"6440092:1,6440081:1,6440082:1,6440083:1,6440084:1,6440085:1,6440086:1,6440087:1,6440088:1,6440089:1",,,6440119,6440003,0,0,,,0,,
6440112,【标记】3-2密码正确下降,1,,,6440112,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,644001901&&644002001&&644002101&&644002201,644001701,"6449996:1,6449991:1",6440017:1,,,,0,0,0,,,0,,
6440113,【标记】作战整备,1,,,6440113,1,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,,1,6449995:1,,6440006:1,,,0,,0,,,0,,
6440114,【标记】3-4彩蛋用,1,,,6440114,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,6449994:1,,,,,0,0,0,,,0,,
6440115,【标记】3-4第一回合用,1,,,6440115,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,6449992:1,,,,,0,0,0,,,0,,
6440116,【标记】炸弹初始化1,1,,,6440116,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6440081:1,,,,,0,0,0,,,0,,
6440117,【标记】伊阿索之匣,1,里面包裹着诸多花粉，启动了肯定会有不好的事情发生。,,6440117,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,0,0,0,,,0,,
6440118,【标记】秃洞用加分初始化,1,,,6440118,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,6449989:1,,,,,0,0,0,,,0,,
6440119,【标记】秃洞用加分连携,1,,,6440119,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,644998901,644998901,6449998:1,,,,,0,0,0,,,0,,
6440120,【标记】秃洞扣分3,1,,,6440120,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"6449971:1,6449989:1",,,,,0,0,0,,,0,,
6440121,【标记】秃洞扣分8,1,,,6440121,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"6449972:1,6449989:1",,,,,0,0,0,,,0,,
6440122,【标记】秃洞炸弹8,1,,,6440122,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"6449974:1,6440087:1",,,,,0,0,0,,,0,,
6440123,拆弹,1,,,6440123,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644997401,644997401,,"6449974:1,6440081:1,6440082:1,6440083:1,6440084:1,6440085:1,6440086:1,6440087:1,6440088:1,6440089:1",,,6440119,6440003,0,0,,,0,,
6440124,【标记】秃洞扣分3判定,1,,,6440124,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,644997301,644009101,6449998:1,,,,,0,0,0,,,0,,
6440125,【标记】秃洞扣分8判定,1,,,6440125,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,644997301,644997401,6449998:1,,,,,0,0,0,,,0,,
6440126,【标记】伊阿索之匣,1,,,6440126,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,0,0,0,,,0,,
6440127,【标记】伊阿索之匣,1,帕拉迪斯工厂制造，生产日期:XX640921,,6440127,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,0,0,0,,,0,,
6440128,【标记】丹德莱初始化only1,1,,,6440128,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,440006:1,,,0,0,0,,,0,,
6440129,【标记】次数累计,1,,,6440129,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,644001701,6449975:1,,,,6440130,0,0,0,,,0,,
6440130,【标记】提示,1,,,6440130,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,644997503,6449976:1,,,,,0,0,0,,,0,,
6440300,按下密码台3按钮0,1,,,6440300,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440300:1,6449997:1","6440310:1,6440320:1,6440330:1,6440340:1,6440350:1,6440360:1,6440370:1,6440380:1,6440390:1",,,"6440015,6440019",6441110,0,0,,,0,,
6440310,按下密码台3按钮1,1,,,6440310,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440310:1,6449997:1","6440320:1,6440330:1,6440340:1,6440350:1,6440360:1,6440370:1,6440380:1,6440390:1,6440300:1",,,"6440015,6440023,6440129",6441111,0,0,,,0,,
6440320,按下密码台3按钮2,1,,,6440320,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440320:1,6449997:1","6440330:1,6440340:1,6440350:1,6440360:1,6440370:1,6440380:1,6440390:1,6440300:1,6440310:1",,,"6440015,6440023,6440129",6441112,0,0,,,0,,
6440330,按下密码台3按钮3,1,,,6440330,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440330:1,6449997:1","6440340:1,6440350:1,6440360:1,6440370:1,6440380:1,6440390:1,6440300:1,6440310:1,6440320:1",,,"6440015,6440023,6440129",6441113,0,0,,,0,,
6440340,按下密码台3按钮4,1,,,6440340,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440340:1,6449997:1","6440350:1,6440360:1,6440370:1,6440380:1,6440390:1,6440300:1,6440310:1,6440320:1,6440330:1",,,"6440015,6440023,6440129",6441114,0,0,,,0,,
6440350,按下密码台3按钮5,1,,,6440350,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440350:1,6449997:1","6440360:1,6440370:1,6440380:1,6440390:1,6440300:1,6440310:1,6440320:1,6440330:1,6440340:1",,,"6440015,6440023,6440129",6441115,0,0,,,0,,
6440360,按下密码台3按钮6,1,,,6440360,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440360:1,6449997:1","6440370:1,6440380:1,6440390:1,6440300:1,6440310:1,6440320:1,6440330:1,6440340:1,6440350:1",,,"6440015,6440023,6440129",6441116,0,0,,,0,,
6440370,按下密码台3按钮7,1,,,6440370,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440370:1,6449997:1","6440380:1,6440390:1,6440300:1,6440310:1,6440320:1,6440330:1,6440340:1,6440350:1,6440360:1",,,"6440015,6440023,6440129",6441117,0,0,,,0,,
6440380,按下密码台3按钮8,1,,,6440380,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440380:1,6449997:1","6440390:1,6440300:1,6440310:1,6440320:1,6440330:1,6440340:1,6440350:1,6440360:1,6440370:1",,,"6440015,6440023,6440129",6441118,0,0,,,0,,
6440390,按下密码台3按钮9,1,,,6440390,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001101,1,"6440390:1,6449997:1","6440300:1,6440310:1,6440320:1,6440330:1,6440340:1,6440350:1,6440360:1,6440370:1,6440380:1",,,"6440015,6440023,6440129",6441119,0,0,,,0,,
6440400,按下密码台4按钮0,1,,,6440400,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440400:1,6449997:1","6440410:1,6440420:1,6440430:1,6440440:1,6440450:1,6440460:1,6440470:1,6440480:1,6440490:1",,,"6440015,6440024,6440129",6441110,0,0,,,0,,
6440410,按下密码台4按钮1,1,,,6440410,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440410:1,6449997:1","6440420:1,6440430:1,6440440:1,6440450:1,6440460:1,6440470:1,6440480:1,6440490:1,6440400:1",,,"6440015,6440024,6440129",6441111,0,0,,,0,,
6440420,按下密码台4按钮2,1,,,6440420,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440420:1,6449997:1","6440430:1,6440440:1,6440450:1,6440460:1,6440470:1,6440480:1,6440490:1,6440400:1,6440410:1",,,"6440015,6440024,6440129",6441112,0,0,,,0,,
6440430,按下密码台4按钮3,1,,,6440430,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440430:1,6449997:1","6440440:1,6440450:1,6440460:1,6440470:1,6440480:1,6440490:1,6440400:1,6440410:1,6440420:1",,,"6440015,6440024,6440129",6441113,0,0,,,0,,
6440440,按下密码台4按钮4,1,,,6440440,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440440:1,6449997:1","6440450:1,6440460:1,6440470:1,6440480:1,6440490:1,6440400:1,6440410:1,6440420:1,6440430:1",,,"6440015,6440024,6440129",6441114,0,0,,,0,,
6440450,按下密码台4按钮5,1,,,6440450,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440450:1,6449997:1","6440460:1,6440470:1,6440480:1,6440490:1,6440400:1,6440410:1,6440420:1,6440430:1,6440440:1",,,"6440015,6440024,6440129",6441115,0,0,,,0,,
6440460,按下密码台4按钮6,1,,,6440460,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440460:1,6449997:1","6440470:1,6440480:1,6440490:1,6440400:1,6440410:1,6440420:1,6440430:1,6440440:1,6440450:1",,,"6440015,6440024,6440129",6441116,0,0,,,0,,
6440470,按下密码台4按钮7,1,,,6440470,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440470:1,6449997:1","6440480:1,6440490:1,6440400:1,6440410:1,6440420:1,6440430:1,6440440:1,6440450:1,6440460:1",,,"6440015,6440024,6440129",6441117,0,0,,,0,,
6440480,按下密码台4按钮8,1,,,6440480,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440480:1,6449997:1","6440490:1,6440400:1,6440410:1,6440420:1,6440430:1,6440440:1,6440450:1,6440460:1,6440470:1",,,"6440015,6440024,6440129",6441118,0,0,,,0,,
6440490,按下密码台4按钮9,1,,,6440490,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,644001201,1,"6440490:1,6449997:1","6440400:1,6440410:1,6440420:1,6440430:1,6440440:1,6440450:1,6440460:1,6440470:1,6440480:1",,,"6440015,6440020",6441119,0,0,,,0,,
