id,item_id,start_time,end_time,drop_ids,title_res,amount_coordinate,bg_res,is_mail,mail_type,is_show,clear_cycle,clear_time,prize_skip,mission_show_prize,use_animation,goto_to_mall,can_ten_draws,can_get_rewards,goto_page,type,mission_prize_type,extra_bonus,bonus_percent
373,0,2020-11-16 00:00:00,2020-12-24 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
374,0,2020-12-18 00:00:00,2021-01-14 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
375,0,2020-12-18 00:00:00,2021-01-14 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
376,0,2020-12-18 00:00:00,2021-01-14 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
377,0,2020-12-18 00:00:00,2021-01-14 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
378,0,2020-12-18 00:00:00,2021-01-14 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
379,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
380,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
381,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
382,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
383,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
384,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
385,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
386,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
387,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
388,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
389,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
390,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
391,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
392,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
393,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
394,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
395,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
396,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
397,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
398,100077,2021-01-30 00:00:00,2021-03-10 23:59:59,"249:622,250:623,499:622,500:624,749:622,750:625,776:622,777:626,999:622,1000:627,3000:622",052da1d9a15052ff_draw_210130001.png,"320.7,-185.2",92407a778854c5e2_draw_210201001.jpg,0,0,1,0,0,,0,0,0,1,0,0,1,0,,0
399,0,2021-01-30 00:00:00,2021-03-04 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
400,0,2021-02-24 00:00:00,2021-04-01 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
401,0,2021-02-24 00:00:00,2021-04-01 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
402,0,2021-02-24 00:00:00,2021-04-01 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
403,0,2021-02-24 00:00:00,2021-04-01 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
404,0,2021-02-24 00:00:00,2021-04-01 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
405,0,2021-05-01 00:00:00,2021-05-09 23:59:59,"100:636,150:637,200:638,1000:639,1001:636",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1182:1001,1182,0,0,0,0,0,1,0,,0
406,0,2021-05-01 00:00:00,2021-05-09 23:59:59,"150:640,200:641,250:642,300:643,1000:644,1001:640",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1183:1001,1183,0,0,0,0,0,1,0,,0
407,0,2021-05-01 00:00:00,2021-05-09 23:59:59,"150:645,200:646,250:647,300:648,1000:649,1001:645",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1184:1001,1184,0,0,0,0,0,1,0,,0
408,0,2021-05-01 00:00:00,2021-05-09 23:59:59,"150:650,200:651,250:652,300:653,1000:654,1001:650",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1185:1001,1185,0,0,0,0,0,1,0,,0
409,0,2021-05-01 00:00:00,2021-05-09 23:59:59,"150:655,200:656,250:657,300:658,1000:659,1001:655",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1186:1001,1186,0,0,0,0,0,1,0,,0
410,0,2021-05-01 00:00:00,2021-05-09 23:59:59,"150:660,200:661,250:662,300:663,1000:664,1001:660",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1187:1001,1187,0,0,0,0,0,1,0,,0
411,100090,2021-05-19 10:00:00,2021-06-13 23:59:59,100:665,86ef5b9d5edc7393_draw_210513002.png,"-568,-120",842c9713d81fa7be_draw_210518001.jpg,0,0,1,0,0,,0,1,1,0,0,0,2,0,,0
412,100091,2021-05-20 00:00:00,2021-06-02 23:59:59,"69:673,70:674,71:675",b39de949e1520b30_draw_210513005.png,"397,-195",c896f7165f318c91_draw_210513004.png,0,0,1,0,0,"1206:71,1207:71,1208:71,1209:71",0,0,0,1,0,0,1,0,,0
413,0,2021-06-17 00:00:00,2021-07-07 23:59:59,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
414,0,2021-06-17 00:00:00,2021-07-07 23:59:59,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
415,0,2021-06-17 00:00:00,2021-07-07 23:59:59,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
416,0,2021-06-17 00:00:00,2021-07-07 23:59:59,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
417,0,2021-06-17 00:00:00,2021-07-07 23:59:59,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
418,0,2021-07-01 00:00:00,2021-07-22 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
419,0,2021-07-01 00:00:00,2021-07-22 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
420,0,2021-07-01 00:00:00,2021-07-22 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
421,0,2021-07-01 00:00:00,2021-07-22 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
424,0,2021-07-01 00:00:00,2021-07-22 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
425,0,2021-07-01 00:00:00,2021-07-22 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
426,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
427,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
428,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
429,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
430,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
431,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
432,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
433,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
434,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
435,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
436,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
437,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
438,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
439,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
440,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
441,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
442,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
443,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
444,0,2021-07-16 00:00:00,2021-08-12 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
445,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
446,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
447,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
448,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
449,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
450,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
451,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
452,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
453,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
454,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
455,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
456,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
457,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
458,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
459,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
460,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
461,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
462,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
463,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
464,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
465,0,2021-08-16 00:00:00,2021-09-23 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
466,100101,2021-08-23 00:00:00,2021-09-30 23:59:59,"249:731,250:732,499:731,500:733,749:731,750:734,776:731,777:735,999:731,1000:736,3000:731",f8a86140b2513acb_draw_210823002.png,"320.7,-185.2",bf93cd8a79f5993e_draw_210823001.jpg,0,0,1,0,0,,0,0,0,1,0,0,1,0,,0
467,0,2021-10-01 00:00:00,2021-10-07 23:59:59,"100:737,150:738,200:739,1000:740,1001:737",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1293:1001,1293,0,0,0,0,0,1,0,,0
468,0,2021-10-01 00:00:00,2021-10-07 23:59:59,"100:741,150:742,200:743,1000:744,1001:741",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1294:1001,1294,0,0,0,0,0,1,0,,0
469,0,2021-10-01 00:00:00,2021-10-07 23:59:59,"100:745,150:746,200:747,1000:748,1001:745",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1295:1001,1295,0,0,0,0,0,1,0,,0
470,0,2021-10-01 00:00:00,2021-10-07 23:59:59,"150:749,200:750,250:751,300:752,1000:753,1001:749",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1296:1001,1296,0,0,0,0,0,1,0,,0
471,0,2021-10-01 00:00:00,2021-10-07 23:59:59,"150:754,200:755,250:756,300:757,1000:758,1001:754",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1297:1001,1297,0,0,0,0,0,1,0,,0
472,0,2021-10-01 00:00:00,2021-10-07 23:59:59,"150:759,200:760,250:761,300:762,1000:763,1001:759",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1298:1001,1298,0,0,0,0,0,1,0,,0
473,100107,2021-10-01 00:00:00,2021-10-13 23:59:59,"99:764,100:765,101:766",2df922f32bd78c9a_draw_210922007.png,"307.5,-184",b23114c42ac6ce02_draw_210922001.jpg,0,0,1,0,0,1303:101,0,0,0,1,0,0,1,0,,0
474,0,2021-10-09 00:00:00,2021-10-28 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
475,0,2021-10-09 00:00:00,2021-10-28 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
476,0,2021-10-09 00:00:00,2021-10-28 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
477,0,2021-10-09 00:00:00,2021-10-28 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
478,0,2021-10-09 00:00:00,2021-10-28 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
479,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
480,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
481,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
482,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
483,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
484,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
485,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
486,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
487,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
488,0,2021-10-22 00:00:00,2021-11-11 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
489,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
490,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
491,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
492,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
493,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
494,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
495,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
496,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
497,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
498,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
499,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
500,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
501,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
502,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
503,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
504,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
505,0,2021-11-04 00:00:00,2021-12-02 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
506,0,2021-11-26 00:00:00,2021-12-16 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
507,0,2021-11-26 00:00:00,2021-12-16 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
508,0,2021-11-26 00:00:00,2021-12-16 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
509,0,2021-11-26 00:00:00,2021-12-16 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
510,0,2021-11-26 00:00:00,2021-12-16 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
511,0,2021-11-26 00:00:00,2021-12-16 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
512,0,2021-11-26 00:00:00,2021-12-16 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
513,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
514,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
515,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
516,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
517,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
518,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
519,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
520,0,2021-12-07 00:00:00,2022-01-06 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
521,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
522,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
523,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
524,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
525,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
526,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
527,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
528,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
529,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
530,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
531,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
532,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
533,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
534,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
535,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
536,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
537,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
538,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
539,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
540,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
541,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
542,100126,2022-01-12 00:00:00,2022-02-23 23:59:59,"249:840,250:841,499:840,500:842,749:840,750:843,776:840,777:844,999:840,1000:845,3000:840",40d76071206bc734_draw_220117005.png,"320.7,-185.2",0f14712ea7115028_draw_220117004.jpg,0,0,1,0,0,,0,0,0,1,0,0,1,0,,0
543,0,2022-01-12 00:00:00,2022-02-17 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
544,0,2022-02-21 00:00:00,2022-03-10 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
545,0,2022-02-21 00:00:00,2022-03-10 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
546,0,2022-02-21 00:00:00,2022-03-10 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
547,0,2022-02-21 00:00:00,2022-03-10 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
548,0,2022-02-21 00:00:00,2022-03-10 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
549,0,2022-02-21 00:00:00,2022-03-10 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
550,0,2022-03-07 00:00:00,2022-03-31 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
551,0,2022-03-07 00:00:00,2022-03-31 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
552,0,2022-03-07 00:00:00,2022-03-31 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
553,0,2022-03-07 00:00:00,2022-03-31 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
554,0,2022-03-07 00:00:00,2022-03-31 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
555,0,2022-03-07 00:00:00,2022-03-31 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
556,0,2022-03-07 00:00:00,2022-03-31 10:00:00,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,,0
557,0,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:864,200:865,250:866,300:867,1000:868,1001:864",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1440:1001,1440,0,0,0,0,0,1,0,,0
558,0,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:869,200:870,250:871,300:872,1000:873,1001:869",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1441:1001,1441,0,0,0,0,0,1,0,,0
559,0,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:874,200:875,250:876,300:877,1000:878,1001:874",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1442:1001,1442,0,0,0,0,0,1,0,,0
560,0,2022-04-30 00:00:00,2022-05-08 23:59:59,"150:879,200:880,250:881,300:882,1000:883,1001:879",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,1443:1001,1443,0,0,0,0,0,1,0,,0
