id,name,classes,type,position,space,deco_rate,decompose_gift,description,code,texture_type,sorting,offset,rotate,interact_point,interact_point_offset,furniture_bgm,touch_area,bonus_id,ai
7602,1408惊魂夜-表里世界,76,301,"0,0","1,1,1,1,1,0",900,100003,“从我踏上楼梯的那刻开始，一切都变了，但一切都没变，就好像穿梭在完美映照彼此的表里世界……”,hallo2019_wall,1,0,"0,0,0",3,0,0,0,0,0,0
7603,1408惊魂夜-叙忆沙发,76,203,"14,2","6,3,1,1,1,0",1000,100003,“精致的洋娃娃整晚都在向我讲述和前任主人的故事，每每提及动情之处，前主人的画框还会留下血来……”,"hallo2019_deco_01_A,hallo2019_04","1,2","0,20","0.011,-0.125,0|0.793,0.115,0","2,2","87603,104","*0.700,1.593,-0.285|*-2.013,3.301,-0.285",0,0,0,0
7604,1408惊魂夜-禁忌电梯,76,302,"23,7","6,16,1,1,1,0",1000,100003,“一部停止使用多年的电梯，却在今夜被一些奇怪的手扒开了缝隙。还好这些手不会拉我进qnfyuqaxoup”,"hallo2019_deco_02_A,hallo2019_deco_02_B","1,1","10,0","0.042,-0.438,0|0.042,1.865,0","3,3",0,0,0,0,0,0
7605,1408惊魂夜-超载电梯,76,302,"5,7","7,16,1,1,1,0",1000,100003,“等了这部电梯许久，都一直显示超载。按捺不住的我透过门缝查看，里面却只有一片红色……”,"hallo2019_05,hallo2019_deco_02_B","2,1","10,0","0,-1.585,0|0.031,1.814,0","3,3",87605,"*0.510,4.757,-4.182",0,"7,14,0",0,0
7606,1408惊魂夜-摇摆吊灯,76,201,"16,8","1,1,1,1,1,0",950,100003,“明明没有风，却总是摇摆不停的吊灯，但愿不会砸到我的头上……”,hallo2019_01,2,0,"0,4.546,0",2,0,0,0,"4,4,0,0,11,0",0,0
7607,1408惊魂夜-遥控童车,76,201,"27,10","4,3,1,1,1,0",950,100003,“一直跑来跑去的童车，遥控它的主人一定是个活泼可爱的孩子，等等，它并没有装电池……”,"hallo2019_deco_03_A,hallo2019_deco_03_B","1,1","0,20","0.105,-0.254,0|0.105,-0.254,0","2,2","27,104","*0.350,1.195,-0.285|0,0,0",0,"4,3,0",0,0
7608,1408惊魂夜-夜宵厨师,76,201,"29,0","3,3,1,1,1,0",950,100003,“刚过零点，这位热情的厨师就一直追着我要给我做饭，可是我真的不饿……”,hallo2019_03,2,0,"0,0.094,0",2,104,"*0.583,3.927,1.366",0,"4,5,0",0,0
7609,1408惊魂夜-捉迷藏桌,76,201,"11,9","11,4,1,1,1,0",1100,100003,“嘿，桌下藏着的小朋友，是你在我的手稿后面打了几十页‘只工作不玩耍，聪明的孩子也变傻’吗？”,"hallo2019_deco_04_A,hallo2019_deco_04_B,hallo2019_13,hallo2019_14","1,1,2,2","15,15,20,0","-0.907,-0.125,0.198|1.397,-0.125,0.198|-0.188,0.647,0.198|1.022,0.042,0.198","2,2,2,2","876091,876092","*-3.908,-0.057,0.000|*3.792,1.024,0.569",0,"11,3,0",0,0
7610,1408惊魂夜-黄昏之约,76,102,"0,8","11,4,1,1,1,0",1100,100003,“我点的外卖终于到了！奇怪，怎么是从窗户进来的？这里好像是14楼……”,hallo2019_02,2,0,"0.24,0,0",1,87610,"0,0,0",0,"8,1,0",0,0
7611,1408惊魂夜-面具维修工,76,201,"22,6","5,3,1,1,1,0",950,100003,“他们自称是来维修电梯的，但言行鬼祟举止怪异，我正准备打电话核实身份，却发现电话线已经被……”,hallo2019_07,2,0,"-0.031,0.063,0",2,0,0,0,"6,4,0",0,0
7612,1408惊魂夜-小丑游乐椅,76,202,"7,5","4,3,1,1,1,0",950,100003,“好不容易找出了些糖果，原本在椅子边上等我的小朋友却不见了，只剩一只孤零零的气球……”,"hallo2019_deco_05_A,hallo2019_deco_05_B,hallo2019_08,hallo2019_09","1,1,2,2","15,25,0,20","0.083,-0.063,0|0.083,-0.063,0|-0.094,0.198,0|0.626,0.031,0","2,2,2,2","87612,104","*-0.379,1.451,-0.285|*-1.429,3.159,0.427",0,"5,4,0",0,0
7613,1408惊魂夜-汩血叹息墙,76,201,"1,4","6,4,1,1,1,0",1150,100003,“虽然墙上挂满了美少女的画像，但是那幽怨的哭声和汩汩流出的鲜血还是让我不敢靠近……”,"hallo2019_deco_06_A,hallo2019_10,hallo2019_11","1,2,2","20,0,30","0,-0.083,0|-0.292,2.711,0|1.105,2.325,0","2,2,2","87613,104","*0.963,1.280,-0.285|*-0.963,2.504,-0.285",0,"4,14,0",0,0
7614,1408惊魂夜-楼梯保洁员,76,201,"11,0","13,2,0,0,0,0",1100,100003,“为了清洁楼梯，她不惜用身体作为抹布一阶一阶爬下来，这栋公寓的服务真是令人惊艳呀……”,"hallo2019_deco_07_A,hallo2019_deco_07_B,hallo2019_12","1,1,2","0,0,20","-1.144,0,0|1.15,0,0|0.156,0.897,0","2,2,2","876141,876142,104","*-2.217,2.049,0.000|*2.829,2.476,-0.285|*0.642,2.874,-0.285",0,"13,3,0",0,0
7701,巅峰时刻-菱形地板,77,101,"0,0","1,1,1,1,1,0",900,100003,“仿佛不受空间和时间的限制，重叠交错的菱形方框，唤起了我作为车神的荣耀。”//n“那是你的错觉，快把豆腐送完。”,racing2019_floor,1,0,"0,0,0",1,0,0,0,0,0,0
7702,巅峰时刻-砖块墙贴,77,301,"0,0","1,1,1,1,1,0",900,100003,看起来复古又充满情调，你应该想不到这是为了遮盖破洞而贴上的。,racing2019_wall,1,0,"0,0,0",3,0,0,0,0,0,0
7703,巅峰时刻-现役冠军,77,202,"21,7","11,5,0,0,0,0",1250,100003,它再次回来了，这一次它将对手远远甩到身后，是的……只有超越过去的失败，才能迎来真正的“巅峰时刻”。,"racing2019_deco_01_FL,racing2019_deco_01_FR,racing2019_deco_01_B","1,1,1","20,20,0","-1.145,-0.104,0|1.153,-0.104,0|-0.156,-0.104,0","2,2,2","15,14,104","*2.508,0.797,-0.285|*0.292,2.163,-0.285|*-0.350,5.520,-0.285",0,"8,6,0",0,0
7704,巅峰时刻-迈氏终极,77,202,"9,7","11,5,0,0,0,0",1250,100003,只要乘上它，就能够让你和同乘者心潮澎湃。//n因为那疾风怒涛般的声浪，正诉说着它的传奇历史。,"racing2019_deco_02_FL,racing2019_deco_02_FR,racing2019_deco_02_B","1,1,1","20,20,0","-1.19,-0.051,0|1.11,-0.051,0|0.395,-0.031,0","2,2,2","15,14,104","*2.508,0.797,-0.285|*0.117,2.362,-0.285|*2.742,5.093,-0.285",0,"8,6,0",0,0
7705,巅峰时刻-迷你酷哥,77,202,"0,3","6,3,0,0,0,0",1050,100003,某个著名演员曾经驾驶过它，他所表演的人物也融入了一代人的生活中。//n今天有收看他的节目吗？那是能让你暂时逃离这个时代的唯一办法。,"racing2019_deco_03_F,racing2019_deco_03_B","1,1","20,0","0.051,-0.031,0|0.051,-0.031,0","2,2","14,14,104","*0.525,1.537,-0.285|*0.292,5.037,-0.285|*-0.058,6.203,0.626",0,0,0,0
7706,巅峰时刻-商用吊灯,77,201,"17,5","1,1,1,1,1,0",950,100003,为了让珍藏品光彩动人，优秀的光源是必要的，至于高昂的电费……那就只开一盏灯吧。,racing2019_deco_04,1,0,"0,2.685,0",2,0,0,0,"5,4,0,0,9,0",0,0
7707,巅峰时刻-悬浮式楼梯,77,203,"4,2","11,1,1,1,1,0",1350,100003,“美观和实用性有时会呈反比。”//n正在排队上楼的人形们这样说道。,"racing2019_deco_05_A,racing2019_deco_05_B","1,1","20,0","0,-0.092,0|0,-0.092,0","2,2","17,4,104","*4.900,4.382,0.000|*0.058,9.276,0.000|*-4.404,8.593,1.167",0,0,0,0
7708,巅峰时刻-名牌摩托展示架,77,302,"21,4","11,16,1,1,1,0",1450,100003,它们在等待你，只等待你一个人。//n只有你才能完美地驾驭它们……而不是那些没有驾照的人形们。,racing2019_walldeco_01,1,0,"-0.041,-0.676,0",3,104,"*-3.722,7.945,0.000",0,0,0,0
7709,巅峰时刻-“专业竞赛”系列头盔,77,302,"5,2","8,4,1,1,1,0",1000,100003,专业往往是靠非常多的热爱加一点点野心成就的。//n怎么样？试试戴着它们上赛场吧，让所有观众看到你的爱跟野心……和赞助商的商标。,"racing2019_walldeco_02_L,racing2019_walldeco_02_R","1,1","0,0","-0.943,0,0|1.322,0,0","3,3",104,"0,0,0",0,"10,4,0",0,0
7710,巅峰时刻-回忆照片墙,77,302,"12,11","5,5,1,1,1,0",1000,100003,人形们看着自己的“巅峰时刻”，常常能回忆起那段快乐的时光。//n所以她们才能耐得住寂寞，才能在战场上寄托希望。,racing2019_walldeco_03,1,0,"0,-0.184,0",3,0,0,0,0,0,0
7711,巅峰时刻-高档茶几,77,201,"6,10","2,2,1,1,1,0",900,100003,使用高档材料打造的茶几，可以在上面放些爱看的杂志，随时坐下来享受……谁把椅子拿走了？,racing2019_deco_06,1,0,"0.164,-0.113,0",2,104,"*0.350,0.939,0",0,0,0,0
7712,巅峰时刻-墙挂式置物架,77,302,"2,11","6,4,1,1,1,0",1000,100003,为了将杂物和资料分类而制作的置物架，可分类之后……上个月的报销单，被放在哪里了呢？,racing2019_walldeco_04,1,0,"0,-0.707,0",3,104,"*-1.681,1.934,-0.523",0,"6,4,0,0,-1,0",0,0
7713,巅峰时刻-塔林风景画,77,201,"4,0","6,2,1,1,1,0",1000,100003,也许你会忘记那场战役，但你肯定忘不了那些人形的命运。,racing2019_deco_07,1,0,"0,0,0",2,0,0,0,0,0,0
7801,铁血平安夜-雪花地板,78,101,"0,0","1,1,1,1,1,0",900,100003,温度变化对雪花纹样的大理石来说不过是暂时的事情，而真正的冰雪却会因此消融。“这就是你站在我上面怀念雪地的原因？”,Xmas2019_floor,1,0,"0,0,0",1,0,0,0,0,0,0
7802,铁血平安夜-寂静森林,78,301,"0,0","1,1,1,1,1,0",900,100003,人形能够从自然中感受到美的时候，一定也能感觉到孤独。“请你学一学那颗星星，不要惊醒松树们的美梦。”,Xmas2019_wall,1,0,"0,0,0",3,0,0,0,0,0,0
7803,铁血平安夜-不咆哮的驯鹿,78,201,"9,6","8,4,1,1,1,0",1300,100003,这只咆哮者已经被废弃了，但它并不失落。“我还能成为一道盾牌，保护打扮我的孩子们。”,Xmas19_01,2,0,"0.25,0.344,0",2,"14,17,104","*-2.538,7.028,0.541|*0.438,7.114,1.138|*-1.225,6.602,0.000",0,"8,8,0",0,0
7804,铁血平安夜-冰钓椅子,78,201,"25,5","5,3,1,1,1,0",950,100003,无论是人形还是兵蚁都不必亲手钓鱼，但他们仍旧乐于进行这项活动。兵蚁觉得自己见过的那个格里芬恶魔一定会说：“我要证明残害生命不仅仅是碳基生物的特权。”,"Xmas2019_deco_01_A,Xmas2019_deco_01_B","1,1","0,20","-0.031,-0.407,0|-0.031,-0.407,0","2,2","14,104","*0.292,0.939,-0.285|*-1.079,1.793,0.085",0,0,0,0
7805,铁血平安夜-模拟冰洞,78,102,"26,8","4,4,1,1,1,0",900,100003,当地面上出现一个看起来可供探索的入口时，总会有人想要一探究竟——即使这里面空无一物。“不要钻了，这是树脂模拟的水面！你们听不懂浮冰话吗？”,Xmas2019_02,1,0,"0,0,0",1,0,0,0,"4,4,0",0,0
7806,铁血平安夜-兵蚁的杰作,78,201,"4,10","4,2,1,1,1,0",950,100003,人类堆雪人，兵蚁堆雪蚁，有智能的存在总喜欢做些和自己相似的东西来排遣孤独。“人类写的故事里讲过，只要我给它足够的爱，它就会陪我玩了！”,Xmas19_02,2,0,"0,0.042,0",2,0,0,0,"4,4,0",0,0
7807,铁血平安夜-红灯栏杆,78,201,"17,4","8,1,1,1,0,0",1000,100003,虽然不知道人类为什么要用什么也挡不住的栏杆做警示，铁血工造的人形们也还是沿用了这个传统，让它继续尽责。“我知道我守护的东西已经无关紧要了，但这不是我擅离职守的借口。”,"Xmas2019_deco_03_A,Xmas2019_deco_03_B","1,1","0,0","-0.292,-0.094,0|2.012,-0.094,0","2,2",104,"*0.438,1.508,0.341",0,0,0,0
7808,铁血平安夜-积雪的列车炮,78,201,"19,0","16,3,1,1,1,0",1400,100003,没有战争发生的时候，兵器也失去了自己的意义。不过它看起来很开心：“天气太冷了，让我在这里多休息一下吧。”,"Xmas2019_deco_04_A,Xmas2019_deco_04_B","1,1","0,0","-0.584,-0.177,0|2.865,-0.044,0","2,2","14,17","*-0.671,8.907,-0.285|*-1.750,8.309,1.679",0,0,0,0
7809,铁血平安夜-变形的铁丝网,78,201,"27,4","6,1,1,1,0,0",1100,100003,铁丝网总是坚强地站在那里，尽管它拦不住真正危险的敌人。“只要我发出的响声能警示大家，这就够了。”,Xmas2019_deco_05,1,0,"0,-0.094,0",2,104,"*-1.400,4.467,0.683",0,0,0,0
7810,铁血平安夜-运输中的圣诞树,78,201,"2,5","7,2,1,1,1,0",1100,100003,在被砍下的那一刻，就知道自己的生命所剩无几了。于是它拜托兵蚁：“树终有一死，能麻烦你们在用完我后把我送回森林吗？我还想看看明年的雪景呢。”,"Xmas2019_deco_06_A,Xmas2019_deco_06_B,Xmas2019_deco_06_C","1,1,1","0,15,20","-0.407,-0.052,0|0.243,-0.06,0|-0.407,-0.052,0","2,2,2","24,104","*-0.963,1.736,-0.285|*1.867,3.358,0.171",0,0,0,0
7811,铁血平安夜-雪夜松树,78,201,"1,0","11,3,1,1,1,0",1300,100003,松树们请来一颗星星坐在树顶，希望迷路的人形可以被指引回家。“嘘，不要告诉那颗星星我们醒着，这样自信的它很漂亮。”,Xmas19_03,2,0,"0,0.177,0",2,0,0,0,"8,8,0",0,0
7812,铁血平安夜-还原杂物堆,78,201,"30,5","4,3,1,1,1,0",950,100003,普通的杂物堆，在没有下雪的时候会兼任垃圾桶的作用。但是为什么建筑师会笑得这么开心呢？“哈哈，你们看，人类寄给干扰者的情书也被复制过来了耶！”,Xmas2019_deco_07,1,0,"0,-0.052,0",2,"20,104","*0.583,4.354,-0.057|*-1.196,2.447,0.171",0,0,0,0
7813,铁血平安夜-被点亮的栅栏,78,201,"14,13","10,1,1,1,0,0",1250,100003,总有不戴夜视仪的破坏者撞坏栅栏，松树认为只要装上灯就可以避免悲剧发生了。至于亮光，它并不在意。“总要有谁清醒着，去守护同伴的美梦。”,"Xmas2019_deco_08_A,Xmas2019_deco_08_B","1,1","0,0","1.637,-0.115,0|-0.667,-0.115,0","2,2",104,"*-1.633,1.878,0.569",0,"8,6,0",0,0
7901,不夜街市-坚实地砖,79,101,"0,0","1,1,1,1,1,0",900,100003,对人类脚部的迷恋使他十年如一日地维持着平躺的姿势，但偶尔他也会被温差所伤，忍不住站起来一会儿。,zy2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
7902,不夜街市-夜幕巫女,79,301,"0,0","1,1,1,1,1,0",900,100003,她至今也没有搞懂，为什么穿上黑夜与霓虹后，人们便不再称呼她为白昼女神了。,zy2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
7903,不夜街市-镜影川,79,203,"0,6","35,4,1,1,0,0",1200,100003,船舶是她的发饰，河流是她的面容。被灯光装点的她是如此美丽，以至于令所有没有夜景拍摄功能的相机无地自容。,"zy2020_deco_01_A,zy2020_deco_01_B,zy2020_deco_01_C,zy2020_deco_01_D,zy2020_deco_01_F,zy2020_deco_01_E,zy2020_deco_01_G,zy2020_deco_01_H,zy2020_deco_01_I,zy2020_deco_01_J","1,1,1,1,1,1,1,1,1,1","25,25,0,0,20,10,25,25,0,0","-5.13,-0.083,0|6.246,-0.083,0|-5.13,-0.083,0|6.12,-0.082,0|-0.907,0.104,0|-938,0,0|-1.679,-0.083,0|2.888,-0.083,0|-1.84,-0.073,0|2.753,-0.073,0","2,2,2,2,2,2,2,2,2,2","41,104","*-2.421,1.537,-0.285|*-6.444,0.000,-0.285",0,0,0,0
7904,不夜街市-秩序掌控者,79,201,"8,11","1,1,1,1,1,0",950,100003,“我调整来到这里的人类数量，以保证我深爱的孩子们不会感受到过度的压力。”它总是这么说。,zy2020_deco_02,1,0,"0.438,-0.115,-0.052",2,104,"*1.108,4.638,-0.285",0,0,0,0
7905,不夜街市-章鱼烧之母,79,202,"27,10","5,3,1,1,1,0",1000,100003,无论是伴随烫伤疼痛的分娩还是注定迎来的离别，都不能使她培养新章鱼烧时感受到的喜悦失色半分。,"zy2020_deco_03_A,zy2020_deco_03_B","1,1","15,0","-0.177,-0.083,0|0.661,0.104,0","2,2","15,14,104","*1.138,0.768,0.000|*1.896,1.280,0.057|*-1.342,4.724,-0.285",0,0,0,0
7906,不夜街市-幸福大厦,79,201,"0,3","9,2,1,1,1,0",1100,100003,你需要的一切都能向她索取，不必担心回绝。她会回应你的一切愿望，只要你付钱。,zy2020_light_01,2,0,"0,0,0",2,0,0,0,"10,10,0",0,0
7907,不夜街市-文化滋养斋,79,201,"16,2","8,2,1,1,1,0",1100,100003,事实证明灯光总会吸引人们聚集在一起，无论灯上画的是幸福糖果还是行为艺术的上司。,zy2020_light_02,2,0,"0,0,0",2,0,0,0,"8,15,0",0,0
7908,不夜街市-万变高楼,79,201,"25,1","10,2,1,1,1,0",1100,100003,花样繁多的招牌不能代表美丽，但却能指引你向变美的道路进发。想知道为什么吗？光顾IOP的化妆品公司吧！,zy2020_light_03,2,0,"0,0,0",2,0,0,0,"8,15,0",0,0
7909,不夜街市-初始台地,79,201,"7,0","12,2,1,1,1,0",1100,100003,有时候脑袋发光也不是坏事，你将铭刻在广告牌上，指引茫然的后辈们前行。,zy2020_light_04,2,0,"0,0,0",2,0,0,0,"10,10,0",0,0
7910,不夜街市-指引之光,79,201,"33,11","1,1,1,1,1,0",900,100003,每一盏害怕黑暗的路灯，都会努力地燃烧自己与夜晚抗争。,zy2020_deco_04,1,20,"-0.313,-0.125,0",2,104,"*-1.458,4.780,-0.285",0,0,0,0
7911,不夜街市-拉面之父,79,202,"22,10","4,3,1,1,1,0",950,100003,“无论多么漫长的旅行都终会结束，你们要做的，就是让自己的结束更有价值！”他这么教育他手下的每一碗拉面。,zy2020_deco_05,1,0,"0.052,-0.115,0",2,"16,104","*-0.700,0.939,-0.285|*-0.875,4.553,-0.285",0,0,0,0
7912,不夜街市-暂留地长椅,79,201,"18,11","3,2,1,1,1,0",950,100003,他热情地邀请过往的所有事物在他身上停留，无论是人还是灰尘，亦或者天降的雨水。,zy2020_deco_06,1,0,"0,-0.104,0",2,"1,104","*-0.554,0.939,-0.285|*0.963,0.882,-0.285",0,0,0,0
7913,不夜街市-时间记录者,79,201,"10,12","1,1,1,1,1,0",900,100003,它从不受外界的影响，只是自顾自地记录着时间的流逝。“是吗？”电池冷笑着问。,zy2020_deco_07,1,0,"0,-0.125,0",2,104,"*0.058,3.016,-0.285",0,0,0,0
7914,不夜街市-不万能许愿机,79,201,"3,11","4,2,1,1,1,0",950,100003,她相信所有付出都会得到回报，除非自己的存货被清空。,zy2020_deco_08,1,0,"0,-0.125,0",2,104,"*-1.079,3.443,-0.285",0,0,0,0
8001,瑞叶苑-黑砖地板,80,101,"0,0","1,1,1,1,1,0",900,100003,走上这里的人能听到石块间轻微的敲击声，就像雪与石的絮语——虽然它只是热胀冷缩的结果。,SPF2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
8002,瑞叶苑-映雪楼,80,301,"0,0","1,1,1,1,1,0",900,100003,在房间里看到的雪总是最美的，你享受着它的纯净无瑕，又不必承受寒冷。人类也是如此。,SPF2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
8003,瑞叶苑-长寿松柏,80,201,"13,7","6,3,1,1,1,0",1100,100003,它认为如今的树长得高，是年轻人的营养变好了。,SPF2020_deco_01,1,0,"0.073,-0.094,0",2,104,"*1.313,2.134,-0.285",0,0,0,0
8004,瑞叶苑-饮月塘,80,201,"10,1","14,6,1,1,1,0",1200,100003,水心如镜面，千里无纤毫。你可以在这里做一切你认为风雅的事情，只要不怕冷。,"SPF2020_deco_02_A,SPF2020_deco_02_B,SPF2020_deco_02_C,SPF2020_deco_02_D","1,1,1,1","0,0,20,20","-1.105,-0.094,0|1.198,-0.094,0|-1.105,-0.094,0|1.198,-0.094,0","2,2,2,2","12,14","*1.342,1.337,-0.285|*4.025,1.707,-0.256",0,"10,3,0",0,0
8005,瑞叶苑-观景亭,80,201,"27,1","7,6,1,1,1,0",1200,100003,“这个建筑物好像妖精无人机的投影台……”人形们这么说着，还是争先恐后地站在里面拍照留念。,"SPF2020_deco_03_A,SPF2020_deco_03_B,SPF2020_deco_03_C,SPF2020_deco_03_D","1,1,1,1","30,30,20,0","-0.317,-0.084,0|1.99,-0.084,0|0.094,1.272,0|0.094,1.272,0","2,2,2,2","17,104","*0.233,2.191,-0.285|0,0,0",0,"7,7,0",0,0
8006,瑞叶苑-新雪小芽,80,201,"7,10","9,4,1,1,1,0",1050,100003,石头们小心地围成圈，想要替新芽挡住突如其来的风雪。不过，孩子们常常比它们想的要坚强。,"SPF2020_deco_04_A,SPF2020_deco_04_B","1,1","0,0","-0.624,-0.104,0|1.649,-0.104,0","2,2",0,0,0,0,0,0
8007,瑞叶苑-汉白玉椅,80,203,"31,11","1,1,0,0,0,0",950,100003,它端正地站在地面上，假装肚子上没有淘气小孩留下的涂鸦。,SPF2020_deco_05,1,0,"0,-0.094,0",2,14,"*-0.379,1.167,-0.285",0,0,0,0
8008,瑞叶苑-琼花铁树,80,201,"2,0","2,1,1,1,1,0",1100,100003,树觉得头上有点冷，但这不妨碍它相信春天只是迟到了那么一点儿。,SPF2020_deco_06,1,0,"0.24,-0.083,0",2,0,0,0,0,0,0
8009,瑞叶苑-聆步廊,80,201,"20,0","11,1,1,1,1,0",1300,100003,你可以悄悄地走上来，欣赏那些以为没有人看就肆无忌惮成长的植物。就像你的班主任对你做过的那样。,"SPF2020_deco_07_A,SPF2020_deco_07_B,SPF2020_deco_07_C,SPF2020_deco_07_D","1,1,1,1","20,20,0,0","-0.813,-0.063,0|1.49,-0.063,0|-0.813,-0.063,0|1.49,-0.063,0","2,2,2,2","17,17,104","*-1.283,0.598,-0.285|*2.188,0.797,-0.285|*-2.917,4.951,-0.285",0,0,0,0
8010,瑞叶苑-长物志石椅,80,203,"25,11","1,1,0,0,0,0",950,100003,如果不去求证，人永远无法分清风雅与附庸风雅，就像你不去翻这本书就不会知道它只是套了古书外壳的漫画。,SPF2020_deco_08,1,0,"0,-0.094,0",2,12,"*-0.058,1.280,-0.285",0,0,0,0
8011,瑞叶苑-残局石桌,80,201,"27,10","3,3,1,1,1,0",1000,100003,QBU88，我知道你是好意，但是不要把我和指挥官下到一半的棋局整理回原样可以吗？——XM8,SPF2020_deco_09,1,0,"0,-0.094,0",2,104,"*-1.138,2.333,-0.285",0,0,0,0
8012,瑞叶苑-滴沥怪石,80,201,"23,7","4,2,1,1,1,0",1100,100003,水滴石穿，功到自成。人类指着石头这么教育幼崽，即使这石头只是钢筋水泥做出来的造景。,SPF2020_deco_10,1,0,"0,-0.094,0",2,0,0,0,0,0,0
8013,瑞叶苑-新月门,80,201,"1,8","10,2,1,1,0,0",1250,100003,虽然穿过它也不会看到什么新的风景，但也许有人会在来回穿梭的过程里获得快乐，这便是装饰门的意义。,"SPF2020_deco_11_A,SPF2020_deco_11_B","1,1","0,0","-0.635,-0.094,0|1.668,-0.094,0","2,2",104,"*-0.700,5.720,-0.285",0,0,0,0
8201,失乐堂-誓永之地,82,101,"0,0","1,1,1,1,1,0",900,100003,我们曾一起躺在这里谈天说地，感受着清晨和煦的阳光。如今，草地依然柔软茂密，阳光依然温柔腼腆，你却早已不在我身边。,WhiteV2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
8202,失乐堂-涵秋林地,82,301,"0,0","1,1,1,1,1,0",900,100003,树干上密密麻麻刻了很多名字，刻下名字的时候有多刻骨铭心，划去名字的时候就有多痛彻心扉。,WhiteV2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
8203,失乐堂-光隙圣堂,82,201,"11,0","13,3,1,1,1,0",1300,100003,“我将永远爱你，珍视你，直至死亡将我们分开。”我默念了千万遍的誓词，终究还是没能说给你。,"WhiteV2020_deco_01,2020WhiteV_03","1,2","0,20","0,0,0|-0.136,2.513,0.521","2,2",104,"0,0,0",0,0,0,0
8204,失乐堂-封锁启示,82,201,"24,11","6,3,1,1,1,0",1000,100003,有的时候，结束并不意味着终结。就像这座教堂，它见证新人欢笑的任务已经结束了，但是承接旧人眼泪的使命却才刚刚开始。,WhiteV2020_deco_02,1,0,"0,-0.042,0",2,"104,27","*-0.671,2.675,0.000|*2.129,0.028,0.000",0,0,0,0
8205,失乐堂-苔蔓花车,82,202,"4,6","5,3,1,1,1,0",1000,100003,她曾说她不喜欢玫瑰，因为太过俗气普通。但是结婚的那天，她坐在别人的玫瑰花车上，却又笑得那么开怀……,"WhiteV2020_deco_03,2020WhiteV_02","1,2","10,25","0,0,0|-0.5,0.73,0.104","2,2","104,26,42","*-2.246,5.606,-0.285|*0.088,1.935,0.000|*0.321,2.305,-0.285",0,0,0,0
8206,失乐堂-低语残垣,82,201,"9,12","6,2,0,0,0,0",1200,100003,有人告诉我，树洞可以埋葬一个人的秘密。可我在你的婚礼上找不到树洞，只好把想对你说的话埋在了墙角的洞里，没想到几年后这里竟然生出了一枝花。,"WhiteV2020_deco_04_A,WhiteV2020_deco_04_B","1,1","0,0","0,0,0|0,2.245,0.521","2,2",104,"*-1.808,9.305,0.000",0,0,0,0
8207,失乐堂-失箭天使,82,201,"28,3","3,2,1,1,1,0",1100,100003,在和你相遇的那一瞬间，丘比特拉开了弓，一支金箭扎进了我的胸膛。直到和你分别后，我才意识到那支金箭依然深埋在我的胸膛里……,WhiteV2020_deco_05,1,0,"0,-0.063,0",2,104,"*0.321,4.752,0.000",0,0,0,0
8208,失乐堂-澄心圣杯,82,201,"15,3","5,3,1,1,1,0",1100,100003,传说中，找到圣杯，喝下其盛过的水，就可以获得永生。对于孑然一人的我而言，真是想不到比这更残酷的刑罚。,WhiteV2020_deco_06,1,10,"0,-0.031,0",2,"104,88208","*-1.371,3.215,-0.285|*-0.058,1.764,0.057",0,0,0,0
8209,失乐堂-圆形石板,82,102,"12,3","11,8,1,1,1,0",1200,100003,圆是你美好的笑脸，圆是和你看过的月亮，圆是你婚纱的裙摆……现在我的圆，只剩下这个和你一起踏过的圆形石板。,WhiteV2020_deco_07,1,0,"0,0,0",1,0,0,0,0,0,0
8210,失乐堂-燃烛长椅（右）,82,203,"18,9","5,3,1,1,1,0",1000,100003,“你要走就走吧，没有你，我照样可以过得很好。”其实我想说的是，别走，留下……,2020WhiteV_01,2,0,"0.043,0.094,0",2,104,"*1.313,2.817,0.000",0,"6,3,0",0,0
8211,失乐堂-燃烛长椅（左）,82,201,"11,9","6,3,1,1,1,0",1000,100003,“我要离开这里了，行李不多，很快就能出发。”其实我想说的是，跟我一起走吧……,WhiteV2020_deco_10,1,0,"0,0,0",2,104,"*-1.575,2.874,0.000",0,0,0,0
8212,失乐堂-青藓断柱,82,201,"7,3","5,2,1,1,1,0",1150,100003,在某个平凡的日子，这根柱子轰然倒塌。就像在某个平凡的早晨，你像往常一样走出家门，却再也没有回来。,"WhiteV2020_deco_08_A,WhiteV2020_deco_08_B","1,1","0,0","0,0,0|0,2.245,0.521","2,2",104,"*-0.583,4.439,0.000",0,0,0,0
8213,失乐堂-枫藤双柱,82,201,"23,4","3,2,1,1,1,0",1150,100003,这两根柱子屹立在风雨中多年，厚重的枫藤见证了独属于它们的时光。此刻我多想挽着你，将它们指给你看。,"WhiteV2020_deco_09_A,WhiteV2020_deco_09_B,2020WhiteV_04","1,1,2","0,0,20","0,2.158,0.527|0,-0.083,0|0,2.648,0.521","2,2,2",0,0,0,0,0,0
