id,name,description,conflict_type,max_tier,type,duration_type,duration,delay,probability,boss_available,armor_reduce_number,pow_number,dodge_number,hit_number,rate_number,critical_number,critical_damage_number,damage_reduce_number,damage_return_number,move_number,shield_number,arp_number,trigger_creation_id,trigger_creation_delay,is_form_play,buff_animation,buff_description,available_gun_type,available_gun_type2,def_number,defbreak_number,maxdef_number,cdr_number,forced_skill,fix_damage,night_view_percent,range_number
4136,绿毛判定[触发],,836,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4137,绿毛射速下降,,837,5,204,1,*102,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4138,M500同排,,838,1,400,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2985,0,0,,,,,0,0,0,0,0,0,0,0
4139,M500同排反馈,,839,1,400,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4140,绿毛技能数值标识,,840,28,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4141,绿毛技能触发判定,,841,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4142,绿毛技能触发增益,,842,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4143,绿毛持续时间标识,,843,24,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4144,绿毛移速1,,844,1,805,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*102,0,0,0,0,1,YellowFlash,,1,,0,0,0,0,0,0,0,0
4145,绿毛移速2,,845,1,805,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*103,0,0,0,0,1,YellowFlash,,2,,0,0,0,0,0,0,0,0
4146,绿毛移速3,,846,1,805,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*104,0,0,0,0,1,YellowFlash,,3,,0,0,0,0,0,0,0,0
4147,绿毛移速4,,847,1,805,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*105,0,0,0,0,1,YellowFlash,,4,,0,0,0,0,0,0,0,0
4148,绿毛移速5,,848,1,805,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*106,0,0,0,0,1,YellowFlash,,5,,0,0,0,0,0,0,0,0
4149,绿毛移速6,,849,1,805,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*107,0,0,0,0,1,YellowFlash,,6,,0,0,0,0,0,0,0,0
4150,绿毛开场射速,,850,1,104,1,*108,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
4151,绿毛闪避下降,,851,1,202,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,206,0,1,,,,,0,0,0,0,0,0,0,0
4153,SAF站位中,,853,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4154,SAF站位上,,853,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4155,SAF站位下,,853,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4156,SAF触发,,854,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4157,Alfa站位,,855,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4158,ZB26弹链,"1层弹链,机枪可进行一次普攻",856,50,300,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4159,ZB26火力,,857,1,101,1,9999,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
4160,ZB26命中,,858,1,103,1,9999,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
4161,ZB26触发,,859,5,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4162,柯尔特防卫者屏蔽,,860,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4163,Alfa触发,,861,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4164,Alfa技能等级,,862,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4165,ZB26换单计数,,863,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4172,P1屏蔽,,867,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4173,P2屏蔽,,868,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4174,P3屏蔽,,869,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4175,P4屏蔽,,870,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4176,P5屏蔽,,871,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4177,P6屏蔽,,872,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4178,随机情况1,,873,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4179,随机情况2,,874,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4180,随机情况3,,875,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4181,随机情况4,,876,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4182,无敌,,383,1,120,1,*101,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4183,神枪彩蛋屏蔽-a道,typeB-下次召唤屏蔽,867,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4184,神枪彩蛋-开枪,,877,999,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4185,神枪彩蛋-命中,,878,5,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4186,神枪彩蛋-无命中,,879,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4187,神枪彩蛋-判定间隔,,880,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4188,BD个位数显示1,,611,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3014,0,0,,,,,0,0,0,0,0,0,0,0
4189,BD个位数显示2,,612,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3015,0,0,,,,,0,0,0,0,0,0,0,0
4190,BD个位数显示3,,613,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3016,0,0,,,,,0,0,0,0,0,0,0,0
4191,BD个位数显示4,,614,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3017,0,0,,,,,0,0,0,0,0,0,0,0
4192,BD个位数显示5,,615,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3018,0,0,,,,,0,0,0,0,0,0,0,0
4193,BD个位数显示6,,616,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3019,0,0,,,,,0,0,0,0,0,0,0,0
4194,BD个位数显示7,,617,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3020,0,0,,,,,0,0,0,0,0,0,0,0
4195,BD个位数显示8,,618,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3021,0,0,,,,,0,0,0,0,0,0,0,0
4196,BD个位数显示9,,619,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3022,0,0,,,,,0,0,0,0,0,0,0,0
4197,BD个位数显示0,,620,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3023,0,0,,,,,0,0,0,0,0,0,0,0
4198,BD十位数显示1,,621,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3024,0,0,,,,,0,0,0,0,0,0,0,0
4199,BD十位数显示2,,622,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3025,0,0,,,,,0,0,0,0,0,0,0,0
4200,BD十位数显示3,,623,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3026,0,0,,,,,0,0,0,0,0,0,0,0
4201,BD十位数显示4,,624,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3027,0,0,,,,,0,0,0,0,0,0,0,0
4202,BD十位数显示5,,625,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3028,0,0,,,,,0,0,0,0,0,0,0,0
4203,BD十位数显示6,,626,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3029,0,0,,,,,0,0,0,0,0,0,0,0
4204,BD十位数显示7,,627,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3030,0,0,,,,,0,0,0,0,0,0,0,0
4205,BD十位数显示8,,628,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3031,0,0,,,,,0,0,0,0,0,0,0,0
4206,BD十位数显示9,,629,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3032,0,0,,,,,0,0,0,0,0,0,0,0
4207,BD十位数显示0,,630,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3033,0,0,,,,,0,0,0,0,0,0,0,0
4208,BD百位数显示1,,631,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3034,0,0,,,,,0,0,0,0,0,0,0,0
4209,BD百位数显示2,,632,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3035,0,0,,,,,0,0,0,0,0,0,0,0
4210,BD百位数显示3,,633,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3036,0,0,,,,,0,0,0,0,0,0,0,0
4211,BD百位数显示4,,634,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3037,0,0,,,,,0,0,0,0,0,0,0,0
4212,BD百位数显示5,,635,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3038,0,0,,,,,0,0,0,0,0,0,0,0
4213,BD百位数显示6,,636,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3039,0,0,,,,,0,0,0,0,0,0,0,0
4214,BD百位数显示7,,637,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3040,0,0,,,,,0,0,0,0,0,0,0,0
4215,BD百位数显示8,,638,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3041,0,0,,,,,0,0,0,0,0,0,0,0
4216,BD百位数显示9,,639,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3042,0,0,,,,,0,0,0,0,0,0,0,0
4217,BD百位数显示0,,640,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3043,0,0,,,,,0,0,0,0,0,0,0,0
4218,bullet计数,,610,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3044,0,0,,,,,0,0,0,0,0,0,0,0
4219,护盾,,131,1,109,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,220,0,0,BlueFlash,ShieldText,,,0,0,0,0,0,0,0,0
4220,神枪-子弹数,,881,999,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4224,vsk火力1,,101,5,801,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
4225,vsk火力2,,102,5,801,1,*101,0,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
4226,vsk技能次数,,881,3,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4227,vsk计时,,882,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4228,灰熊羁绊,火力上升,101,5,101,1,*101,0,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
4229,HARD,,883,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304401,0,0,,,,,0,0,0,0,0,0,0,0
4230,NORMAL,,884,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304402,0,0,,,,,0,0,0,0,0,0,0,0
4231,计时停止,,885,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4232,Pzb蓄力,,502,4,405,1,9999,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4233,AUGPARA火力增加,,102,999,801,1,-1,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
4234,AUGPARA命中,,103,999,803,1,-1,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
4235,AUGPARA回避减少,,104,999,802,1,-1,0,0,1,0,0,*203,0,0,0,0,0,0,0,0,0,201,0,1,,,,,0,0,0,0,0,0,0,0
4236,AUGPARA火力减少,,105,999,801,1,-1,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,,,,,0,0,0,0,0,0,0,0
4237,AUGPARA减少,,106,999,803,1,-1,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,201,0,1,,,,,0,0,0,0,0,0,0,0
4238,AUGPARA回避增加,,107,999,802,1,-1,0,0,1,0,0,*203,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
4239,切换用-转换,,187,4,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4240,切换用-停止,,188,2,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4241,计量官计数,,886,15,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4242,计量官近战状态,,887,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4243,计量官归位,,888,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4244,梦想家叠怒,,889,5,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4245,梦想家易伤,,135,1,110,1,*101,0,0,0,0,0,0,0,0,0,0,*202,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4246,衔尾蛇射速下降,射速下降,205,5,204,1,*101,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
4247,衔尾蛇暴击,,205,5,806,1,*101,0,0,1,0,0,0,0,0,*202,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
4248,RO二技能,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001586,0,0
4249,RO触发二技能,,891,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4250,RO去除二技能,,892,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4251,梦想家后跳屏蔽,,893,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4252,衔尾蛇暴击伤害,,205,1,812,1,*101,0,0,1,0,0,0,0,0,0,*203,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
4253,破坏者计数,,894,10,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4254,***,,895,1,400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4255,para转力量,,896,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3086,0,0,,,,,0,0,0,0,0,0,0,0
4256,para转敏捷,,897,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3087,0,0,,,,,0,0,0,0,0,0,0,0
4257,para暂停,,898,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3088,0,0,,,,,0,0,0,0,0,0,0,0
4258,RO普攻,,500,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4259,命中下降,命中下降,899,5,203,1,*101,0,0,1,0,0,0,*203,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
4260,RO二技能2,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001594,0,0
4261,RO二技能3,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001595,0,0
4262,RO二技能4,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001596,0,0
4263,RO二技能5,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001597,0,0
4264,RO二技能6,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001598,0,0
4265,RO二技能7,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001599,0,0
4266,RO二技能8,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001600,0,0
4267,RO二技能9,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001601,0,0
4268,RO二技能10,,890,1,402,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001602,0,0
4269,计量官穿甲上升,穿甲上升,107,5,107,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,*201,0,0,0,,,,,0,0,0,0,0,0,0,0
4270,计量官无敌,,107,1,120,1,*103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4271,夏活彩蛋蓄力触发,,500,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4272,夏活彩蛋蓄力层数,,501,15,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4273,彩蛋正负buff,,502,2,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4274,暴气强化特效,,893,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3672,0,1,,,,,0,0,0,0,0,0,0,0
4275,夏活彩蛋安全范围,,503,1,500,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4276,夏活彩蛋前跳,,504,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4277,夏活彩蛋上跳,,505,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4278,夏活彩蛋下跳,,506,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4279,夏活彩蛋获胜,,507,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4282,夏活彩蛋失败,,510,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4283,焚烧着瓶子存活,,511,1,500,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4284,焚烧者self标识,,512,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4285,特工Vectorself标识,,513,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4286,特工Vector回避提升,,514,1,102,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
4287,特工Vector命中提升,,515,1,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
4288,护盾叠加,护盾叠加,281,99,109,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,*101,0,220,0,0,,,,,0,0,0,0,0,0,0,0
4290,G36羁绊触发标识,,517,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4291,春田羁绊,,517,5,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
4293,hs2000圣诞特效,,519,1,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3279,0,0,,,,,0,0,0,0,0,0,0,0
4294,动能弹,,520,1,402,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001612,0,0
4295,信号弹,命中上升,521,5,103,1,-1,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
4296,防御配件,,522,1,110,1,-1,0,0,0,0,0,0,0,0,0,0,*201,0,0,0,0,151,0,0,,,,,0,0,0,0,0,0,0,0
4298,汤姆森装备,,524,1,806,1,-1,0,0,0,0,0,0,0,0,*202,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4299,汤姆森专属,,525,1,101,1,-1,0,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4300,汤姆森专属触发,,526,1,500,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4301,汤姆森专属计时,,827,120,500,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4302,马卡洛夫护盾,护盾叠加,828,5,109,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,*102,0,220,0,0,BlueFlash,ShieldText,,,0,0,0,0,0,0,0,0
4303,马卡洛夫回避传参,,829,9999,500,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4304,马卡洛夫命中传参,,830,9999,500,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4305,马卡洛夫触发1,,831,1,500,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4306,马卡洛夫触发2,,832,1,500,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4307,马卡洛夫回避增益,,833,1,802,1,*101,0,0,0,0,0,*102,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4308,马卡洛夫计时,,834,180,500,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4309,马卡洛夫命中增益,,835,1,803,1,*101,0,0,0,0,0,0,*103,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4310,XM3触发,,836,1,500,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4311,XM3命中上升,命中上升,837,5,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
4312,火力上升,,838,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
4313,暴击概率上升,,839,5,806,1,*101,0,0,1,0,0,0,0,0,*202,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4314,暴击伤害上升,,840,5,112,1,*101,0,0,1,0,0,0,0,0,0,*201,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
4315,TKP408触发,,841,1,500,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
4316,TKP408统计HG,1,842,1,500,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284,0,0,,,1,,0,0,0,0,0,0,0,0
4317,TKP408统计SMG,2,843,1,500,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285,0,0,,,2,,0,0,0,0,0,0,0,0
4318,TKP408统计RF,3,844,1,500,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286,0,0,,,3,,0,0,0,0,0,0,0,0
