id,type,special_spot_condition,mission_buff_condition,person_condition
937050201,3,9370502*>0,,
937050301,3,9370503*>0,,
937050401,3,9370504*>0,,
937051101,3,9370511*>0,,
937051201,3,9370512*>0,,
937051301,3,9370513*>0,,
937051401,3,9370514*>0,,
937052100,3,9370521*==0,,
937052101,3,9370521*>0,,
937052200,3,9370522*==0,,
937052201,3,9370522*>0,,
937052300,3,9370523*==0,,
937052301,3,9370523*>0,,
937052400,3,9370524*==0,,
937052401,3,9370524*>0,,
937053100,3,9370531*==0,,
937053101,3,9370531*>0,,
937053200,3,9370532*==0,,
937053201,3,9370532*>0,,
937053300,3,9370533*==0,,
937053301,3,9370533*>0,,
937053400,3,9370534*==0,,
937053401,3,9370534*>0,,
937060101,3,9370601*>0,,
937060201,3,9370602*>0,,
937061001,3,9370610*>0,,
937061101,3,9370611*>0,,
937061201,3,9370612*>0,,
937062100,3,9370621*==0,,
937062101,3,9370621*>0,,
937062200,3,9370622*==0,,
937062201,3,9370622*>0,,
937062301,3,9370623*>0,,
937062401,3,9370624*>0,,
937063100,3,9370631*==0,,
937063101,3,9370631*>0,,
937063200,3,9370632*==0,,
937063201,3,9370632*>0,,
940000190,3,9400001*==0,,
940000191,3,9400001*>0,,
940000290,3,9400002*==0,,
940000291,3,9400002*>0,,
940000390,3,9400003*==0,,
940000391,3,9400003*>0,,
940000490,3,9400004*==0,,
940000491,3,9400004*>0,,
940000590,3,9400005*==0,,
940000591,3,9400005*>0,,
940000690,3,9400006*==0,,
940000691,3,9400006*>0,,
940000790,3,9400007*==0,,
940000791,3,9400007*>0,,
940000890,3,9400008*==0,,
940000891,3,9400008*>0,,
940000990,3,9400009*==0,,
940000991,3,9400009*>0,,
940001090,3,9400010*==0,,
940001091,3,9400010*>0,,
940001190,3,9400011*==0,,
940001191,3,9400011*>0,,
940001290,3,9400012*==0,,
940001291,3,9400012*>0,,
940001390,3,9400013*==0,,
940001391,3,9400013*>0,,
940001490,3,9400014*==0,,
940001491,3,9400014*>0,,
940001590,3,9400015*==0,,
940001591,3,9400015*>0,,
940001690,3,9400016*==0,,
940001691,3,9400016*>0,,
941020190,3,9410201*==0,,
941020191,3,9410201*>0,,
941021790,3,9410217*==0,,
941021791,3,9410217*>0,,
941021890,3,9410218*==0,,
941021891,3,9410218*>0,,
941021990,3,9410219*==0,,
941021991,3,9410219*>0,,
941022090,3,9410220*==0,,
941022091,3,9410220*>0,,
941033191,4,,"9410331*>0,9410332*>0,9410333*>0",
941100001,3,"1060200*>0,1020300*>0,1030400*==0",,
941100002,3,"1060200*>0,1020300*>0,1040100*==0",,
941100003,3,"1060200*>0,1020300*>0,1050100*==0",,
941100004,3,"1060200*>0,1020400*>0,1030100*>0,1040200*==0",,
941100005,3,"1060200*>0,1020400*>0,1030100*>0,1050100*==0",,
941100006,3,"1060200*>0,1020400*>0,1030200*>0,1050300*==0",,
941100007,3,"1060200*>0,1020400*>0,1030200*>0,1070100*==0",,
941100008,3,"1060200*>0,1020400*>0,1030100*==0,1030200*==0",,
941100009,3,"1060200*>0,1030300*>0,1020400*==0",,
941100010,3,"1060200*>0,1030300*>0,1040100*==0",,
941100011,3,"1060200*>0,1030300*>0,1050100*==0",,
941100012,3,"1060200*>0,1030400*>0,1020100*==0",,
941100013,3,"1060200*>0,1030400*>0,1040200*==0",,
941100014,3,"1060200*>0,1030400*>0,1050100*==0",,
941100015,3,"1060200*>0,1030100*>0,1020100*==0",,
941100016,3,"1060200*>0,1030100*>0,1050300*==0",,
941100017,3,"1060200*>0,1030100*>0,1070100*==0",,
941100018,3,"1060200*>0,1040400*>0,1020400*==0",,
941100019,3,"1060200*>0,1040400*>0,1030400*==0",,
941100020,3,"1060200*>0,1040400*>0,1050100*==0",,
941100021,3,"1060200*>0,1040100*>0,1020100*==0",,
941100022,3,"1060200*>0,1040100*>0,1030100*==0",,
941100023,3,"1060200*>0,1040100*>0,1050100*==0",,
941100024,3,"1060200*>0,1050400*>0,1020400*>0,1030400*==0",,
941100025,3,"1060200*>0,1050400*>0,1020400*>0,1040100*==0",,
941100026,3,"1060200*>0,1050400*>0,1020100*>0,1030100*==0",,
941100027,3,"1060200*>0,1050400*>0,1020100*>0,1040200*==0",,
941100028,3,"1060200*>0,1050400*>0,1020100*==0,1020400*==0",,
941100029,3,"1060200*>0,1050200*>0,1020100*==0",,
941100030,3,"1060200*>0,1050200*>0,1030200*==0",,
941100031,3,"1060200*>0,1050200*>0,1070100*==0",,
941100032,3,"1060100*>0,1020100*==0,1020400*==0",,
941100033,3,"1060100*>0,1020400*==0,1020100*>0,1030100*==0,1030200*==0",,
941100034,3,"1060100*>0,1020400*==0,1020100*>0,1030100*==0,1030200*==0",,
941100035,3,"1060100*>0,1020400*>0,1030400*==0",,
941100036,3,"1060100*>0,1020400*>0,1040100*==0",,
941100037,3,"1060100*>0,1020400*>0,1050100*==0",,
941100038,3,"1060100*>0,1020100*>0,1030100*>0,1040200*==0",,
941100039,3,"1060100*>0,1020100*>0,1030100*>0,1050100*==0",,
941100040,3,"1060100*>0,1020100*>0,1030200*>0,1050300*==0",,
941100041,3,"1060100*>0,1020100*>0,1030200*>0,1070100*==0",,
941100042,3,"1060200*>0,1070200*>0,1020100*==0",,
941100043,3,"1060200*>0,1070200*>0,1030200*==0",,
941100044,3,"1060200*>0,1070200*>0,1050300*==0",,
941100045,3,1060100*>0,,
941100046,3,"1060200*>0,1020300*>0,1030400*>0,1040100*>0,1050100*>0",,
941100047,3,"1060200*>0,1020400*>0,1030100*>0,1040200*>0,1050100*>0",,
941100048,3,"1060200*>0,1020400*>0,1030300*>0,1040100*>0,1050100*>0",,
941100049,3,"1060200*>0,1020100*>0,1030400*>0,1040200*>0,1050100*>0",,
941100050,3,"1060200*>0,1020100*>0,1030100*>0,1050300*>0,1070100*>0",,
941100051,3,"1060200*>0,1020400*>0,1030400*>0,1040400*>0,1050100*>0",,
941100052,3,"1060200*>0,1020100*>0,1030100*>0,1040100*>0,1050100*>0",,
941100053,3,"1060200*>0,1020400*>0,1030400*>0,1040100*>0,1050400*>0",,
941100054,3,"1060200*>0,1020100*>0,1030200*>0,1050200*>0,1070100*>0",,
941100055,3,"1060100*>0,1020400*>0,1030400*>0,1040100*>0,1050100*>0",,
941100056,3,"1060200*>0,1020100*>0,1030200*>0,1050300*>0,1070200*>0",,
941100057,3,"1060100*>0,1020100*>0,1030100*>0,1040200*>0,1050100*>0",,
941100058,3,"1060100*>0,1020100*>0,1030200*>0,1050300*>0,1070100*>0",,
941110190,3,"1000800*==0,1000900*==0,1001000*==0,1010300*>0",,
941110191,3,"1010101*==0,1010301*==0",,
941110192,3,"1010201*==0,1010301*==0",,
941110193,3,"1010101*>0,1010201*>0",,
941110194,3,"1010101*>0,1010301*>0",,
941110195,3,"1010201*>0,1010301*>0",,
941110196,3,"1020100*==0,1020200*>0,1020600*>0,1020700*>0,1020800*==0",,
941110197,3,"1020100*>0,1020300*>0,1020400*==0,1020500*==0,1020600*==0,1020700*>0",,
941110198,3,"1020100*==0,1020200*==0,1020300*==0,1020400*>0,1020500*==0,1020600*==0,1020700*>0",,
949010191,3,9490101*>0,,
949010280,4,,9490102*==0,
949010281,4,,9490102*>0,
949010291,3,9490102*>0,,
949010380,4,,9490103*==0,
949010381,4,,9490103*>0,
949010490,3,9490102*==0,,
949020181,4,,9490201*>0,
949020491,3,9490204*>0,,
949020591,3,9490205*>0,,
950000190,3,9500001*==0,,
950000191,3,9500001*>0,,
