id,name,type,code,introduce,forces,if_capture,pow_rank,life_rank,hit_rank,dodge_rank,rate_rank,armor_rank,speed_rank,range_rank,counter,character,enemy_skill,launch_time,extra,spine_scale
150,涅托 鹰眼,3,Nyto_Black_RF,阿佛那斯中量产的狙击特化型精英涅托，使用狙击枪作为武器，能够在超远距离的前提下瞄准敌人的弱点进行致命一击。,3,0,4,1,5,3,2,0,3,4,该单位主要担当后排输出，命中较高还拥有贯穿能力，对我方单位造成的伤害比较稳定且显著，建议选用索敌逻辑为打击后排的人形进行处理。,"1001,1003,307,320",156,2016-5-20 00:00:00,,
151,涅托 辅翼,3,Nyto_White_Commander,阿佛那斯中量产的精英涅托，使用战术平板弱化敌方或强化己方，能够辅助己方队友发挥出更强的战斗效能。,3,0,3,4,3,3,4,0,2,4,该单位是敌方涅托首脑，会持续提高涅托作战能力，建议优先击杀。,"1001,1003,437","157,158,159",2016-5-20 00:00:00,,
152,加尔姆,2,Cerberus_White,阿佛那斯中量产的最新型号机械犬，拥有高敏捷化的机动性和强大有力的钢铁爪牙。,3,0,4,4,5,2,4,0,6,2,该单位拥有较高的移速，对敌方后排单位有很强的保护作用，建议优先击破。,"304,316","151,152",2016-5-20 00:00:00,,
153,北国精英特工,3,USSR_Agent,来自寒冷北地的精英特工，是万里挑一的好手，实战经验丰富且行事风格狠辣。,2,0,1,3,2,3,5,0,3,3,该单位能力均衡，请注意提高梯队的整体作战能力应对。,1001,,2035-5-20 00:00:00,,
154,默莉朵,1,morridow_boss,帕拉蒂斯的精锐单位，狡猾阴狠，是拥有多副面具的伪装者。她的功绩为她换来了宝贵的改造机会，拥有了帕拉蒂斯全新技术打造的素体。战斗力有了大幅提升，陷阱制作技术也有了升级。只是她的虚识图景似乎在不知不觉间产生了变化……,3,0,5,3,5,3,1,0,6,2,通过限制我方行动同时快速接近我方单位造成大量伤害//c接近我方的时候也是她暴露于己方部队保护的时候//c在这种情况下对她造成大量伤害吧。,"1001,316,329,438","111,112,160",2016-5-20 00:00:00,,
155,尼梅兰,1,Nimeylan,帕拉蒂斯的精锐单位，冷酷无情，清醒自知，在帕拉蒂斯中占据着无可替代的地位。拥有短程飞行能力，擅长使用电子武器干扰敌人，并在漫长痛苦的折磨中，让敌人绝望而无助地逐渐失去生息。,3,0,5,5,5,5,5,0,5,5,该单位会制造光球对我方造成大量伤害，注意防御。,1001,"161,162,163,164",2016-5-20 00:00:00,,
156,RPK-16,1,RPK16_Nyto,在帕拉蒂斯的技术支持下，RPK-16改造素体进行到一半的未完成姿态。虽然还是未完成态，但火力得到了大幅增强，也能够使用部分帕拉蒂斯的核心技术。至于对其心智的影响，仍然是个未知数。,3,0,5,5,5,5,5,5,5,5,未曾设想的敌人，请谨慎应对。,1004,165,2035-5-20 00:00:00,,
157,猎手-裳夜落蛾,1,Hunter_WhiteDay,猎手-裳夜落蛾，潜行暗杀的特异化型号，服装模拟了鳞翅目昆虫的鳞片形状结构，能够调整反射的颜色，以便融于环境之中。根据猎手的个人偏好，日常情况下服装显现为矢车菊般的蓝色，似乎具有一定的迷幻效果。而这一效果在作战中的主要表现，为漫天的蓝色花瓣或场景的突然变换。这也意味着，当你看见以上景象时，你已经踏入了猎手的陷阱。,1,1,4,4,5,5,5,4,5,4,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1001,203,309",,2035-5-20 00:00:00,//c萩原あみ//c,"85,85,1"
158,甜点魔蚁,2,Dinergate_WhiteDay,从被帕斯卡改装后的生产线中诞生的甜点魔蚁，以甜食为主要能量来源，会毫不客气地掠夺美味的点心——它自身的味道也十分可口，但要小心硌到牙齿。,0,0,5,1,5,0,2,0,5,2,甜食掠夺者，或许可以试着投喂一些巧克力给它们。,303,,2016-5-20 00:00:00,,"100,100,1"
159,黑巧卡路里炸弹,2,Dinergate_WhiteDay1,散发着可口香气的巨大巧克力球，杏仁碎与黑巧诱人的色泽衬出高级的美味——易爆炸，勿食用。,0,0,7,5,7,0,0,0,3,1,为了让自己变的更大，四处追寻着巧克力，不过似乎不太稳定，丢一些似是而非的巧克力给它们试试吧。,"1001,1003,323,908",11,2016-5-20 00:00:00,,"100,100,1"
160,白巧卡路里炸弹,2,Dinergate_WhiteDay2,散发着可口香气的巨大巧克力球，杏仁碎与白巧诱人的色泽衬出甜腻的美味——易爆炸，勿食用。,0,0,7,5,7,0,0,0,3,1,为了让自己变的更大，四处追寻着巧克力，不过似乎不太稳定，丢一些似是而非的巧克力给它们试试吧。,"1001,1003,323,908",11,2016-5-20 00:00:00,,"100,100,1"
161,松露卡路里炸弹,2,Dinergate_WhiteDay3,散发着可口香气的巨大巧克力球，光滑的平面用融化的巧克力拉出优美的纹路，入口时裂开的甜香能够征服任何挑剔的味蕾——易爆炸，勿食用。,0,0,7,5,7,0,0,0,3,1,为了让自己变的更大，四处追寻着巧克力，不过似乎不太稳定，丢一些似是而非的巧克力给它们试试吧。,"1001,1003,323,908",11,2016-5-20 00:00:00,,"100,100,1"
162,末日点心犬,1,Cerberus_WhiteDay,因犯下过错而重回“噩梦”的破坏者，逐渐丢失的意识当中，唯有“巧克力”的诱惑依然存在——狗不能吃巧克力吧？,0,0,5,5,5,3,2,4,5,2,唯有巧克力的诱惑不可辜负。,"1001,214,309","79,80",2016-5-20 00:00:00,,"70,70,1"
166,埃莉诺-沧龙掠骑者,1,Nyto_White_Summer,埃莉诺-沧龙掠骑者，临海战斗特化型号。用更为轻盈、动力启动更为迅猛的新型四肢取代了在水中过于沉重笨拙的金属肢体，服装的设计和选材也以适应海洋战斗为着重点。武器的优化采用了埃莉诺本人的建议，以白垩纪时期的古老海兽为灵感原型，打造出了更为锐利灵敏的镰刀。纯白的死神即将潜入深海，手中的巨镰如海兽般嘶吼着，斩断灵魂与肉体的链接，收割被海水浸透的生命。,3,1,6,6,5,4,4,3,4,5,情报不明//c谨慎应对!,"1001,216,309,312",,2035-5-20 00:00:00,,"70,70,1"
100001,鹗视虎,1,Gebbennu,神秘的巨型复式战斗单位，火力极强，除此以外的地方都是谜团。,3,0,6,7,5,5,4,4,4,5,未实装,"1001,309",,2035-12-31 00:00:00,,
100011,持盾者,3,DivMauler,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,在该单位接近我方单位后使用技能快速击杀即可克敌制胜。,"401,402",,2035-12-31 00:00:00,,
100012,掷弹兵,3,DivGrenadier,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位将向预警位置制造较强的燃烧伤害，注意指挥人形及时移动规避,403,,2035-12-31 00:00:00,,
100013,清扫者,3,DivSweeper,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,注意观察该单位的移动//c利用该单位左右的人形吸引他的注意力//c再指挥人形及时规避他火焰喷射器造成的范围伤害。,"1001,404,415",,2035-12-31 00:00:00,,
100014,跑者,3,DivRunner,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,使用限制敌方单位移动的手段//c在该目标接近我方单位前制造伤害即可克敌制胜。,"1001,405",,2035-12-31 00:00:00,,
100015,警卫,3,DivGuard,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位将向预警位置制造较强的投掷伤害，注意指挥人形及时移动规避。提升整体的生存能力也可以有效针对该目标。,"1001,406,407",,2035-12-31 00:00:00,,
100016,执行者,3,DivExecutor,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,300,,2035-12-31 00:00:00,,
100017,步枪手,3,DivRifleman,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,408,,2035-12-31 00:00:00,,
100018,侦察兵,3,DivScout,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位将向预警位置制造投掷伤害，同时削弱受击目标，注意指挥后排人形及时移动规避。,"409,410",,2035-12-31 00:00:00,,
100019,工程师,3,DivEngineer,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,工程师将在身边放置高威胁的炮台//c范围伤害将对该目标造成不小的麻烦。,"411,412,413",,2035-12-31 00:00:00,,
100020,叛变特工,3,DivTraitor,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,身上吸附黏弹的我方单位需尽快指挥至无人的区域//c否则该单位将对我方整体造成较大的伤害。,"1001,414,415",,2035-12-31 00:00:00,,
100021,特工47,1,AK47_enemy,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。嗯。,"1001,423",,2035-12-31 00:00:00,,
100022,焚烧者:罗伯特,1,DivBurn,游荡在街头的净化者成员，坚信烧光一切被污染之物才能拯救城市。他会对锁定的目标穷追不舍，直到将其彻底烧尽。,0,0,5,5,5,5,5,5,5,5,游荡在街头的净化者成员，坚信烧光一切被污染之物才能拯救城市。他会对锁定的目标穷追不舍，直到将其彻底烧尽。可以使用精准攻击到该单位身后弱点的单位克敌制胜。,"1001,417,404,416",,2035-12-31 00:00:00,,
100023,獠牙,1,HK416Boss,拥有和HK416相同的样貌，但似乎是只存在于《全境封锁》世界当中的AI。除了拥有能够指挥幸存者军队的能力之外，其他一切皆为谜团。,0,0,5,5,5,5,5,5,5,5,拥有和HK416相同的样貌，但似乎是只存在于《全境封锁》世界当中的AI。除了拥有能够指挥幸存者军队的能力之外，其他一切皆为谜团。,"1001,420,421,422",,2035-12-31 00:00:00,,
100024,地狱火,1,VectorBoss,拥有和维克托相同的样貌，但似乎是只存在于《全境封锁》世界当中的AI。除了拥有能够指挥净化者阵营的能力之外，其他一切皆为谜团。,0,0,5,5,5,5,5,5,5,5,拥有和维克托相同的样貌，但似乎是只存在于《全境封锁》世界当中的AI。除了拥有能够指挥净化者阵营的能力之外，其他一切皆为谜团。,"1001,419,418,416",,2035-12-31 00:00:00,,
100025,獠牙,1,HK416Boss,拥有和HK416相同的样貌，但似乎是只存在于《全境封锁》世界当中的AI。除了拥有能够指挥幸存者军队的能力之外，其他一切皆为谜团。,0,0,5,5,5,5,5,5,5,5,射击！移动！面对强大的敌人并取胜吧！,"1001,424,425",,2035-12-31 00:00:00,,
100026,地狱火,1,VectorBoss,拥有和维克托相同的样貌，但似乎是只存在于《全境封锁》世界当中的AI。除了拥有能够指挥净化者阵营的能力之外，其他一切皆为谜团。,0,0,5,5,5,5,5,5,5,5,射击！移动！面对强大的敌人并取胜吧！,"1001,424,425",,2035-12-31 00:00:00,,
100027,维克托,1,Vector_enemy,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1001,300",,2035-12-31 00:00:00,,
100028,魔化黑骑,3,Dropkick_MeleeDevil,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,拥有极高护甲的前排单位，利用对应高穿甲弹击破即可。,"1001,303,309",,2035-12-31 00:00:00,,
100029,魔化巨兽,3,Dropkick_RemoteDevil,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,拥有极高护甲的后排单位，利用对应高穿甲弹击破即可。,"1001,309",,2035-12-31 00:00:00,,
100030,刨冰精灵,3,Dropkick_IceGhost,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位会通过叠加印记冰冻受击目标，造成真实伤害，建议迅速解决。,"1001,315,324,329",,2035-12-31 00:00:00,,
100031,小单眼,3,Dropkick_CyclopsChan,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1001,303",,2035-12-31 00:00:00,,
100032,撒豆使者,3,Dropkick_BeansEmissary,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，会眩晕我方人形，请注意提高梯队的整体作战能力应对。,"1001,324",,2035-12-31 00:00:00,,
100033,贝特,3,Dropkick_Beth,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,该单位有很强的的机动能力，能增益敌方的输出，撕咬单位后还会加长目标技能冷却时间，建议迅速解决。,"1001,304,333",,2035-12-31 00:00:00,,
100034,虚假百合玲,1,Dropkick_YurineBoss,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,能召唤强化后的魔物小兵并赋予它们强大的防御护盾，频繁对面前大片区域造成高额伤害。不过虚假百合玲在控制住敌方的强力输出单位的同时会暴露自身的弱点，趁此机会击破她吧！,"1001,321,329",,2035-12-31 00:00:00,,
100035,愤怒化的米诺斯,1,Dropkick_MinosBoss,未曾设想的敌人。,0,0,5,5,5,5,5,5,5,5,处于极度愤怒状态下的米诺斯，避开她是最好的选择。,"1001,329",,2035-12-31 00:00:00,,
100082,残兽SWAP,3,Brute_SWAP,在原本的残兽基础上大幅增强了性能，可以更好地发挥作战能力。,1,0,5,3,4,3,2,0,4,2,该单位拥有较高的破甲值，对霰弹枪人形来说是个危险的存在，请注意避免我方霰弹枪人形与她接触。推荐使用冲锋枪、手枪等回避型人形担当前排。,"1003,303,315","54,55",2035-12-31 00:00:00,,
100083,钢狮SWAP,4,Nemeum_SWAP2,在原本的钢狮基础上大幅增强了性能，可以更好地发挥作战能力。,1,0,4,5,6,0,3,4,4,4,护甲单位，主要担当后排输出，攻速较慢、命中和伤害较高，对我方前排单位造成的伤害比较稳定且显著，建议选用索敌逻辑为打击后排且带穿甲能力的人形进行处理。,"1003,309,307",56,2035-12-31 00:00:00,,
