id,type,name,enemy_info,code,maxlife,pow,hit,dodge,range,speed,number,angle,armor_piercing,armor,shield,rate,boss_hp,def,def_break,debuff_resistance,level,character,special_attack,normal_attack,passive_skill,effect_ratio,unable_buff_type,able_buff_id,voice,deployment_scale,recommend_description,hit_point,offset,lifebar_offset,enemy_illustration_id,location_offset
80001,3,盾牌娘,盾牌娘,BH2_Shield,2569,11,23,0,2,15,1,180,0,0,0,40,0,99999,0,0.0,100,,0,300316,200304,0.6,,,,1.0,,,,,0,
80002,3,普通娘,普通娘,BH2_Normal,924,21,23,15,2,15,1,180,0,0,0,40,0,99999,0,0.0,100,,0,300317,200304,1.0,,,,1.0,,,,,0,
80003,3,射手娘,射手娘,BH2_Archer,397,42,140,15,6,25,1,180,0,0,0,20,0,99999,0,0.0,100,,0,300328,200304,1.0,,,,1.0,,,,,0,
80004,3,自爆娘,自爆娘,BH2_Burst,1500,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,,0,300325,401801,0.25,,,,1.0,,,,,0,
80005,3,自爆娘plus,自爆娘plus,BH2_Burst,75000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,,0,300325,401801,0.35,,,,1.0,,,,,0,
88888,3,独眼巨人(步枪型）-秒杀标记,独眼巨人(步枪型）-秒杀标记,Cyclops,1000,0,0,0,99,0,1,0,0,0,0,0,1000,99999,0,0.0,100,精英//c范围杀伤,0,300301,402603,1.0,,,,1.0,,,,,37,
88889,3,铁血骑兵-M4演出,铁血骑兵-M4演出,Cyclops,1000,0,0,0,99,0,1,0,0,0,0,0,1000,99999,0,0.0,100,精英//c范围杀伤,0,300301,"402603,403209",1.0,,,,1.0,,,,,37,
88890,3,铁血骑兵-M16演出,铁血骑兵-M16演出,Cyclops,1000,0,0,0,10,30,1,180,0,0,0,0,1000,99999,0,0.0,100,精英//c范围杀伤,0,300301,"700101,402605,200304,403210",1.0,,,,1.0,,,,,37,
90001,2,工蜂型民用靶机,训练用靶机,Drone,50,0,1,0,4,0,1,180,0,0,0,1,0,99999,0,0.0,1,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
90002,1,稻草人,一图boss,Scarecrow,500,12,4,2,6,45,1,180,0,0,0,45,500,99999,0,0.0,2,精英//c稻草人,0,300303,400101,1.5,,,"1,2",1.0,,,,,5,
90003,1,稻草人,紧急一图boss,Scarecrow,2400,22,5,2,6,45,1,180,0,0,0,55,2400,99999,0,0.0,3,精英//c稻草人,0,300303,400101,1.5,,,"1,2",1.0,,,,,5,
90004,1,行裁者,二图boss,Excutioner,4200,35,10,2,3,50,1,180,0,0,0,55,4200,99999,0,0.0,4,精英//c行裁者//c装甲,4,300301,400201,1.5,,,"1,2",1.0,,,,,8,
90005,1,行裁者,紧急二图boss,Excutioner,6000,45,12,4,3,50,1,180,0,0,0,55,6000,99999,0,0.0,5,精英//c行裁者//c装甲,4,300301,400201,1.5,,,"1,2",1.0,,,,,8,
90006,1,猎手,三图boss,Hunter,8000,65,12,4,6,50,1,180,0,0,0,65,8000,99999,0,0.0,6,精英//c猎手//c装甲,0,300302,400301,1.5,,,"1,2",1.0,,,,,11,
90007,1,猎手,紧急三图boss,Hunter,10000,85,18,8,6,55,1,180,0,0,0,65,10000,99999,0,0.0,7,精英//c猎手//c装甲,0,300302,400301,1.5,,,"1,2",1.0,,,,,11,
90008,1,干扰者,四图boss,Intruder,12000,95,18,8,5,45,1,180,0,0,0,60,12000,99999,0,0.0,8,精英//c干扰者,7,300314,400401,1.5,,,"1,2",1.0,,,,,17,
90009,1,稻草人,紧急4-1BOSS,Scarecrow,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0.0,9,精英//c稻草人,0,300303,,1.5,,,"1,2",1.0,,,,,5,
700001,1,破坏者,破坏者,Destroyer,35000,300,60,35,5,45,1,180,0,30,0,40,35000,99999,0,0.0,100,精英//c破坏者,0,300304,"501029,702000",1.05,,,"1,2,3",1.0,强力人形,,,,18,
700002,1,计量官,计量官,BossGager,40000,200,80,30,20,30,1,180,0,0,0,40,40000,99999,0,0.0,100,精英//c计量官,0,300308,"490005,501029,702000",1.0,,,"1,2,3",1.0,强力人形,,,,26,
700003,1,行裁者(Elite),行裁者(Elite),ExcutionerElite,40000,240,90,60,3,60,1,180,100,20,0,55,40000,99999,0,0.0,100,精英//c行裁者//c装甲,4,300301,"490003,501029,702000",1.11,,,"1,2,3",1.0,AR//cSMG//c夜视装备,,,,20,
700004,1,猎手(Elite),猎手(Elite),HunterElite,40000,180,40,50,6,60,1,180,0,30,0,65,40000,99999,0,0.0,100,精英//c猎手//c装甲,5,300302,"490004,501029,702000",1.05,,,"1,2,3",1.0,AR//cSMG//c夜视装备,,,,19,
700005,1,法官,法官,Justice,52000,30,100,10,20,45,1,180,0,25,0,150,52000,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"490001,490002,402303,501029,702000",1.15,,,"1,2,3",1.0,SG//cMG,,,,35,
700006,1,鹗视虎,鹗视虎,Gebbennu,52000,30,100,50,20,45,1,180,40,100,0,60,52000,99999,0,0.0,100,精英//c装甲,0,900209,"900208,900210,900212,702000",1.37,,,"1,2,3",1.0,HG//cRF,,,,100001,
700007,1,AA-02 负罪者,AA-02 负罪者,Ares,62000,200,40,50,20,30,1,180,20,120,0,80,62000,99999,0,0.0,100,精英//c装甲//c支援//c弱化,0,406325,"406301,406323,501029,406322",0.78,221,,"1,2",1.0,SMG//cRF,,,,80,
800001,2,衔尾蛇,衔尾蛇-100昼战区,Weaver,180000,60,75,120,5,40,1,180,0,0,0,60,0,99999,0,0.0,100,精英//c衔尾蛇//c装甲,0,411204,"411201,411202,411203,411205,411206,411207,755000",1.5,,,"1,2,3",1.0,,,,,21,
800002,2,法官,法官100昼战区,Justice,160000,55,100,5,20,45,1,180,0,25,0,150,0,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"402301,402302,402303,200303,755000",1.15,,,"1,2,3",1.0,,,,,35,
800003,2,M16A1,M16A1-100昼战区,M16A1Griffin,120000,56,50,25,16,30,1,180,20,40,0,40,0,99999,0,0.0,100,精英//cM16A1//c装甲,0,900556,"900557,900558,900559,900560,900561,900562,900563,755000",0.43,,,"1,2,3",1.0,,,,,44,
800004,2,安娜,安娜-100昼战区,Nyto_Gold,250000,65,250,40,10,50,1,180,20,30,0,60,0,7000,0,0.0,100,"精英//c""涅托""//c装甲",0,406101,"406103,406104,406114,710730,755000",0.17,221,,"1,2",1.0,,,,,62,
800005,2,计量官,计量官-100昼战区,BossGager,120000,80,80,20,20,30,1,180,0,0,0,40,0,99999,0,0.0,100,精英//c计量官,0,411002,"411003,411004,411005,411006,411007,411008,411009,411010,411011,755000",1.0,,,"1,2,3",1.0,,,,,26,
800006,2,格雷夫人,格雷夫人-100昼战区,Mrsgray,120000,56,80,45,9,30,1,180,0,0,0,40,0,8000,0,0.0,100,精英//c弱化//c骇入//c支援,0,900107,"902332,902333,902334,902335,902336,902337,902338,755000",1.0,,,"1,2,3",1.0,,,,,110,
800007,2,末日魔犬,末日魔犬-100昼战区,BossCerberus,40000,25,50,10,20,45,1,180,0,30,0,150,0,99999,0,0.0,100,精英//c末日魔犬//c装甲,0,300326,"402003,402102,402004,200303,402103,755000",1.05,,,,1.0,,,,,33,
800008,2,RPK-16,RPK16-100昼战区,RPK16_Nyto,100000,30,80,120,9,30,1,180,50,0,0,250,0,9000,0,0.0,100,？？？,0,300313,"407504,755000",0.4,,,"1,2,3",1.0,,,,,156,
900010,1,行裁者,紧急4-2BOSS,Excutioner,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0.0,10,精英//c行裁者//c装甲,0,300301,119029,1.5,,,"1,2",1.0,,,,,8,
900011,1,行裁者,紧急4-3BOSS,Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0.0,11,精英//c猎手//c装甲,0,300301,119029,1.5,,,"1,2",1.0,,,,,11,
900012,1,干扰者,紧急4-4BOSS,Intruder,14000,105,22,9,5,45,1,180,0,0,0,60,14000,99999,0,0.0,12,精英//c干扰者,7,300314,"400401,119029",1.5,,,"1,2",1.0,,,,,17,
900013,1,稻草人,离线教程BOSS,Scarecrow,6000,45,20,15,6,60,1,180,0,0,0,45,6000,99999,0,0.0,13,精英//c稻草人,0,300303,119029,1.5,,,"1,2",1.0,,,,,5,
900014,1,工蜂型民用靶机,测试用机器,Drone,100000,0,20,15,5,1,1,180,0,0,0,45,100000,99999,0,0.0,14,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
900015,1,稻草人,第零章BOSS,Scarecrow,40000,155,30,16,5,50,1,180,0,0,0,60,40000,99999,0,0.0,15,精英//c稻草人,0,300303,"400101,119029",1.5,,,"1,2,3",1.0,,,,,5,
900016,2,工蜂型民用靶机,测试用靶机,Drone,100000,0,0,0,0,0,1,180,0,0,0,0,0,99999,0,0.0,16,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
900017,1,破坏者,第五章BOSS,Destroyer,15000,236,24,12,5,45,1,180,0,0,0,40,15000,99999,0,0.0,17,精英//c破坏者,0,300304,119029,1.5,,,"1,2",1.0,,,,,18,
900018,1,破坏者,紧急5图boss,Destroyer,17500,294,30,15,5,45,1,180,0,0,0,40,17500,99999,0,0.0,18,精英//c破坏者,0,300304,119029,1.5,,,"1,2",1.0,,,,,18,
900020,1,衔尾蛇,夜战新BOSS,Weaver,15000,120,20,12,20,45,1,180,0,23,0,55,15000,99999,0,0.0,100,精英//c衔尾蛇//c装甲,5,300323,"401101,400701,401104,200303,119029",1.55,,,"1,2,3",1.0,,,,,21,
900021,1,猎手,二图boss夜,HunterElite,6800,67,30,3,6,50,1,180,0,30,0,55,6800,99999,0,0.0,100,精英//c猎手//c装甲,5,300302,"400301,200303,119029",1.56,,,"1,2",1.0,,,,,19,
900022,1,行裁者,三图boss夜,ExcutionerElite,9000,88,18,10,3,55,1,180,0,24,0,45,9000,99999,0,0.0,100,精英//c行裁者//c装甲,4,300301,"400201,200303,119029",1.55,,,"1,2",1.0,,,,,20,
900023,1,衔尾蛇,夜战BOSS测试,Weaver,100000,1,20,20,20,40,1,180,0,0,0,45,200000,99999,0,0.0,1,精英//c衔尾蛇//c装甲,0,300323,119029,1.5,,,"1,2,3",1.0,,,,,21,
900024,1,衔尾蛇,夜战测试用,Weaver,5000,1,20,20,20,40,1,180,0,0,0,45,200000,99999,0,0.0,1,精英//c衔尾蛇//c装甲,0,300323,119029,1.5,,,"1,2,3",1.0,,,,,21,
900025,4,蝎甲兽,捕食者,Manticore,8000,81,45,0,5,30,1,180,0,34,0,42,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,300301,"200303,200304,119019",1.04,,,,1.0,,,,,16,
900026,4,蝎甲兽,捕食者,Manticore,10000,102,55,0,5,30,1,180,0,42,0,42,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,300301,"200303,200304,119019",1.06,,,,1.0,,,,,16,
900027,4,蝎甲兽,捕食者,Manticore,6000,30,30,14,5,30,1,180,0,22,0,45,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,300301,"200303,200304,119019",1.03,,,,1.0,,,,,16,
900028,4,蝎甲兽,装饰用捕食者（后）,Manticore,2550,12,30,12,10,30,1,180,0,22,0,45,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,300301,"200303,200304,119019",1.03,,,,1.0,,,,,16,
900029,2,工蜂型民用靶机,靶机一,Drone,10000,0,0,0,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
900030,2,工蜂型民用靶机,靶机二,Drone,20000,0,0,0,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
900031,2,工蜂型民用靶机,靶机三,Drone,40000,0,0,0,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
900032,4,蝎甲兽,捕食者,Manticore,11500,132,60,0,5,30,1,180,0,42,0,42,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,300301,"200303,200304,119019",1.05,,,,1.0,,,,,16,
900033,1,炼金术士,第六章BOSS,Alchemist,20000,162,40,22,6,45,1,180,0,0,0,60,20000,99999,0,0.0,100,精英//c炼金术士,6,300306,"400601,119029",1.5,,,"1,2",1.0,,,,,23,
900034,1,炼金术士,紧急6章BOSS,Alchemist,22500,211,48,25,6,45,1,180,0,0,0,60,22500,99999,0,0.0,100,精英//c炼金术士,6,300306,"400601,119029",1.5,,,"1,2",1.0,,,,,23,
900035,2,龙骑兵,拦截者,Dragoon,9860,87,60,0,5,30,1,180,0,0,0,55,0,99999,0,0.0,100,高速,0,300301,200304,1.0,,,,1.0,,,,,12,
900036,4,蝎甲兽,捕食者,Manticore,10200,95,40,12,5,30,1,180,0,25,0,55,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,300301,"200303,200304,119019",1.03,,,,1.0,,,,,16,
900037,1,计量官,BOSS-冬活,BossGager,10200,95,40,12,5,30,1,180,0,25,0,55,0,99999,0,0.0,100,精英//c计量官,0,300301,"401001,200303,119029",1.55,,,"1,2,3",1.0,,,,,26,
900038,1,建筑师,BOSS-冬活2,BossArchitect,10200,95,40,30,6,40,1,180,0,25,0,55,0,99999,0,0.0,100,精英//c建筑师//c装甲,0,300307,"400801,400901,400902,200303,119029",1.55,,,"1,2,3",1.0,,,,,27,
900039,1,梦想家,梦想家,Dreamer,27500,200,65,35,16,40,1,180,40,0,0,60,27500,99999,0,0.0,100,精英//c梦想家,0,300311,119029,1.0,,,"1,2,3",1.0,,,,,24,
900040,1,稻草人,防御演习Boss1,Scarecrow,3000,22,5,2,6,45,1,180,0,0,0,55,0,99999,0,0.0,100,精英//c稻草人,0,300303,"400101,119029",1.5,,,"1,2,3",1.0,,,,,5,
900041,1,行裁者,防御演习BOSS2,Excutioner,6000,35,10,2,3,50,1,180,0,0,0,55,0,99999,0,0.0,100,精英//c行裁者//c装甲,4,300301,"400201,119029",1.5,,,"1,2,3",1.0,,,,,8,
900042,1,行裁者,防御演习Boss3,Excutioner,8000,45,12,4,3,50,1,180,0,0,0,55,0,99999,0,0.0,100,精英//c行裁者//c装甲,4,300301,"400201,119029",1.5,,,"1,2,3",1.0,,,,,8,
900043,1,猎手,防御演习Boss4,Hunter,10000,65,12,4,6,50,1,180,0,0,0,65,0,99999,0,0.0,100,精英//c猎手//c装甲,0,300302,"400301,119029",1.5,,,"1,2,3",1.0,,,,,11,
900044,1,猎手,防御演习Boss5,Hunter,12500,85,18,8,6,55,1,180,0,0,0,65,0,99999,0,0.0,100,精英//c猎手//c装甲,0,300302,"400301,119029",1.5,,,"1,2,3",1.0,,,,,11,
900045,1,干扰者,防御演习Boss6,Intruder,15000,95,18,8,5,45,1,180,0,0,0,60,0,99999,0,0.0,100,精英//c干扰者,7,300301,"400401,119029",1.5,,,"1,2,3",1.0,,,,,17,
900046,1,破坏者,防御演习Boss7,Destroyer,17500,236,24,12,5,45,1,180,0,0,0,40,0,99999,0,0.0,100,精英//c破坏者,0,300304,119029,1.5,,,"1,2,3",1.0,,,,,18,
900047,1,破坏者,防御演习Boss8,Destroyer,22500,294,30,15,5,45,1,180,0,0,0,40,0,99999,0,0.0,100,精英//c破坏者,0,300304,119029,1.5,,,"1,2,3",1.0,,,,,18,
900048,1,炼金术士,防御演习Boss9,Alchemist,25000,162,40,22,6,45,1,180,0,0,0,60,0,99999,0,0.0,100,精英//c炼金术士,6,300306,"400601,119029",1.5,,,"1,2,3",1.0,,,,,23,
900049,1,炼金术士,防御演习Boss10,Alchemist,27500,211,48,25,6,45,1,180,0,0,0,60,0,99999,0,0.0,100,精英//c炼金术士,6,300306,"400601,119029",1.5,,,"1,2,3",1.0,,,,,23,
900050,1,梦想家,梦想家,Dreamer,35000,240,70,50,16,40,1,180,40,0,0,60,35000,99999,0,0.0,100,精英//c梦想家,0,300311,119029,1.0,,,"1,2,3",1.0,,,,,24,
900051,2,木星,木星炮,Jupiter,25000,250,200,0,18,0,1,180,0,20,0,50,0,99999,0,0.0,20200,高威胁//c装甲//c自动防御设施,0,300310,"300319,200301,200302,200303,119029,755000",1.53,,,,1.0,,,,,25,
900052,1,计量官,计量官①型,BossGager,15000,100,20,12,20,30,1,180,0,0,0,40,15000,99999,0,0.0,100,精英//c计量官,0,300308,"401001,401002,401003,401004,401005,119029",1.0,,,"1,2,3",1.0,,,,,26,
900053,1,建筑师,建筑师①型,BossArchitect,18000,120,25,15,20,40,1,180,0,20,0,50,18000,99999,0,0.0,100,精英//c建筑师//c装甲,0,300307,"400801,400901,400902,400903,200303,119029",1.03,,,"1,2,3",1.0,,,,,27,
900054,1,计量官,计量官②型,BossGager,25000,160,60,15,20,30,1,180,0,0,0,40,25000,99999,0,0.0,100,精英//c计量官,0,300308,"401001,401002,401003,401004,401005,119029",1.0,,,"1,2,3",1.0,,,,,26,
900055,1,建筑师,建筑师②型,BossArchitect,40000,200,100,40,20,40,1,180,0,35,0,50,40000,99999,0,0.0,100,精英//c建筑师//c装甲,0,300307,"400801,400901,400902,400903,200303,119029",1.06,,,"1,2,3",1.0,,,,,27,
900056,1,稻草人,稻草人,Scarecrow,40000,200,125,40,5,60,1,180,0,0,0,60,40000,99999,0,0.0,100,精英//c稻草人,0,300303,"400101,119029",1.0,,,"1,2,3",1.0,,,,,5,
900057,1,行裁者,行裁者,Excutioner,40000,240,90,20,3,60,1,180,40,40,0,55,40000,99999,0,0.0,100,精英//c行裁者//c装甲,4,300301,"400201,200303,119029",1.15,,,"1,2,3",1.0,,,,,8,
900058,1,猎手,猎手,Hunter,40000,180,100,30,6,60,1,180,0,30,0,65,40000,99999,0,0.0,100,精英//c猎手//c装甲,5,300302,"400301,200303,119029",1.05,,,"1,2,3",1.0,,,,,11,
900059,1,干扰者,干扰者,Intruder,40000,220,75,50,5,60,1,180,0,0,0,60,40000,99999,0,0.0,100,精英//c干扰者,7,300314,"400401,119029",0.9,,,"1,2,3",1.0,,,,,17,
900060,1,炼金术士,炼金术士,Alchemist,40000,250,60,30,6,45,1,180,0,0,0,60,40000,99999,0,0.0,100,精英//c炼金术士,6,300306,"400601,119029",1.0,,,"1,2,3",1.0,,,,,23,
900061,1,计量官,计量官,BossGager,40000,200,80,30,20,30,1,180,0,0,0,40,40000,99999,0,0.0,100,精英//c计量官,0,300308,"401001,401002,401003,401004,401005,119029",1.0,,,"1,2,3",1.0,,,,,26,
900062,1,建筑师,建筑师,BossArchitect,40000,200,75,40,20,40,1,180,0,35,0,50,40000,99999,0,0.0,100,精英//c建筑师//c装甲,0,300307,"400801,400901,400902,400903,200303,119029",1.06,,,"1,2,3",1.0,,,,,27,
900063,1,猎手EX,猎手EX,HunterElite,20000,160,60,10,6,50,1,180,0,30,0,60,20000,99999,0,0.0,100,精英//c猎手//c装甲,5,300302,"400301,200303,119029",1.04,,,"1,2,3",1.0,,,,,19,
900064,1,行裁者EX,行裁者EX,ExcutionerElite,30000,180,70,15,20,55,1,180,0,35,0,50,30000,99999,0,0.0,100,精英//c行裁者//c装甲,4,300321,"401301,401201,401202,401203,200303,119029",1.05,,,"1,2,3",1.0,,,,,20,
900065,1,建筑师EX,建筑师EX,BossArchitect,36000,200,100,30,20,40,1,180,0,35,0,50,36000,99999,0,0.0,100,精英//c建筑师//c装甲,0,300307,"400801,400901,400902,400903,200303,119029",1.06,,,"1,2,3",1.0,,,,,27,
900066,1,衔尾蛇EX,衔尾蛇EX,WeaverElite,40000,200,80,35,20,45,1,180,40,40,0,65,40000,99999,0,0.0,100,精英//c衔尾蛇//c装甲,5,300323,"401102,400701,401103,200303,119029",1.06,,,"1,2,3",1.0,,,,,22,
900067,2,猎手VR,猎手VR,HunterElite,12000,160,60,10,6,50,1,180,0,30,0,60,0,99999,0,0.0,100,精英//c猎手//c装甲,5,300302,"400301,200303,119029,755000",1.03,,,"1,2,3",1.0,,,,,19,
900068,2,行裁者VR,行裁者VR,ExcutionerElite,15000,180,70,15,20,55,1,180,0,35,0,50,0,99999,0,0.0,100,精英//c行裁者//c装甲,4,300321,"401301,401201,401202,401203,200303,119029,755000",1.04,,,"1,2,3",1.0,,,,,20,
900069,2,建筑师VR,建筑师VR,BossArchitect,20000,200,100,30,20,40,1,180,0,35,0,50,0,99999,0,0.0,100,精英//c建筑师//c装甲,0,300307,"400801,400901,400902,400903,200303,119029,755000",1.05,,,"1,2,3",1.0,,,,,27,
900070,1,破坏者,第八章破坏者,Destroyer,30000,300,45,30,5,45,1,180,0,20,0,40,30000,99999,0,0.0,100,精英//c破坏者,0,300304,"200303,119029",1.03,,,"1,2,3",1.0,,,,,18,
900071,1,梦想家,第八章梦想家,Dreamer,38000,240,80,50,16,40,1,180,40,0,0,60,38000,99999,0,0.0,100,精英//c梦想家,0,300311,"401401,119029",1.0,,,"1,2,3",1.0,,,,,24,
900072,1,破坏者,第八章破坏者-紧急,Destroyer,35000,300,60,35,5,45,1,180,0,30,0,40,35000,99999,0,0.0,100,精英//c破坏者,0,300304,"200303,119029",1.05,,,"1,2,3",1.0,,,,,18,
900073,1,梦想家,第八章梦想家-紧急,Dreamer,45000,260,100,60,16,40,1,180,40,0,0,60,45000,99999,0,0.0,100,精英//c梦想家,0,300311,"401401,119029",1.0,,,"1,2,3",1.0,,,,,24,
900074,2,工蜂型民用靶机,奇怪的靶机,Drone,99999999,0,0,999,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300323,755000,1.0,,,,1.0,,,,,1,
900075,1,干扰者,猎兔行动干扰者,Intruder,8000,65,30,6,5,45,1,180,0,0,0,60,8000,99999,0,0.0,100,精英//c干扰者,7,300314,"400401,119029",1.0,,,"1,2,3",1.0,,,,,17,
900076,1,人偶歼灭者,艾尔菲尔特·华伦泰,GG_Elfeldt_SF,12000,50,35,8,20,40,1,180,0,60,0,40,12000,99999,0,0.0,100,,7,300324,"401501,401601,401701,200303,119029",1.44,,,,1.0,,,,,0,
900077,1,破坏者,御姐破坏者-深层映射,DestroyerPlus,35000,300,40,30,20,50,1,180,60,20,0,40,35000,99999,0,0.0,100,精英//c破坏者,0,300304,"402201,401901,401902,200303,119029",1.03,,,,1.0,,,,,34,
900078,1,破坏者,御姐破坏者-虚数迷宫,DestroyerPlus,75000,300,75,50,20,50,1,180,80,30,0,40,75000,99999,0,0.0,100,精英//c破坏者,0,300304,"402201,401901,401902,200303,119029",1.05,,,,1.0,,,,,34,
900079,1,末日魔犬,巨大铁血狗-深层映射,BossCerberus,30000,25,50,5,20,45,1,180,0,20,0,150,30000,99999,0,0.0,100,精英//c末日魔犬//c装甲,0,300326,"402001,402101,402002,200303,402103,119029",1.03,,,,1.0,,,,,33,
900080,1,末日魔犬,巨大铁血狗-虚数迷宫,BossCerberus,200000,60,100,10,20,45,1,180,0,30,0,150,200000,99999,0,0.0,100,精英//c末日魔犬//c装甲,0,300326,"402003,402102,402004,200303,402103,119029",1.05,,,,1.0,,,,,33,
900081,1,法官,法官9-6,Justice,52000,30,100,10,20,45,1,180,0,25,0,150,52000,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"402301,402302,402303,200303,119029",1.15,,,"1,2,3",1.0,,,,,35,
900082,1,法官,法官9-4e,Justice,65000,42,100,10,20,45,1,180,0,25,0,150,65000,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"402301,402302,402303,200303,119029",0.94,,,"1,2,3",1.0,,,,,35,
900083,1,黑暗希儿,黑暗希儿,SeeleVollerei,72000,45,100,10,2,100,1,180,10,20,0,35,72000,99999,0,0.0,100,,0,402401,"402402,402403,402404,402405,402406,402407,200303,119029",1.14,,,"1,2,3",1.0,,,,,0,
900084,1,德丽莎,德丽莎,TheresaApocalypse,38000,26,46,7,2,50,1,180,10,0,0,32,38000,99999,0,0.0,100,,0,402501,"402502,402503,402504,119029",0.9,,,"1,2,3",1.0,,,,,0,
900085,1,破坏者,御姐破坏者-崩坏联动,DestroyerPlus,21000,96,28,10,20,50,1,180,60,20,0,36,21000,99999,0,0.0,100,精英//c破坏者,0,300304,"402201,401901,401902,200303,119029",1.03,,,,1.0,,,,,34,
900086,1,法官,法官本体,Justice,650000,152,200,10,20,45,1,180,0,25,0,150,650000,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"402301,402302,402304,200303,119029",1.15,,,"1,2,3",1.0,,,,,35,
900087,1,法官,法官10-6,Justice,68000,50,100,10,20,45,1,180,0,25,0,150,68000,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"402301,402302,402303,200303,119029",0.94,,,"1,2,3",1.0,,,,,35,
900088,1,行裁者,行裁者EX-塌缩点,ExcutionerElite,18000,65,70,15,20,55,1,180,0,35,0,50,18000,99999,0,0.0,100,精英//c行裁者//c装甲,4,300321,"401301,401201,401202,401203,200303,119029",1.06,,,"1,2,3",1.0,,,,,20,
900089,1,计量官,计量官-塌缩点,BossGager,46000,120,80,20,20,30,1,180,0,0,0,40,46000,99999,0,0.0,100,精英//c计量官,0,300308,"401001,401002,401003,401004,401005,119029",1.0,,,"1,2,3",1.0,,,,,26,
900090,1,代理人,代理人傀儡-塌缩点,Agent,180000,65,40,20,20,30,1,180,0,0,0,40,180000,99999,0,0.0,100,精英//c代理人,0,402905,"402901,402915,402916,402917,402906,402907,402908,402918,119029",1.0,,,"1,2,3",1.0,,,,,45,
900091,2,干扰者,干扰者-塌缩点,Intruder,52000,200,80,20,20,30,1,180,0,0,0,40,52000,99999,0,0.0,100,精英//c干扰者,7,300314,"400401,119029,755000",1.0,221,,"1,2",1.0,,,,,17,
900092,1,M16A1,M16-芙蕾雅,M16A1_Boss,120000,30,40,20,10,30,1,180,20,0,0,40,120000,99999,0,0.0,100,精英//cM16A1//c装甲,0,402800,"403201,403202,403203,403204,403205,403206,403207,403208,119029",1.0,,,"1,2,3",1.0,,,,,44,
900093,1,代理人,代理人-蜂后,Agent,220000,45,80,30,14,30,1,180,0,0,0,40,220000,99999,0,0.0,100,精英//c代理人,0,402910,"402911,402912,402913,402914,402921,402907,402908,402919,402923,119029",1.0,,,"1,2,3",1.0,,,,,45,
900094,1,M16A1,M16-大将军,M16A1_Boss,320000,95,60,30,20,30,1,180,20,10,0,40,320000,99999,0,0.0,100,精英//cM16A1//c装甲,0,402800,"402801,402809,402810,402811,402812,402813,402814,402819,402820,402821,119029",1.02,,,"1,2,3",1.0,,,,,44,
900095,2,稻草人,稻草人-工蜂,Scarecrow,55000,48,50,15,9,30,1,180,10,0,0,40,55000,99999,0,0.0,100,精英//c稻草人,0,300303,"400101,402922,119029,755000",1.0,221,,"1,2",1.0,,,,,5,
900096,2,行裁者,行裁者-工蜂,Excutioner,40000,66,80,10,7,30,1,180,30,0,0,60,40000,99999,0,0.0,100,精英//c行裁者//c装甲,4,300301,"400201,200303,402922,119029,755000",1.0,221,,"1,2",1.0,,,,,8,
900097,2,猎手,猎手-工蜂,Hunter,45000,42,60,20,5,30,1,180,20,0,0,50,45000,99999,0,0.0,100,精英//c猎手//c装甲,0,300302,"400301,402922,119029,755000",1.0,221,,"1,2",1.0,,,,,11,
900098,1,法官,法官-兵蜂,Justice,46000,45,80,10,20,30,1,180,0,25,0,150,46000,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"402301,402302,402303,200303,119029",1.04,,,"1,2,3",1.0,,,,,35,
900099,1,梦想家,梦想家-兵蜂,Dreamer,36000,180,80,15,16,40,1,180,40,0,0,60,36000,99999,0,0.0,100,精英//c梦想家,0,300311,"401401,119029",1.0,,,"1,2,3",1.0,,,,,24,
