id,name,description,rank,category,type,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up,skill_effect_per,skill_effect,slow_down_percent,slow_down_rate,slow_down_time,dot_percent,dot_damage,dot_time,retire_mp,retire_ammo,retire_mre,retire_part,code,develop_duration,company,skill_level_up,fit_guns,equip_introduction,powerup_mp,powerup_ammo,powerup_mre,powerup_part,exclusive_rate,bonus_type,skill,passive_skill,max_level,auto_select_id,equip_group_id,is_addition,is_show,obtain_ids
130,G36混合瞄准镜,暴击概率+<critical_percent><%>//n命中+<hit>$G36专用,5,1,18,,"3,4",,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_G36,3600,ZF,0,"20064,64",为G36专门设计的瞄具组，结合了下方的3倍主光学瞄具和上方的单倍红点瞄具，可以根据作战环境变化灵活切换使用，G36专用。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,hit:1000",0,0,10,18024,0,0,1,3016
131,MGO 6X48,命中+<hit> 伤害+<pow>//n暴击概率+<critical_percent><%>$LWMMG专用,5,1,18,"1,1","13,17",,,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_LWMMG,3600,TJC,0,"20081,81",TJC公司为机枪作战优化过的专用红点，拥有6倍放大倍率和内置弹道标尺，让远距离火力压制变得更有效率，LWMMG专用。,0.45,0.15,0.3,0.15,3.0,"hit:1000,pow:1000,critical_percent:1000",0,0,10,18025,0,0,1,3016
132,MG4用MGO,命中+<hit> 射速<rate>//n暴击概率+<critical_percent><%>$MG4专用,5,1,18,,"18,18",,,"-1,-1",,"20,20",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_MG4,3600,TJC,0,"125,20125",TJC公司为机枪作战优化过的专用红点，拥有6倍放大倍率和内置弹道标尺，更有德国陆军迷彩涂层，采购价格翻倍，MG4专用。,0.45,0.15,0.3,0.15,3.0,"hit:1000,critical_percent:750",0,0,10,18026,0,0,1,3027
133,APS专用枪托,暴击+<critical_percent><%> 命中+<hit>//n回避+<dodge> 技能增强$斯捷奇金专用,5,1,18,,"1,2","6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_斯捷奇金,3600,USR,0,"20007,7",尽管后期型的树脂枪托更加轻便，但人人都知道，一个经典的，饱经风霜的实木枪托，才是任何有自尊的斯捷奇金的唯一选择。斯捷奇金专用。,0.55,0.23,0.23,0.23,3.0,"dodge:300,critical_percent:350,hit:1000",300119,300120,10,18027,0,0,1,3045
134,MPL M21,伤害+<pow> 命中+<hit>//n射速<rate>$微型乌兹专用,5,1,18,"5,5","14,18",,,"-4,-1",,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_乌兹,3600,MPL,0,"20032,32",专为中东地区艰苦环境设计的红点瞄具，拥有光导纤维和氚双重点亮的准星，无需电池，乌兹专用。,0.45,0.15,0.3,0.15,3.0,"pow:1000,hit:1000",0,0,10,18028,0,0,1,3016
135,SP6亚音速弹,伤害+<pow>//n$AS Val专用,5,2,19,"10,14",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_ASVal,3600,TTM,0,"20060,60",为配合消音器使用而特别开发的亚音速弹药，配合内含钢芯的弹头有着很高的泛用性，AS Val专用。,0.15,0.6,0.38,0.23,3.0,pow:750,0,0,10,19005,0,0,1,3016
136,7.92 KURZ,伤害+<pow>//n$StG44专用,5,2,19,"10,14",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_StG44,3600,PAW,0,"20061,61",专为STG44开发的7.9mm弹药，也是世界最早的中间威力弹之一，战时黄铜短缺而采用的钢制弹壳带来了独特的时髦配色，STG44专用。,0.15,0.6,0.38,0.23,3.0,pow:750,0,0,10,19006,0,0,1,3016
137,Adelhyde,回避+<dodge>//n甜味Adelhyde$吉尔专用,5,1,18,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊1_吉尔,3600,BTC,0,1017,饮料中的甜味成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710102,0,18029,0,1,1,3024
138,Flanergide,回避+<dodge>//n辣味Flanegide$吉尔专用,5,1,18,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊2_吉尔,3600,BTC,0,1017,饮料中的辣味成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710105,0,18030,0,1,1,3024
139,Adelhyde,回避+<dodge>//n甜味Adelhyde$吉尔专用,5,2,19,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_特殊1_吉尔,3600,BTC,0,1017,饮料中的甜味成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710122,0,19007,0,1,1,3024
140,Bronson Ext,回避+<dodge>//n苦味BronsonExt$吉尔专用,5,2,19,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_特殊2_吉尔,3600,BTC,0,1017,饮料中的苦味成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710103,0,19008,0,1,1,3024
141,Pwd Delta,回避+<dodge>//n酸味PwdDelta$吉尔专用,5,3,20,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊1_吉尔,3600,BTC,0,1017,饮料中的酸味成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710104,0,20014,0,1,1,3024
142,Karmotrine,回避+<dodge>//n酒精Karmotrine$吉尔专用,5,1,18,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊3_吉尔,3600,BTC,0,1017,饮料中的酒精成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710106,0,18031,0,1,1,3024
143,Karmotrine,回避+<dodge>//n酒精Karmotrine$吉尔专用,5,2,19,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_特殊3_吉尔,3600,BTC,0,1017,饮料中的酒精成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710120,0,19009,0,1,1,3024
144,Karmotrine,回避+<dodge>//n酒精Karmotrine$吉尔专用,5,3,20,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊2_吉尔,3600,BTC,0,1017,饮料中的酒精成分。由BTC统一配发。,0.0,0.0,0.0,0.0,3.0,,0,710121,0,20015,0,1,1,3024
145,机械手臂,伤害+<pow> 护甲+<armor>//n回避<dodge>$达娜专用,5,3,20,"2,4",,"-3,-2",,,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形_特殊_达娜,3600,Zaibatsu Corp.,0,1022,达娜的机械臂。达娜从未透露失去手臂的原因。,0.23,0.23,0.33,0.33,3.0,"pow:500,armor:400",0,0,10,20016,0,1,1,3053
146,MIRD5级弹药,伤害+<pow> 穿甲<armor_piercing>//n$多萝西专用,5,2,19,"12,15",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_状态弹_多萝西,3600,Zaibatsu Corp.,0,1019,多萝西对自己的手指进行了私自改装，可以发射大威力弹药。,0.48,0.48,0.08,0.25,3.0,pow:500,0,0,10,19010,0,1,1,3053
147,白骑士制式铠甲,回避+<dodge>//n$赛伊专用,5,3,20,,,"15,20",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_外骨骼_赛伊,3600,Zaibatsu Corp.,0,1018,白骑士制式铠甲，能够快速治疗受伤的穿戴者。,0.3,0.23,0.15,0.38,3.0,dodge:700,0,0,10,20017,0,1,1,3053
148,电子义眼,暴击伤害+<critical_harm_rate><%>//n射速+<rate> 移速<speed>$史黛拉专用,5,3,20,,,,"-3,-3","1,2","15,20",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_史黛拉,3600,Zaibatsu Corp.,0,1020,史黛拉在幼年遭到歹徒袭击失去一只眼睛，之后就开始佩戴电子眼。,0.55,0.16,0.6,0.16,3.0,"rate:500,critical_harm_rate:500",0,0,10,20018,0,1,1,3053
149,机械义手,伤害+<pow> 弹量+<bullet_number_up>//n回避<dodge>$阿尔玛专用,5,3,20,"2,4",,"-3,-2",,,,,,,,,,,"3,4",0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_阿尔玛,3600,Zaibatsu Corp.,0,1021,为了防止长期敲键盘患腕管综合征（以及为了接入其他便利的功能），阿尔玛做手术将自己的双手换成了电子手。,0.55,0.16,0.6,0.16,3.0,"pow:500,bullet_number_up:500",0,0,10,20019,0,1,1,3053
150,ZFG42,命中+<hit> 射速<rate>//n暴击概率+<critical_percent><%>$FG42专用,5,1,18,,"13,17",,,"-4,-1",,"20,20",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_FG42,3600,ZF,0,110,ZF公司专为FG42生产的光学瞄具，经过一百多年的时光，黄铜镜筒已经黯淡，玻璃镜片却依然德味，透过瞄具都感觉自己仿佛加入了马格南。 ,0.45,0.15,0.3,0.15,3.0,"hit:900,critical_percent:500",0,0,10,18032,0,0,1,3003
151,20GA猎鹿弹,伤害+<pow> 命中+<hit>//n暴击伤害+<critical_harm_rate><%>$KS-23专用,5,2,19,"8,12","1,2",,,,"14,18",,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鹿弹_KS23,3600,FD,0,158,明黄色的弹体内含20颗铅弹，提供了顶尖的初速和极佳的指向性，可以大幅提升KS23的杀伤力。,0.08,0.53,0.08,0.45,3.0,"pow:500,hit:1000,critical_harm_rate:500",0,0,10,19011,0,0,1,3003
152,SIG510快慢机,伤害+<pow> 命中+<hit>//n暴击概率+<critical_percent><%>$SIG-510专用,5,1,18,"3,5","1,2",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_SIG510,3600,SIG,0,74,专为SIG510设计的快慢机机构，可自由切换单发点射与全自动射击，可以适应多变的战场状况。,0.45,0.15,0.3,0.15,3.0,"pow:800,hit:1000,critical_percent:1000",0,0,10,18033,0,0,1,3003
153,BM59重管,命中+<hit> 射速+<rate>//n暴击概率+<critical_percent><%>$BM59专用,5,1,18,,"4,6",,,"2,4",,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_BM59,3600,BRT,0,52,配备了重型枪管的BM59 Mark IV，在长时间全自动连射的情况下也不会过热，让BM59可以扮演班用火力支援的角色。,0.45,0.15,0.3,0.15,3.0,"hit:450,rate:500,critical_percent:1000",0,0,10,18034,0,0,1,3003
154,OSS消音器,伤害+<pow> 回避+<dodge>//n暴击概率+<critical_percent><%>$M3专用,5,1,18,"3,4",,"12,14",,,,"15,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_M3,3600,OSS,0,17,当年战略情报局为隐秘行动特别开发的消音器，除了能让M3更不容易被发现外，还附有牛皮制的隔热套，紧急情况下可以让指挥官食用。,0.55,0.23,0.23,0.23,3.0,"pow:1000,dodge:500,critical_percent:400",0,0,10,18035,0,0,1,3003
155,PPK消音器,暴击概率+<critical_percent><%>//n回避+<dodge>$PPK专用,5,1,18,,,"11,13",,,,"15,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_PPK,3600,WTR,0,"10,20010",一个淑女的包中除了口红外，永远还需要一支消音器。前者令人滔滔不绝，后者让人永远沉默。,0.55,0.23,0.23,0.23,3.0,"dodge:400,critical_percent:500",0,0,10,18036,0,0,1,3003
156,AMP COMPSP,伤害+<pow> 命中+<hit>//n回避+<dodge>$UMP9专用,5,1,18,"5,7","6,10","10,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG_UMP9,3600,AMP,0,"20101,101",AMP公司出品的UMP9特装版瞄具，主要特色是内建的4MOA准星是9喜欢的亮黄色。UMP9专用。,0.45,0.15,0.3,0.15,3.0,"pow:450,hit:500,dodge:500",0,0,10,18037,0,0,1,3016
157,LED武器灯,伤害+<pow> 命中+<hit>//n回避+<dodge>$MP5专用,5,1,18,"5,7","7,11","10,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_其它_MP5,3600,SF,0,"20026,26",高亮度的LED武器灯集成在整体更换的护木内，内置锂电池，可以通过护木上的开关快速操控。MP5专用。,0.45,0.15,0.3,0.15,3.0,"pow:450,hit:400,dodge:500",0,0,10,18038,0,0,1,3016
158,加速线圈,暴击概率+<critical_percent><%>//n伤害+<pow>$汉阳造88式专用,5,1,18,"1,3",,,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_其它_汉阳造,3600,KXY,0,"20095,95",舍弃了古老的火药推进方式，全新升级的汉阳造配备了高性能加速线圈，可以瞬间将弹丸加速至5倍音速，也太厉害了。,0.45,0.15,0.3,0.15,3.0,"pow:800,critical_percent:1000",0,0,10,18039,0,0,1,3016
159,战术发卡,伤害+<pow> 回避+<dodge>//n暴击伤害+<critical_harm_rate><%>$HK416专用,5,3,20,"10,10",,"10,12",,,"6,8",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,配件_人形_hk416,3600,HK,0,"20065,65",416改造后配备了全新的增强型势态感知系统，虽然看起来只是普通的发卡，但实际上内建有22个各类传感器和天线阵列，极大地提高了HK416的作战效率。,0.3,0.23,0.15,0.38,3.0,"pow:1500,dodge:700,critical_harm_rate:250",0,0,10,20020,0,0,1,3016
160,No32 MKI,暴击概率+<critical_percent><%>//n射速+<rate>$李-恩菲尔德专用,5,1,18,,,,,"2,2",,"24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_lee,3600,VKS,0,50,上世纪大战早期，专为李恩菲尔德no4 MKI(T)狙击步枪生产的光学瞄具，配有华丽的黄铜套筒，略微昏暗的镜片见证了无数生命的消逝，李恩菲尔德专用。,0.45,0.15,0.3,0.15,3.0,"rate:1000,critical_percent:1000",0,0,10,18040,0,0,1,3029
161,先进单兵瞄具,暴击概率+<critical_percent><%>//n伤害+<pow>$95式//c97式专用,5,1,18,"2,3",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_9597,3600,208,0,"129,130",专为增强95/97式战场感知和作战适应性设计的一体式瞄具，集成了有线传输的电子瞄具和测距仪，使95/97在掩体后不暴露自己便可进行攻击。,0.45,0.15,0.3,0.15,3.0,"pow:700,critical_percent:1000",0,0,10,18041,0,0,1,3003
162,RPD单兵装具,弹量+<bullet_number_up> 回避<dodge>//n伤害+<pow>$RPD专用,5,3,20,"2,3",,"-3,-2",,,,,,,,,,,"2,3",0,0,0,0,0,0,0,0,1,1,1,5,配件_特殊_RPD,3420,GDR,0,84,战前某东方阵营生产的单兵装备，轻便实用，在部分爱好者中有很高的人气，治安任务时候经常被人以高价索要，令RPD十分困扰。,0.1,0.1,0.1,0.55,3.0,"bullet_number_up:700,pow:1000",0,0,10,20021,0,0,1,3003
163,MAX10上机匣,暴击概率+<critical_percent><%>//n回避+<dodge> 射速<rate>$MAC10专用,5,1,18,,,"10,12",,"-6,-4",,"15,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_上机匣_MAC10,2820,LGE,0,18,MAC10专用的改装上机匣，增加了可灵活配置装具的导轨系统的同时降低了射速，使其更容易被火控模块控制，最重要的还是看上去非常酷。,0.55,0.23,0.23,0.23,3.0,"dodge:700,critical_percent:750",0,0,10,18042,0,0,1,3003
164,M9 BC2握把,暴击概率+<critical_percent><%>//n回避+<dodge> 命中+<hit>$M9专用,5,1,18,,"3,3","10,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_聚合物握把_M9,2820,RT,0,3,M9专用的改装聚合物战术握把，集成了皮卡汀尼下导轨，在提高控制力的同时增加了战术配件的灵活性。,0.55,0.23,0.23,0.23,3.0,"dodge:700,critical_percent:350",0,0,10,18043,0,0,1,3003
165,战术耳机,伤害+<pow> 射速+<rate>//n回避+<dodge>$TAR-21专用,5,3,20,"5,5",,"10,12",,"5,5",,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_其它_Tar21,3600,IRI,0,72,TAR21标志性的头部装备，看起来像兔耳的内部集成了大量传感器，可以在掩体后不暴露自己的同时精确定位目标。,0.3,0.25,0.12,0.38,3.0,"pow:2000,rate:1000,dodge:700",0,0,10,20022,0,0,1,3046
166,DO反射瞄具,命中+<hit> 伤害+<pow>//n射速<rate>$伯莱塔38型专用,5,1,18,"4,6","6,10",,,"-6,-4",,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_全息_伯莱塔38,2880,DO,0,"31,20031",一款搭载7MOA准星的反射瞄具，因其小巧轻便的特性而在战前的民用市场中十分流行，通过焊接的皮轨装在贝雷塔38上，极大地提高了使用体验。,0.45,0.15,0.3,0.15,3.0,"pow:900,hit:500",0,0,10,18044,0,0,1,3016
167,C96橡木枪托,暴击概率+<critical_percent><%>//n回避+<dodge>$C96专用,5,1,18,,,"8,10",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_C96,2820,MS,0,"12,20012",专为毛瑟C96特制的实木枪托，提高连续射击时的精确度，装饰有与人形服饰配色向搭配的布套，打开后盖内部空间还可以收纳一些零食，真是太实用了。,0.55,0.23,0.23,0.23,3.0,"dodge:1000,critical_percent:700",0,0,10,18045,0,0,1,3016
168,折叠枪托,暴击概率+<critical_percent><%>//n回避+<dodge>$樱花专用,5,1,18,,,"12,15",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_樱花,2820,IJ,0,228,专为伞兵作战设计的折叠枪托，比较特别的是相比其他枪支常见的金属折叠托，樱花沿用了木质枪托配合金属活页折叠结构，樱花专用。,0.55,0.23,0.23,0.23,3.0,"dodge:700,critical_percent:350",0,0,10,18046,0,0,1,3054
169,RFB前导轨,暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$RFB专用,5,1,18,,,,,,"6,10","17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_导轨_RFB,3600,KTC,0,172,牛犊式布局的突击步枪安装配件经常面临导轨不足的困境，多亏了KTC原厂推出的3英寸四导轨护木，战术圣诞树再也不是传统布局枪支的专属了，RFB专用。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,critical_harm_rate:800",0,0,10,18047,0,0,1,3054
170,20mm HEI,穿甲+<armor_piercing>//n伤害+<pow>$NTW-20专用,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_NTW20,3300,DD,0,"53,20053",有什么比一颗高速飞向你的20mm弹头更可怕？答案是一颗20mm高爆引燃弹头，在你听到枪声前，你前面的墙壁，你，你身后的墙壁，墙壁后的邻居，就已经都不复存在了。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:1000",0,0,10,19012,0,0,1,3016
171,战术闪电呆毛,回避+<dodge>//n暴击概率+<critical_percent><%>$斯捷奇金专用,5,3,20,,,"8,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_呆毛_斯捷奇金,3120,WTF,0,"7,20007",指挥部的大家都很在意斯捷奇金那会灵活摆动的闪电形呆毛，背地里觉得这个作为维持人设的特征未免过于抢眼，直到有一天P7发现斯捷奇金睡觉时将呆毛摘下放在一旁充电。,0.3,0.25,0.12,0.38,3.0,"dodge:700,critical_percent:350",0,0,10,20023,0,0,1,3016
172,ART2,暴击概率+<critical_percent><%>//n伤害+<pow>$M21专用,5,1,18,"3,5",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_M21,2700,Redfield,0,38,为精准射击准备的瞄准镜，金色的目镜边框别具一番风味，让M21爱不释手。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,pow:800",0,0,10,18048,0,0,1,3003
173,9x39mm SPP,伤害+<pow>//n暴击伤害+<critical_harm_rate><%>$Ots-12专用,5,2,19,"8,12",,,,,"6,10",,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_子弹_ots12,3480,TCP,0,105,新式的9x39mm子弹，比一般同口径的子弹有着更高的穿透能力，看似无害的蓝色弹头下面隐藏的是惊人的破坏力，不可小视。,0.15,0.6,0.38,0.23,3.0,"pow:700,critical_harm_rate:500",0,0,10,19013,0,0,1,3003
174,Frag12高爆弹,目标-2 伤害+<pow>//n命中+<hit> 普攻增强$AA-12专用,5,2,19,"8,8","12,12",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,3,1,4,弹匣_高爆弹_AA12,3240,CS,0,163,为12号霰弹枪设计的高爆弹头，以AA12为宣传手段快速在市场中占据了一席之地，高爆弹头的效果和AA12的自动射击结合在一起，爆炸就是艺术！,0.08,0.39,0.08,0.48,3.0,"hit:700,pow:900",0,114001,10,19014,0,0,1,3030
175,BPR4&SRM6,暴击概率+<critical_percent><%>//n伤害+<pow> 回避+<dodge>$MDR专用,5,1,18,"2,3",,"6,8",,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音_MDR,2820,MDR,0,215,OSS为.308和7.62mm口径设计的消音器，模块化设计和新潮的外观迅速在格里芬讨论版上走红，某匿名版常客自然是不会错过这样的产品。,0.55,0.23,0.23,0.23,3.0,"dodge:300,critical_percent:1000,pow:1000",0,0,10,18049,0,0,1,3055
176,7n31,伤害+<pow> 穿甲+<armor_piercing>//n射速+<rate>$GSh-18专用,5,2,19,"7,10",,,,"1,2",,,"16,20",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_Gsh18,3180,IOP,0,"221,20221",比起一般的9x19mm Para弹有着更高的穿透能力，为了应对敌方日益增多的装甲单位，Gsh18采购了不少7n31。,0.48,0.48,0.08,0.25,3.0,"pow:500,rate:500,armor_piercing:750",0,0,10,19015,0,0,1,3016
177,MGP升级套件,命中+<hit> 射速<rate>//n暴击伤害+<critical_harm_rate><%>$M500专用,5,1,18,,"11,15",,,"-4,-1","12,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_M500,3000,MGP,0,"154,20154",著名枪械配件厂生产的升级配件，Mlok系统带来了极高的配件适应力，后托的长度也更适合一般体型的人形使用了。,0.45,0.15,0.3,0.15,3.0,"hit:1000,critical_harm_rate:650",0,0,10,18050,0,0,1,3016
178,12.7mm 1SL,穿甲+<armor_piercing>//n伤害+<pow>$KSVK专用,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_KSVK,3300,IOP,0,"252,20252",本身是使用在攻击直升机上的特种弹药，为了增加对地攻击时的命中概率在弹壳中加入了第二个弹头，在KSVK的强烈要求下，IOP将这种子弹改造成了能够在她的枪械上面正常使用的样子。这样也能在作战时起到不错的压制效果吧。,0.08,0.5,0.3,0.3,3.0,"armor_piercing:500,pow:1000",0,0,10,19016,0,0,1,3016
179,WML&战术护木,暴击概率+<critical_percent><%>//n回避+<dodge>$M950A专用,5,1,18,,,"9,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_M950A,2820,IOP,0,"97,20097",改造后的M950A安装了战术护木，四条皮轨让可M950A在配件上有了更多的选择，另一方面M950A经常抱怨枪头因为护木变重了不少，导致训练的成本又增加了。,0.55,0.23,0.23,0.23,3.0,"dodge:700,critical_percent:350",0,0,10,18051,0,0,1,3016
180,战术握把,暴击概率+<critical_percent><%>//n回避+<dodge>$马卡洛夫专用,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_马卡洛夫,2820,FAB,0,"8,20008",由著名枪械配件厂为马卡洛夫PM设计的战术握把，内置弹匣快速释放的结构。同时提升了握持的舒适感，是一件能让使用者爱不释手的产品。,0.55,0.23,0.23,0.23,3.0,"dodge:1000,critical_percent:350",0,0,10,18052,0,0,1,3003
181,RIP380ACP,伤害+<pow> 穿甲<armor_piercing>//n射速<rate>$蝎式专用,5,2,19,"7,10",,,,"-4,-4",,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹闸_子弹_蝎式,3180,G2R,0,27,旋转炸裂！从外表到杀伤力都极其凶悍的空尖弹，扩张弹头能迅速对软目标造成极大的伤害。真是弹如其名“R.I.P”。,0.48,0.48,0.08,0.25,3.0,pow:1000,0,0,10,19017,0,0,1,3003
182,S&B762,伤害+<pow>//n射速<rate>$79式专用,5,2,19,"12,15",,,,"-4,-4",,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹闸_子弹_79式,3180,S&B,0,127,85gr（5.5g）全金属被甲弹能够提升射击时的贯通力，79式手中的新宠。,0.48,0.48,0.08,0.25,3.0,pow:700,0,0,10,19018,0,0,1,3056
183,决斗扑克,暴击伤害+<critical_harm_rate><%>//n移速<speed>$莉可专用,5,3,20,,,,"-3,-3",,"20,25",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_莉可,3360,IOP,0,1024,虽然起了帅气的名字，但实际上只是搭纸牌塔的玩具而已。这是生而为了破坏的义体为数不多能够建造的东西。,0.55,0.16,0.6,0.16,3.0,critical_harm_rate:800,0,0,10,20024,0,1,1,3057
184,童话绘本,回避+<dodge>//n伤害+<pow>$安洁莉卡专用,5,3,20,"8,8",,"8,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊_安洁莉卡,3120,IOP,0,1027,记载着美好童话的绘本，安放着少女的梦境与记忆。无论何时，看到它就能够安心。,0.3,0.25,0.12,0.38,3.0,"dodge:700,pow:900",0,0,10,20025,0,1,1,3057
185,平光镜,暴击概率+<critical_percent><%>//n伤害+<pow> 命中+<hit>$库拉耶丝专用,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_库拉耶丝,2700,IOP,0,1026,见证了某人与某人约定的眼镜，虽然没有度数，却能让她更加冷静地看待世界。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,hit:700,pow:1000",0,900716,10,18053,0,1,1,3057
186,格斗刀,伤害+<pow> 暴击+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$崔耶拉专用,5,2,19,"7,10",,,,,"10,15","11,14",,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,配件_特殊_崔耶拉,3240,IOP,0,1025,在枪械无法使用的时候，就用上刀，用上拳头和牙齿来战斗。一切为了胜利。,0.08,0.53,0.08,0.45,3.0,"pow:500,critical_harm_rate:500,critical_percent:800",0,0,10,19019,0,1,1,3057
187,古董万花筒,暴击概率+<critical_percent><%>//n回避+<dodge> 命中+<hit>$海莉艾塔专用,5,1,18,,"1,3","6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_海莉艾塔,2820,IOP,0,1023,做工考究的万花筒。持有者并不关注这到底是真品还是赝品，其中蕴含的心意才是她最珍视的东西。,0.55,0.23,0.23,0.23,3.0,"dodge:300,critical_percent:700,hit:700",0,0,10,18054,0,1,1,3057
