establish_id,establish_name,room_id,description,furniture_id,update_furniture_id,furniture_postion,establish_type,establish_lv,upgrade_coin,upgrade_time,upgrade_condition,parameter_1,parameter_2,parameter_3
60202,中型维修设备,6, 三部维修设施并联的大规模维修阵列，此外还内置了轻柔漂洗和烘干功能，以及独立的香氛注入系统也深受女性指挥官欢迎。,46032,46032,"7,9",602,2,50,300,0,3,,
60203,大型维修设备,6,四联装的终极维修阵列，加入了除菌和抗过敏功能，这下那些吵闹着不愿维修的人形彻底没有借口了，更棒的是新机器还都是A+++级的能耗评级，拯救了濒临破产的指挥官。,46033,46033,"7,9",602,3,100,1800,0,4,,
60300,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46020,46020,"18,3",603,0,0,0,0,1,1,
60301,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46020,46020,"18,3",603,1,5,60,0,1,3,
60302,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46021,46021,"18,3",603,2,50,300,0,2,3,
60303,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46021,46021,"18,3",603,3,100,1800,0,2,5,
60304,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46021,46021,"18,3",603,4,150,3600,0,2,7,
60305,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46022,46022,"18,3",603,5,200,7200,0,3,7,
60306,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46022,46022,"18,3",603,6,250,14400,0,3,9,
60307,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46022,46022,"18,3",603,7,350,28800,0,3,11,
60308,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46023,46023,"18,3",603,8,450,43200,0,4,11,
60309,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46023,46023,"18,3",603,9,600,64800,0,4,13,
60310,综合室内训练场,6,多组人形训练时的齐射会导致当地小规模地震并引起当地居民的警觉，为了掩盖事实，现决定轮流进行射击训练，训练效率并不会改变。,46023,46023,"18,3",603,10,800,86400,0,4,15,
60400,升降梯-前往军营,6,升降梯-前往军营,40055,40055,"16,12",604,0,0,0,0,,,
70001,格纳库地板,7,格纳库地板,40057,40057,"2,2",0,1,0,0,0,,,
70002,格纳库墙纸,7,格纳库墙纸,40058,40058,"2,2",0,1,0,0,0,,,
70003,空白挂画1,7,挂画1,40060,40060,"4,11",706,0,0,0,0,110001,,
70004,空白挂画2,7,挂画2,40061,40061,"10,6",707,0,0,0,0,110002,,
70005,空白挂画3,7,挂画3,40062,40062,"20,11",708,0,0,0,0,110003,,
70006,空白挂画4,7,挂画4,40063,40063,"27,6",709,0,0,0,0,110004,,
70007,展台1,7,展台1,40064,40064,"3,3",702,0,0,0,0,,,
70008,展台2,7,展台2,40065,40065,"10,3",703,0,0,0,0,,,
70009,展台3,7,展台3,40066,40066,"17,3",704,0,0,0,0,,,
70010,展台4,7,展台4,40067,40067,"24,3",705,0,0,0,0,,,
70100,升降梯-前往格纳库,7,升降梯-前往格纳库,40059,40059,"13,10",701,0,0,0,0,,,
80001,墙纸,8,墙纸,40068,40068,"0,0",0,0,0,0,0,,,
80002,地板,8,地板,40069,40069,"0,0",0,0,0,0,0,,,
80003,墙饰,8,墙饰,40070,40070,"28,9",0,0,0,0,0,,,
80004,玻璃隔断,8,玻璃隔断,40071,40071,"16,10",0,0,0,0,0,,,
80005,出入口+地毯,8,出入口+地毯,40072,40072,"28,0",0,0,0,0,0,,,
80006,灯+地饰,8,灯+地饰,40073,40073,"18,8",0,0,0,0,0,,,
80007,实时转播终端,8,实时转播终端,40074,40074,"23,16",802,0,0,0,0,,,
80009,拣货机器(墙),8,拣货机器(墙),40076,40076,"1,4",0,0,0,0,0,,,
80010,拣货机器(地),8,拣货机器(地),40077,40077,"15,6",0,0,0,0,0,,,
80011,机密商店,8,机密商店,40078,40078,"0,9",804,0,0,0,0,,,
80012,无人机出入口,8,无人机出入口,40079,40079,"31,4",0,0,0,0,0,,,
80100,尘封的闸门控制台,8,一座年久失修的闸门控制台，但好像总有一个声音在呼唤着你，去掀开防雨蒙布，向着未知的荒野展开一场壮大的远征。,48010,48010,"18,14",801,0,0,0,0,"3,1",1,4
80101,古老的闸门控制台,8,四个显像管一起发出闪瞎眼的白光，其中一个还需要拍一拍才能让图像停止跳动，早知道就让格林娜把探索计划表抄写到纸上了…,48011,48011,"18,14",801,1,5,60,0,"3,1",1,5
80102,古老的闸门控制台,8,四个显像管一起发出闪瞎眼的白光，其中一个还需要拍一拍才能让图像停止跳动，早知道就让格林娜把探索计划表抄写到纸上了…,48011,48011,"18,14",801,2,50,300,0,"4,1",1,5
80103,古老的闸门控制台,8,四个显像管一起发出闪瞎眼的白光，其中一个还需要拍一拍才能让图像停止跳动，早知道就让格林娜把探索计划表抄写到纸上了…,48011,48011,"18,14",801,3,100,1800,0,"4,1",2,5
80104,古老的闸门控制台,8,四个显像管一起发出闪瞎眼的白光，其中一个还需要拍一拍才能让图像停止跳动，早知道就让格林娜把探索计划表抄写到纸上了…,48011,48011,"18,14",801,4,150,3600,0,"4,2",2,5
80105,古老的闸门控制台,8,四个显像管一起发出闪瞎眼的白光，其中一个还需要拍一拍才能让图像停止跳动，早知道就让格林娜把探索计划表抄写到纸上了…,48011,48011,"18,14",801,5,200,7200,0,"4,2",2,6
80106,自动化闸门控制台,8,多亏了新升级的8M内存和107M硬盘，现在系统可以支持指派更多人手外出探索了，甚至还可以在偷懒时玩一会“重返铁血总部3D版”。,48012,48012,"18,14",801,6,250,14400,0,"4,2",2,7
80107,自动化闸门控制台,8,多亏了新升级的8M内存和107M硬盘，现在系统可以支持指派更多人手外出探索了，甚至还可以在偷懒时玩一会“重返铁血总部3D版”。,48012,48012,"18,14",801,7,350,28800,0,"4,2",3,7
80108,自动化闸门控制台,8,多亏了新升级的8M内存和107M硬盘，现在系统可以支持指派更多人手外出探索了，甚至还可以在偷懒时玩一会“重返铁血总部3D版”。,48012,48012,"18,14",801,8,450,43200,0,"5,2",3,7
80109,自动化闸门控制台,8,多亏了新升级的8M内存和107M硬盘，现在系统可以支持指派更多人手外出探索了，甚至还可以在偷懒时玩一会“重返铁血总部3D版”。,48012,48012,"18,14",801,9,600,64800,0,"5,3",3,7
80110,先进闸门控制台,8,最先进的控制台不像以前每次重启要5分钟还经常出现硬盘坏道，奇怪的是指挥官的工作效率反而降低了，没关系，只要战术人形的探索效率提高了就好~,48013,48013,"18,14",801,10,800,86400,0,"5,3",3,8
80300,初阶战利品储物柜,8,简单的单层储物柜，可以存放几次探索行动寻回的战利品，指挥官请及时收取哦~ 战利品可以在房间左边找格林娜兑换一些急需的补给品。,48031,48031,"3,5",803,0,0,0,0,"2,3","4,6",
80301,初阶战利品储物柜,8,简单的单层储物柜，可以存放几次探索行动寻回的战利品，指挥官请及时收取哦~ 战利品可以在房间左边找格林娜兑换一些急需的补给品。,48031,48031,"3,5",803,1,5,60,0,"4,3","4,6",
80302,中阶战利品储物柜,8,双层储物柜，双层的容量带来的是更自由的上班时间，以及清空储物柜时更严重的拖延症，这就是为什么格里芬制式脏衣篓只有1升容量。,48032,48032,"3,5",803,2,50,300,0,"4,6","6,9",
80303,中阶战利品储物柜,8,双层储物柜，双层的容量带来的是更自由的上班时间，以及清空储物柜时更严重的拖延症，这就是为什么格里芬制式脏衣篓只有1升容量。,48032,48032,"3,5",803,3,100,1800,0,"6,6","6,9",
80304,高阶战利品储物柜,8,最高级的多层储物柜，酷炫的机械手装作忙碌的上下摆动，但是并没有在做任何有意义的事，最终还是要指挥官亲手搬空柜子来兑换补给。,48033,48033,"3,5",803,4,150,3600,0,"6,9","8,12",
80305,高阶战利品储物柜,8,最高级的多层储物柜，酷炫的机械手装作忙碌的上下摆动，但是并没有在做任何有意义的事，最终还是要指挥官亲手搬空柜子来兑换补给。,48033,48033,"3,5",803,5,200,7200,0,"8,9","8,12",
80306,高阶战利品储物柜,8,最高级的多层储物柜，酷炫的机械手装作忙碌的上下摆动，但是并没有在做任何有意义的事，最终还是要指挥官亲手搬空柜子来兑换补给。,48033,48033,"3,5",803,6,250,14400,0,"8,12","8,12",
90001,墙纸*,9,墙纸*,40080,40080,"0,0",0,0,0,0,0,,,
90002,地板*,9,地板*,40081,40081,"0,0",0,0,0,0,0,,,
90003,前景*,9,前景*,40082,40082,"12,14",0,0,0,0,0,,,
90004,地毯*,9,地毯*,40083,40083,"7,10",0,0,0,0,0,,,
90005,研究台地台*,9,研究台地台*,40084,40084,"28,2",0,0,0,0,0,,,
90006,捕获中心*,9,捕获中心*,49020,49020,"31,10",0,0,0,0,0,,,
90100,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49010,49010,"0,5",901,0,0,0,0,60480:1,9,
90101,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49011,49011,"0,5",901,1,5,60,0,57600:1,9,
90102,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49011,49011,"0,5",901,2,50,300,0,54982:1,10,
90103,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49011,49011,"0,5",901,3,100,1800,0,54982:1,11,
90104,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49011,49011,"0,5",901,4,150,3600,0,52591:1,11,
90105,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49011,49011,"0,5",901,5,200,7200,0,50400:1,11,
90106,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49012,49012,"0,5",901,6,250,14400,0,50400:1,12,
90107,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49012,49012,"0,5",901,7,350,28800,0,46523:1,12,
90108,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49012,49012,"0,5",901,8,450,43200,0,46523:1,13,
90109,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49012,49012,"0,5",901,9,600,64800,0,43200:1,13,
90110,脉冲反应堆,9,储存与生产电子脉冲，升级提高存储上限与生产速度。,49013,49013,"0,5",901,10,800,86400,0,43200:1,14,
90200,战术芯片研发台,9,升级战术芯片研发台，可解锁更多的战术芯片。,49030,49030,"10,11",902,0,0,0,0,,,
90201,战术芯片研发台,9,升级战术芯片研发台，可解锁更多的战术芯片。,49031,49031,"10,11",902,1,5,60,0,,,
90202,战术芯片研发台,9,升级战术芯片研发台，可解锁更多的战术芯片。,49031,49031,"10,11",902,2,50,300,0,,,
90203,战术芯片研发台,9,升级战术芯片研发台，可解锁更多的战术芯片。,49032,49032,"10,11",902,3,100,1800,0,,,
90204,战术芯片研发台,9,升级战术芯片研发台，可解锁更多的战术芯片。,49032,49032,"10,11",902,4,150,3600,0,,,
90205,战术芯片研发台,9,升级战术芯片研发台，可解锁更多的战术芯片。,49033,49033,"10,11",902,5,200,7200,0,,,
90400,对称灌输驱动器,9,可以交换同名融合势力单位的等级、以太开发等级、峰值解析等级、好感度、技能等级。,49041,49041,"19,0",904,0,0,0,0,,,
