id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect,fight_type,type_coef
316030,,,0,10033,0,,,,,0,,,,,,,0,1,0,
316031,,,0,10030,0,,,,,0,,,,,,,0,1,0,
316032,,,0,11026,0,,,,,0,,,,,,,0,1,0,
316033,,,0,10027,0,,,,,0,,,,,,,0,1,0,
316034,,,0,11026,0,,,,,0,,,,,,,0,1,0,
316035,,,0,10027,0,,,,,0,,,,,,,0,1,0,
316036,,,0,11028,0,,,,,0,,,,,,,0,1,0,
316037,,,0,11026,0,,,,,0,,,,,,,0,1,0,
316038,,,0,11026,0,,,,,0,,,,,,,0,1,0,
316039,,,0,10027,0,,,,,0,,,,,,,0,1,0,
316040,,,0,10033,0,,,,,0,,,,,,,0,1,0,
316041,,,0,11024,0,,,,,0,,,,,,,0,1,0,
316042,,,0,11028,0,,,,,0,,,,,,,0,1,0,
316043,,,0,10027,0,,,,,0,,,,,,,0,1,0,
316044,,,0,10033,0,,,,,0,,,,,,,0,1,0,
316045,,,0,10030,0,,,,,0,,,,,,,0,1,0,
316046,,,0,11026,0,,,,,0,,,,,,,0,1,0,
316047,,,0,10024,0,,,,,0,,,,,,,0,1,0,
316048,,,0,11024,0,,,,,0,,,,,,,0,1,0,
316049,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316050,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10038,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316051,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316052,,,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316053,,,0,10038,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12450,12451,12468,12469,12462,12461,12450",,,,,,0,1,0,
316054,,,0,10038,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12466,12467,12453,12454,12473,12472,12466",,,,,,0,1,0,
316055,,,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12474,12442",,,,,,0,1,0,
316056,,,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12476,12443",,,,,,0,1,0,
316057,,,0,900117,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12457,12463,12470,12471,12465,12458,12457",,,,,,0,1,0,
316058,,,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12450,12451,12468,12469,12462,12461,12450",,,,,,0,1,0,
316059,,,0,10038,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12450,12451,12468,12469,12462,12461,12450",,,,,,0,1,0,
316060,,,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12466,12467,12453,12454,12473,12472,12466",,,,,,0,1,0,
316061,,,0,10038,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12466,12467,12453,12454,12473,12472,12466",,,,,,0,1,0,
316062,,,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12474,12442",,,,,,0,1,0,
316063,,,0,10038,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12474,12442",,,,,,0,1,0,
316064,,,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12476,12443",,,,,,0,1,0,
316065,,,0,10038,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,101,"12476,12443",,,,,,0,1,0,
316066,,,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316067,,,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316068,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316069,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316070,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316071,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316072,,,0,10042,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316073,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316074,,,0,10042,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316075,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316076,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316077,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316078,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316079,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316080,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316081,,,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316082,,,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316083,,,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316084,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316085,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316086,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316087,,,0,10043,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316088,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316089,,,0,10037,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316090,,,0,10040,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316091,,,0,10041,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316092,,,0,10042,0,,"1:0,2:3,3:6,4:9,5:12,6:15,7:18,8:24,9:30",,,0,,,,,,,0,1,0,
316093,,,0,900141,0,,,,,0,,,,,,,0,1,0,
316094,,,0,900142,0,,,,,0,,,,,,,0,1,0,
316095,,,0,11007,0,,,,,0,,,,,,,0,1,0,
316701,,,0,10038,0,,,,,0,,,,,,,0,1,0,
317901,,,0,900128,0,,,,,0,,,,,,,0,1,0,
317902,,,0,900131,0,,,,,0,,,,,,,0,1,0,
317903,,,0,900130,0,,,,,0,,,,,,,0,1,0,
317904,,,0,900132,0,,,,,0,,,,,,,0,1,0,
317905,,,0,900133,0,,,,,0,,,,,,,0,1,0,
317906,,,0,900134,0,,,,,0,,,,,,,0,1,0,
317907,,,0,900101,0,,,,,0,,,,,,,0,1,0,
317908,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317909,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10027,0,,,,,0,,,,,,,0,1,0,
317910,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11024,0,,,,,0,,,,,,,0,1,0,
317911,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317912,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317913,,,0,11028,0,,,,,0,,,,,,,0,1,0,
317914,,,0,11024,0,,,,,0,,,,,,,0,1,0,
317915,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317916,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317917,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317918,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317919,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317920,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317921,,,0,11024,0,,,,,0,,,,,,,0,1,0,
317922,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317923,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317924,,,0,11024,0,,,,,0,,,,,,,0,1,0,
317925,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317926,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317927,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317928,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317929,,,0,11024,0,,,,,0,,,,,,,0,1,0,
317930,,,0,10033,0,,,,,0,,,,,,,0,1,0,
317931,,,0,10030,0,,,,,0,,,,,,,0,1,0,
317932,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317933,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317934,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317935,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317936,,,0,11028,0,,,,,0,,,,,,,0,1,0,
317937,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317938,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317939,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317940,,,0,10033,0,,,,,0,,,,,,,0,1,0,
317941,,,0,11024,0,,,,,0,,,,,,,0,1,0,
317942,,,0,11028,0,,,,,0,,,,,,,0,1,0,
317943,,,0,10027,0,,,,,0,,,,,,,0,1,0,
317944,,,0,10033,0,,,,,0,,,,,,,0,1,0,
317945,,,0,10030,0,,,,,0,,,,,,,0,1,0,
317946,,,0,11026,0,,,,,0,,,,,,,0,1,0,
317947,,,0,10024,0,,,,,0,,,,,,,0,1,0,
317948,,,0,11024,0,,,,,0,,,,,,,0,1,0,
317949,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317950,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10038,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317951,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317952,,,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317953,,,0,10038,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12240,12241,12258,12259,12252,12251,12240",,,,,,0,1,0,
317954,,,0,10038,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12256,12257,12243,12244,12263,12262,12256",,,,,,0,1,0,
317955,,,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12264,12232",,,,,,0,1,0,
317956,,,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12266,12233",,,,,,0,1,0,
317957,,,0,900117,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12247,12253,12260,12261,12255,12248,12247",,,,,,0,1,0,
317958,,,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12240,12241,12258,12259,12252,12251,12240",,,,,,0,1,0,
317959,,,0,10038,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12240,12241,12258,12259,12252,12251,12240",,,,,,0,1,0,
317960,,,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12256,12257,12243,12244,12263,12262,12256",,,,,,0,1,0,
317961,,,0,10038,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12256,12257,12243,12244,12263,12262,12256",,,,,,0,1,0,
317962,,,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12264,12232",,,,,,0,1,0,
317963,,,0,10038,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12264,12232",,,,,,0,1,0,
317964,,,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12266,12233",,,,,,0,1,0,
317965,,,0,10038,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,101,"12266,12233",,,,,,0,1,0,
317966,,,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317967,,,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317968,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317969,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317970,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317971,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317972,,,0,10042,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317973,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317974,,,0,10042,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317975,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317976,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317977,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317978,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317979,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317980,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317981,,,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317982,,,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317983,,,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317984,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317985,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317986,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317987,,,0,10043,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317988,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317989,,,0,10037,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317990,,,0,10040,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317991,,,0,10041,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317992,,,0,10042,0,,"1:0,2:5,3:10,4:15,5:20,6:27,7:35,8:42,9:50,10:50",,,0,,,,,,,0,1,0,
317993,,,0,900148,0,,,,,0,,,,,,,0,1,0,
317994,,,0,900147,0,,,,,0,,,,,,,0,1,0,
317995,,,0,11007,0,,,,,0,,,,,,,0,1,0,
318201,,,0,900150,0,,,,,0,,,,,,,0,0,0,
318202,,,0,910122,0,,,,,0,,,,,,,0,1,0,
318301,,,0,900152,0,,,,,0,,,,,,,0,0,0,
318302,,,0,910122,0,,,,,0,,,,,,,0,1,0,
320101,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900038,1,,,,,0,,0,,,,,0,1,0,
320102,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",0,10006,1,,,,,0,,0,,,,,0,1,0,
320103,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10004,0,,,,,101,"12670,12671,12669",0,,,,,0,1,0,
320104,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10005,0,,,,,101,"12667,12668",0,,,,,0,1,0,
320105,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10003,0,,,,,101,"12665,12666",0,,,,,0,1,0,
320106,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",0,10007,0,,,,,0,,0,,,,,0,1,0,
320107,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10003,0,,,,,103,,,,,,,0,1,0,
320108,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",0,10005,0,,,,,103,,,,,,,0,1,0,
320201,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",0,10007,0,,,,,102,2,0,,,,,0,1,0,
320202,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900032,0,,,,,101,"12691,12690,12689",1,,,,,0,1,0,
320203,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10004,0,,,,,101,"12685,12686,12684",0,,,,,0,1,0,
320204,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900032,0,,,,,101,"12679,12678,12681,12680,12679",1,,,,,0,1,0,
320205,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900032,0,,,,,101,"12682,12676,12677,12683,12682",1,,,,,0,1,0,
320206,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10006,0,,,,,101,"12677,12683,12684,12681,12680",0,,,,,0,1,0,
320207,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10003,0,,,,,103,,,,,,,0,1,0,
320208,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89",0,10005,0,,,,,103,,,,,,,0,1,0,
320301,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,202,150,66",,502,10036,0,,,202,,0,,0,,,,,0,1,0,
320302,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10035,0,,,,,0,,0,,,,,0,1,0,
320303,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10034,0,,,,,0,,0,,,,,0,1,0,
320304,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,202,150,0",,502,10035,0,,,202,,0,,0,,,,,0,1,0,
320307,,,0,10034,0,,,,,0,,0,,,,,0,1,0,
320308,,,0,10045,0,,,,,0,,0,,,,,0,1,0,
320309,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,202,150,0",,502,10034,0,,,202,,103,,,,,,,0,1,0,
320310,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,202,150,66",,502,10035,0,,,202,,103,,,,,,,0,1,0,
320401,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,39,226,75",,502,10036,1,,,226,,0,,0,,,,,0,1,0,
320402,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10036,0,,,,,101,"12722,12721,12723,12722",1,,,,,0,1,0,
320403,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,226,0",,502,10036,0,,,226,,101,"12722,12721,12723,12722",0,,,,,0,1,0,
320404,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10035,0,,,,,101,"12729,12718,12727,12728,12729",0,,,,,0,1,0,
320405,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10034,0,,,,,0,,0,,,,,0,1,0,
320406,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,226,0",,502,10035,0,,,226,,102,2,0,,,,,0,1,0,
320407,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,226,0",,502,10034,0,,,226,,103,,,,,,,0,1,0,
320408,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,39,226,75",,502,10035,0,,,226,,103,,,,,,,0,1,0,
320501,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10022,0,,,,,102,3,1,,,,,0,1,0,
320502,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10029,0,,,,,0,,0,,,,,0,1,0,
320503,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1018,103,0",,503,10023,0,,,1018,,0,,0,,,,,0,1,0,
320504,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10029,0,,,,,0,,0,,,,,0,1,0,
320505,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,85,103,60,1018",,503,10002,0,,,1018,,0,,0,,,,,0,1,0,
320506,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10003,1,,,,,0,,0,,,,,0,1,0,
320507,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1018,103,0",,503,10001,0,,,1018,,103,,,,,,,0,1,0,
320508,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,85,103,60,1018",,503,10005,0,,,1018,,103,,,,,,,0,1,0,
320601,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,69,253,72",,503,10039,1,,,253,,0,,0,,,,,0,1,0,
320602,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,253,0",,503,10034,0,,,253,,0,,0,,,,,0,1,0,
320603,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,253,0",,503,10036,0,,,253,,102,3,0,,,,,0,1,0,
320604,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10035,0,,,,,0,,0,,,,,0,1,0,
320605,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10039,0,,,,,0,,0,,,,,0,1,0,
320606,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10036,0,,,,,101,"12759,12762,12763,12758,12759",1,,,,,0,1,0,
320607,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,253,0",,503,10034,0,,,253,,0,,0,,,,,0,1,0,
320608,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10045,0,,,,,0,,0,,,,,0,1,0,
320609,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10034,0,,,,,0,,0,,,,,0,1,0,
320610,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,253,0",,503,10034,0,,,253,,103,,,,,,,0,1,0,
320611,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,69,253,72",,503,10035,0,,,253,,103,,,,,,,0,1,0,
