id,name,description,code,priority,duration_type,duration_time,special_spot_config_id,mission_hurt_config_id,mission_buff_config_id,detect_target_type,detect_range,effect_target_type,effect_spotbelong_type,effect_range_type,effect_range,side_type,conflict_type,conditions_type,conditions_time,conditions_count,skill_config_id_on_birth,skill_config_id_on_death,death_effect_target_type,death_clear_spot,effect_birth,effect_death,effect_duration,effect_process_star,effect_process_end,effect_process_duration,effect_conditions,effect_conditions_type,spot_buff_config_id,pref_code
6440037,【标记】控制台III生效标记,,6440037,6440037,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440037,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440038,【标记】警报生效标记,,6440038,6440038,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440038,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440039,【标记】防御门I生效标记,,6440039,6440039,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440039,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,900002,0,0,0,0,0,3,
6440040,【标记】防御门II生效标记,,6440040,6440040,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440040,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,900002,0,0,0,0,0,3,
6440041,【标记】防御门III生效标记,,6440041,6440041,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440041,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,900002,0,0,0,0,0,3,
6440042,【标记】花粉爆炸标记,,6440042,6440042,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440042,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1019,0,0,0,0,0,0,
6440043,【标记】炮击阵地I生效标记,,6440043,6440043,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440043,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440044,【标记】炮击阵地II生效标记,,6440044,6440044,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440044,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440045,【标记】炮击伤害标记,,6440045,6440045,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440045,0;0,0-0;0-0,0,"0,6440001,0","0,0,0",0,0,1000044,0,0,0,0,0,0,0,0,
6440046,【标记】EMP手雷生效标记,,6440046,6440046,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440046,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440047,【标记】EMP爆炸标记,,6440047,6440047,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440047,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,1000020,0,0,0,0,0,1,0,0,
6440048,【标记】禁飞区,,6440048,6440048,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440048,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,900002,0,0,0,0,0,2,
6440049,【标记】禁飞区花粉,,6440049,6440049,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440049,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,1019,0,0,0,0,0,0,
6440050,【标记】炮击1cd标记,,6440050,6440050,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440050,0;0,0-0;0-0,0,"0,0,0","0,0,6440043",-1,0,1000043,0,0,0,0,0,0,0,0,
6440051,【标记】炮击2cd标记,,6440051,6440051,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440051,0;0,0-0;0-0,0,"0,0,0","0,0,6440044",-1,0,1000043,0,0,0,0,0,0,0,0,
6440052,请达成下述条件,,Rodelero,6440052,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440052,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440053,【标记】控制台X生效标记,,6440053,6440053,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440053,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440054,【标记】防御门XI生效标记,,6440054,6440054,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440054,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,900002,0,0,0,0,0,3,
6440055,【标记】防御门XII生效标记,,6440055,6440055,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440055,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,900002,0,0,0,0,0,3,
6440056,【标记】炸弹生效倒计时标记,,6440056,6440056,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440056,0;0,0-0;0-0,0,"0,0,0","0,0,6440057",-1,0,0,0,0,0,0,0,0,0,0,
6440057,【标记】炸弹生效标记,,6440057,6440057,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440057,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440058,【标记】控制台CD标记,,6440058,6440058,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440058,0;0,0-0;0-0,0,"0,0,0","0,0,6440053",-1,0,0,0,0,0,0,0,0,0,0,
6440059,【标记】炸弹爆炸特效标记,,6440059,6440059,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440059,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440060,【标记】预进攻特效标记,,6440060,6440060,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440060,0;0,0-0;0-0,0,"0,0,0","0,0,6440061",-1,0,0,0,0,0,0,0,0,0,0,
6440061,【标记】进攻特效标记,,6440061,6440061,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440061,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,1000017,0,0,0,0,0,0,0,0,
6440062,【标记】3-1阶段标记,,6440062,6440062,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440062,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440063,【标记】3-4胜利标记,,Cyclops,6440063,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440063,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440064,保证丹德莱存活,,Dandelion_Gri,6440064,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440064,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440065,【标记】控制台生效标记,,6440065,6440065,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440065,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440066,【标记】4-2阶段标记,,Console,6440066,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440066,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440067,【标记】控制台生效标记,,6440067,6440067,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440067,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440068,【标记】控制台生效标记2,,6440068,6440068,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440068,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440069,【标记】破解标记,,6440069,6440069,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440069,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440070,【标记】防御门生效标记,,6440070,6440070,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440070,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,900002,0,0,0,0,0,3,
6440071,【标记】控制台生效标记,,6440071,6440071,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440071,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440072,【标记】控制台生效标记2,,6440072,6440072,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440072,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440073,【标记】控制台生效标记3,,6440073,6440073,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440073,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440074,【标记】破解标记,,6440074,6440074,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440074,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440075,【标记】防御门生效标记,,6440075,6440075,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440075,0;0,0-0;0-0,0,"0,0,0","0,0,1000002",-1,0,0,0,900002,0,0,0,0,0,3,
6440076,【标记】防御门生效标记,,6440076,6440076,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440076,0;0,0-0;0-0,0,"0,0,0","0,0,1000002",-1,0,0,0,900002,0,0,0,0,0,3,
6440077,【标记】防御门生效标记,,6440077,6440077,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440077,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,900002,0,0,0,0,0,3,
6440081,【标记】炸弹倒计时1,,6440081,6440081,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440081,0;0,0-0;0-0,0,"0,0,0","0,0,6440090",-1,0,0,0,1000059,0,0,0,0,0,0,
6440082,【标记】炸弹倒计时2,,6440082,6440082,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440082,0;0,0-0;0-0,0,"0,0,0","0,0,6440081",-1,0,0,0,1000060,0,0,0,0,0,0,
6440083,【标记】炸弹倒计时3,,6440083,6440083,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440083,0;0,0-0;0-0,0,"0,0,0","0,0,6440082",-1,0,0,0,1000061,0,0,0,0,0,0,
6440084,【标记】炸弹倒计时4,,6440084,6440084,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440084,0;0,0-0;0-0,0,"0,0,0","0,0,6440083",-1,0,0,0,1000062,0,0,0,0,0,0,
6440085,【标记】炸弹倒计时5,,6440085,6440085,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440085,0;0,0-0;0-0,0,"0,0,0","0,0,6440084",-1,0,0,0,1000063,0,0,0,0,0,0,
6440086,【标记】炸弹倒计时6,,6440086,6440086,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440086,0;0,0-0;0-0,0,"0,0,0","0,0,6440085",-1,0,0,0,1000064,0,0,0,0,0,0,
6440087,【标记】炸弹倒计时7,,6440087,6440087,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440087,0;0,0-0;0-0,0,"0,0,0","0,0,6440086",-1,0,0,0,1000065,0,0,0,0,0,0,
6440088,【标记】炸弹倒计时8,,6440088,6440088,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440088,0;0,0-0;0-0,0,"0,0,0","0,0,6440087",-1,0,0,0,1000066,0,0,0,0,0,0,
6440089,【标记】炸弹倒计时9,,6440089,6440089,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440089,0;0,0-0;0-0,0,"0,0,0","0,0,6440088",-1,0,0,0,1000067,0,0,0,0,0,0,
6440090,【标记】炸弹爆炸,,6440090,6440090,1,1,0,6440003,0,-1,0,-1,"0,1,2,3",1,1,0,6440090,0;0,0-0;0-0,0,"0,1000010,0","0,0,0",-1,0,1000069,0,0,0,0,0,0,0,0,
6440091,【标记】炸弹生效标记,,6440091,6440091,1,3,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440091,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440092,【标记】炸弹生效标记,,6440092,6440092,1,3,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440092,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440093,【标记】炸弹生效标记,,6440093,6440093,1,4,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440093,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440094,【标记】炸弹生效标记,,6440094,6440094,1,5,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440094,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440095,【标记】4-4胜利用,,iaso,6440095,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440095,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6440100,【标记】控制台1按钮0,,6440100,6440100,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440100,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000039,0,0,0,0,0,0,
6440200,【标记】控制台2按钮0,,6440200,6440200,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440200,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000037,0,0,0,0,0,0,
6440300,【标记】控制台3按钮0,,6440300,6440300,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440300,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000033,0,0,0,0,0,0,
6440310,【标记】控制台3按钮1,,6440310,6440310,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440310,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000034,0,0,0,0,0,0,
6440320,【标记】控制台3按钮2,,6440320,6440320,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440320,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000035,0,0,0,0,0,0,
6440330,【标记】控制台3按钮3,,6440330,6440330,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440330,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000036,0,0,0,0,0,0,
6440340,【标记】控制台3按钮4,,6440340,6440340,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440340,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000037,0,0,0,0,0,0,
6440350,【标记】控制台3按钮5,,6440350,6440350,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440350,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000038,0,0,0,0,0,0,
6440360,【标记】控制台3按钮6,,6440360,6440360,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440360,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000039,0,0,0,0,0,0,
6440370,【标记】控制台3按钮7,,6440370,6440370,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440370,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000040,0,0,0,0,0,0,
6440380,【标记】控制台3按钮8,,6440380,6440380,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440380,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000041,0,0,0,0,0,0,
6440390,【标记】控制台3按钮9,,6440390,6440390,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440390,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000042,0,0,0,0,0,0,
6440400,【标记】控制台4按钮0,,6440400,6440400,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440400,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000033,0,0,0,0,0,0,
6440410,【标记】控制台4按钮1,,6440410,6440410,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440410,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000034,0,0,0,0,0,0,
6440420,【标记】控制台4按钮2,,6440420,6440420,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440420,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000035,0,0,0,0,0,0,
6440430,【标记】控制台4按钮3,,6440430,6440430,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440430,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000036,0,0,0,0,0,0,
6440440,【标记】控制台4按钮4,,6440440,6440440,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440440,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000037,0,0,0,0,0,0,
6440450,【标记】控制台4按钮5,,6440450,6440450,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440450,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000038,0,0,0,0,0,0,
6440460,【标记】控制台4按钮6,,6440460,6440460,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440460,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000039,0,0,0,0,0,0,
6440470,【标记】控制台4按钮7,,6440470,6440470,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440470,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000040,0,0,0,0,0,0,
6440480,【标记】控制台4按钮8,,6440480,6440480,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440480,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000041,0,0,0,0,0,0,
6440490,【标记】控制台4按钮9,,6440490,6440490,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440490,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000042,0,0,0,0,0,0,
6440500,【标记】控制台5按钮0,,6440500,6440500,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440500,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000033,0,0,0,0,0,0,
6440510,【标记】控制台5按钮1,,6440510,6440510,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440510,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000034,0,0,0,0,0,0,
6440520,【标记】控制台5按钮2,,6440520,6440520,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440520,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000035,0,0,0,0,0,0,
6440530,【标记】控制台5按钮3,,6440530,6440530,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440530,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000036,0,0,0,0,0,0,
6440540,【标记】控制台5按钮4,,6440540,6440540,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440540,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000037,0,0,0,0,0,0,
6440550,【标记】控制台5按钮5,,6440550,6440550,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440550,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000038,0,0,0,0,0,0,
6440560,【标记】控制台5按钮6,,6440560,6440560,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440560,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000039,0,0,0,0,0,0,
6440570,【标记】控制台5按钮7,,6440570,6440570,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440570,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000040,0,0,0,0,0,0,
6440580,【标记】控制台5按钮8,,6440580,6440580,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440580,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000041,0,0,0,0,0,0,
6440590,【标记】控制台5按钮9,,6440590,6440590,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440590,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000042,0,0,0,0,0,0,
6440600,【标记】控制台6按钮0,,6440600,6440600,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440600,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000033,0,0,0,0,0,0,
6440610,【标记】控制台6按钮1,,6440610,6440610,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440610,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000034,0,0,0,0,0,0,
6440620,【标记】控制台6按钮2,,6440620,6440620,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440620,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000035,0,0,0,0,0,0,
6440630,【标记】控制台6按钮3,,6440630,6440630,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440630,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000036,0,0,0,0,0,0,
6440640,【标记】控制台6按钮4,,6440640,6440640,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440640,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000037,0,0,0,0,0,0,
6440650,【标记】控制台6按钮5,,6440650,6440650,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440650,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000038,0,0,0,0,0,0,
6440660,【标记】控制台6按钮6,,6440660,6440660,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440660,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000039,0,0,0,0,0,0,
6440670,【标记】控制台6按钮7,,6440670,6440670,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440670,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000040,0,0,0,0,0,0,
6440680,【标记】控制台6按钮8,,6440680,6440680,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440680,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000041,0,0,0,0,0,0,
6440690,【标记】控制台6按钮9,,6440690,6440690,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6440690,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,1000042,0,0,0,0,0,0,
6448881,【标记】提示倒计时1,,6448881,6448881,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448881,0;0,0-0;0-0,0,"0,0,0","0,0,6449984",-1,0,0,0,1000059,0,0,0,0,0,0,
6448882,【标记】提示倒计时2,,6448882,6448882,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448882,0;0,0-0;0-0,0,"0,0,0","0,0,6448881",-1,0,0,0,1000060,0,0,0,0,0,0,
6448883,【标记】提示倒计时3,,6448883,6448883,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448883,0;0,0-0;0-0,0,"0,0,0","0,0,6448882",-1,0,0,0,1000061,0,0,0,0,0,0,
6448884,【标记】提示倒计时4,,6448884,6448884,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448884,0;0,0-0;0-0,0,"0,0,0","0,0,6448883",-1,0,0,0,1000062,0,0,0,0,0,0,
6448885,【标记】提示倒计时5,,6448885,6448885,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448885,0;0,0-0;0-0,0,"0,0,0","0,0,6448884",-1,0,0,0,1000063,0,0,0,0,0,0,
6448886,【标记】提示倒计时6,,6448886,6448886,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448886,0;0,0-0;0-0,0,"0,0,0","0,0,6448885",-1,0,0,0,1000064,0,0,0,0,0,0,
6448887,【标记】提示倒计时7,,6448887,6448887,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448887,0;0,0-0;0-0,0,"0,0,0","0,0,6448886",-1,0,0,0,1000065,0,0,0,0,0,0,
6448888,【标记】提示倒计时8,,6448888,6448888,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448888,0;0,0-0;0-0,0,"0,0,0","0,0,6448887",-1,0,0,0,1000066,0,0,0,0,0,0,
6448889,【标记】提示倒计时9,,6448889,6448889,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6448889,0;0,0-0;0-0,0,"0,0,0","0,0,6448888",-1,0,0,0,1000067,0,0,0,0,0,0,
6449971,【标记】秃洞减分3,,6449971,6449971,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449971,0;0,0-0;0-0,0,"0,0,0","0,0,6449973",-1,0,0,0,0,0,0,0,0,0,0,
6449972,【标记】秃洞减分8,,6449972,6449972,1,6,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449972,0;0,0-0;0-0,0,"0,0,0","0,0,6449973",-1,0,0,0,0,0,0,0,0,0,0,
6449973,【标记】秃洞减分标记,,6449973,6449973,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449973,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6449974,【标记】炸弹8生效标记,,6449974,6449974,1,7,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449974,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6449975,【标记】按钮次数累计,,6449975,-1,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449975,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6449976,[avg]-44-L-C-3-3_B1,,6449976,6449976,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449976,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6449981,[avg]-44-L-C-DI4-3,,6449981,6449981,1,0,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449981,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6449982,[avg]-44-L-C-D24-3-1,,6449982,6449982,1,0,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449982,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6449983,[avg]-44-L-C-D24-3-2,,6449983,6449983,1,0,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449983,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
6449984,[avg]-44-L-C-4-4_W,,6449984,6449984,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449984,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,1000069,0,0,0,0,0,0,0,0,
6449989,【标记】秃洞加分用,,6449989,6449989,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,6449989,0;0,0-0;0-0,0,"0,0,0","0,0,0",-1,0,0,0,0,0,0,0,0,0,0,
