id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id
344,FARA 83,FARA 83,FARA83,,,渣念//c三谷綾子//c,Type                       Assault Rifle//nMass                       3.95 kg (8.71 lb)//nLength                     1000 mm (39.4 in) stock extended//n                           745 mm (29.3 in) stock folded//nBarrel length              452 mm (17.8 in)//nCartridge                  5.56×45mm NATO//nCaliber                     5.56mm//nAction                      Gas-operated reloading//nRate of fire               750 rounds/min//nMuzzle velocity            980 m/s//nEffective firing range     500 m//nFeed system                30 round detachable box magazine//nSights                      Iron sights,,4,4,13200,20,20,10,10,2,5,5,0,100,106,115,100,133,105,0,15,20,0,118,100,117401,0,300103,117402,"117404,117435",12,2,"16,17,18","1,10;4,15",0,"1;1,2,3,4,13",2;8,"3;9,10",,48,0,2021-08-26 00:00:00,245,4,0,,,,10403
345,MG338,MG338,MG338,,,DANGERDROP//c河瀬茉希//c,Type                       Machine gun//nMass                       9.07 kg (20 lb)//nLength                     1270 mm(50 in)//nBarrel length              609.6 mm(24 in)//nCaliber                    .338 Norma Magnum//nAction                     Automatic//cGas Operated//nRate of fire               600 m/s//nEffective firing range     2000 m//nFeed system                30/50/100-round belt,,5,5,22560,40,30,25,15,5,5,2,5,105,125,115,100,100,100,0,15,5,9,125,100,750027,0,750028,"750029,750030,750031,750032,750033,750034",,18,6,"18,22,23,24","1,15;8,15",0,"2;5,17","1;1,2,3,16",3;14,,238,0,2021-08-26 00:00:00,246,5,0,,,,10202
346,CZ 100,CZ 100,CZ100,,,霜叶//c影山灯//c,Type                       Pistol//nMass                       0.645 kg (1.42 lb)//nLength                     177 mm (6.96 in)//nBarrel length              96 mm (3.78 in)//nCartridge                  13 + 1 rounds (9mm)//n                           10 + 1 rounds (.40 S&W)//nCaliber                     9 mm Parabellum//c .40 S&W//nAction                      semi-automatic//c recoil-operated//c//n                            locked breech//nFeed system                13-round detachable box magazine (9mm)//n                           10-round detachable box magazine (.40 S&W)//nSights                     3-dot Sight,,1,4,2880,10,10,5,5,2,2,2,0,110,108,110,100,116,115,0,15,20,0,112,100,750068,0,300101,,"750069,750070",13,0,"8,9,14","1,12;3,25",0,"1;4,13,16",2;6,3;10,,212,0,2021-09-23 00:00:00,1,4,0,,,,10303
347,SR-2,SR-2,SR2,,,Yannn//c樫本美穂//c,Type                       Submachine gun//nMass                       1.65 kg (3.6 lb)//nLength                     603 mm (23.7 in) stock extended//n                           367 mm (14.4 in) stock folded//nBarrel length              174 mm (6.9 in)//nCartridge                   9×21 mm Gyurza//nAction                      Gas-operated//c rotating bolt//nRate of fire               950 rounds/min//nMuzzle velocity            415–430 m/s//nEffective firing range     200 m//nFeed system                20- or 30-round detachable box magazine//nSights                      KP SR-2 reflex sight (red-dot sight),,2,5,9180,25,20,15,10,5,5,2,0,118,115,118,100,120,105,0,15,5,0,110,100,750075,0,750077,"750071,750076","750073,750074",12,"2,4","7,12,17,8,18,11","3,50;5,20",0,"3;9,10","2;5,6","1;1,2,3,4,13",,150,0,2021-09-23 00:00:00,"1,2",5,0,,,nation_Russia,10202
348,HS.50,HS.50,HS50,,,小沢//c都月彩楓//c,Type                       Rifle//nMass                       12.4 kg (25.8 lb)//nLength                     1370 mm(54 in)//nBarrel length              833 mm(33 in)//nCartridge                   .50 BMG//n                           .460 Steyr//nCaliber                     .50 BMG//nAction                      Bolt action//nEffective firing range     1500-2500 m//nFeed system                Single shot,,3,5,17340,15,30,10,15,5,2,5,0,100,140,94,100,118,80,0,15,40,0,130,100,117901,0,117904,117902,117903,12,1,"11,12,17,18","6,18",0,2;5,"1;1,2,3,13",3;15,,241,0,2021-09-23 00:00:00,"1,2",5,0,,,,10402
349,AK74M,AK74M,AK74M,,,やこぶ//c//c,Type                       Assault Rifle//nMass                       3.4 kg (7.5 lb)//nLength                     942 mm (37.1 in) stock extended//n                           704 mm (27.7 in) stock folded//nBarrel length              415 mm (16.3 in)//nCaliber                    5.45x39 mm//nAction                     Semi-Auto//cFull-Auto//nRate of fire               650 rounds/min//nMuzzle velocity            900 m/s//nEffective firing range     300-500 m//nFeed system                30//c 45-round box magazine//nSights                      Iron sights,,4,4,13500,20,20,10,10,2,5,5,0,100,105,105,100,125,100,0,15,20,0,132,100,118001,0,300103,"118012,118013,756162,756174,756186",,13,"2,4","12,17,18,14,19","1,20;5,20",0,"1;1,2,3,4,13",2;8,"3;9,10",,48,0,2021-09-23 00:00:00,"1,2",4,0,,,nation_Russia,10402
350,FO-12,FO-12,FO12,,,八号地球//c下田麻美//c,Type                       Shotgun//nMass                       4.2 kg（9.2 lbs）//nLength                     920mm(36.2 in)//nBarrel length              470mm(18.5 in)//nCaliber                    12 gauge//nAction                     Gas-operated//c//n                           long-stroke gas piston//nFeed system                5//c8//c10-round box magazines//n                           20//c30-round drum magazines,,6,5,30000,30,40,15,25,5,2,5,5,116,100,138,100,110,90,125,15,40,5,106,100,750148,0,750157,"300202,750193,750149,750152,750153,750154,750155,750156,750158,750159,750160,750161,750162,750163,750164,750165,750166,750167",750150,7,5,"1,2,3","1,10;5,30",0,3;11,2;7,"1;1,2,3,4",,164,0,2021-11-18 00:00:00,2,5,0,,,nation_US,10402
351,M26-MASS,M26-MASS,M26MASS,,,--//c柚木涼香//c,Type                       Shotgun//nMass                       1.36 kg (3 lb) underbarrel//n                           2.26 kg (5 lb) with collapsible stock//n                           1.58 kg (3.5 lb) stock removed//nLength                     419 mm (16.5 in) underbarrel//n                           673 mm (26.5 in) stock extended//n                           610 mm (24 in) stock collapsed//n                           457 mm (18 in) stock removed//nBarrel length              197 mm (7.75 in)//nCaliber                     12 gauge//nAction                     Manually cycled straight-pull bolt action//nFeed system                3 or 5 round detachable box magazine//nSights                      underbarrel configuration://n                           zeroed for host rifle M16/ M4 sights//n                           stand alone configuration://n                           flip up non-adjustable iron sights//n                           or MIL-STD-1913 rail attached optic,,6,5,29880,30,40,15,25,5,2,5,5,115,110,110,100,118,110,120,15,40,5,115,100,750141,0,750157,"750142,750143,750144,750145,750146,300202,300203",,8,5,"2,3,4","1,15;3,10",0,3;11,2;7,"1;1,2,3,4",,164,0,2021-11-18 00:00:00,2,5,0,,,nation_US,10705
352,新星,Nova,Nova,,,AC_130//c高木美佑//c,Type                       Shotgun //nMass                       3.63kg（8 lbs）//nLength                     1155.7-1257.3mm(45.5-49.5 in)//nBarrel length              609.6-711.2mm (18.5-28 in)//nCartridge                   12-gauge shotshell//n                            20-gauge shotshell//nAction                      Pump-action//nEffective firing range     50 m//nFeed system                4+1 internal magazine//nSights                     Mid: Metal bead//n                           Front: Red bar,,6,4,28080,30,40,15,25,5,2,5,5,120,95,105,100,100,125,105,15,40,7,120,100,750188,0,300106,"300202,300203,750189,750192","750190,750191",13,"5,6","7,12,17,8,18,9,14,19","1,10;8,10",0,3;11,2;7,"1;1,2,3,4",,165,0,2021-11-18 00:00:00,2,4,0,,,nation_Italy,10403
353,MAG-7,MAG-7,MAG7,,,油库狸//c伊藤彩沙//c,Type                       Shotgun//nMass                       4 kg (8.2 lb)//nLength                     550 mm (21.6 in)//nBarrel length               320 mm (12.6 in)//nCartridge                  12 gauge x 60 mm cartridges//nAction                      Pump-action//nEffective firing range     40 m (45 yd)//nFeed system                5 cartridge removable box magazine,,6,4,25800,30,40,15,25,5,2,5,5,110,145,100,100,130,80,110,15,40,5,110,100,750168,0,750157,"300202,300203,750169,750170,750171,750173,750174,750176,750187,750186","750175,750177,750178,750179,750180,750181,750182,750184,750185",9,5,"3,4,5","1,10;3,10",0,3;11,2;7,"1;1,2,3,4",,165,0,2021-11-18 00:00:00,2,4,0,,,,10802
354,ZiP .22,ZiP .22,ZIP22,,,油库狸//c嶋村侑//c,Type                       Pistol//nMass                       0.43 kg//nLength                     184 mm//nBarrel length              133 mm//nCartridge                  .22 Long Rifle//nCaliber                    .223 in (5.7 mm)//nAction                     Straight blowback//nFeed system                Vertical//nSights                     Notch and blade,,1,4,3480,10,10,5,5,2,2,2,0,100,120,120,100,88,128,0,15,20,0,105,100,750213,0,300101,750209,"750210,750211,750212,750214",12,0,"6,8,7,16,17,18","1,10;3,25",0,"1;4,13,16",2;6,3;10,,212,0,2021-12-16 00:00:00,1,4,0,,,nation_US,10302
355,维涅龙M2,VigneronM2,VigneronM2,,,波波//c矢作紗友里//c,Type                       Submachine gun//nMass                       3.28 kg//nLength                     872 mm stock extended//n                           695 mm stock folded//nBarrel length              305 mm//nCartridge                  9×19mm NATO//nAction                     Blowback//nRate of fire               620 rounds/min//nMuzzle velocity            381 m/s//nEffective firing range     100 m//nFeed system                32-round Dual column//n                           single feed magazine//nSights                     Fixed,,2,4,7920,25,20,15,10,5,5,2,0,100,110,108,100,130,125,0,15,5,0,108,100,750215,0,300102,750227,,12,4,"6,8","1,20;5,20",0,"3;9,10",2;6,"1;1,2,3,4,13",,150,0,2021-12-16 00:00:00,"1,2",4,0,,,nation_Belgium,10704
356,A-545,A-545,A545,,,卜尔Q//c矢作紗友里//c,Type                       Assault rifle//nMass                       3.3 kg//nLength                     960 mm stock extended//n                           720 mm stock folded//nBarrel length              420 mm//nCartridge                  5.45×39mm//nRate of fire               900 rounds/min//nFeed system                30-round box magazine,,4,5,14820,20,20,10,10,2,5,5,0,100,115,118,100,120,110,0,15,20,0,130,100,750199,0,750202,"750203,750204,750205","750200,750201,750207",14,2,"20,18,19","1,25;2,15",0,"1;1,2,3,4,13",2;8,"3;9,10",,48,0,2021-12-16 00:00:00,"1,2",5,0,,,nation_Russia,10202
357,芮诺,Rhino,Rhino,,,柱柱//c//c,Type                       Pistol//nMass                       936g (33 oz)//nLength                      267 mm (10.5 in)//nBarrel length              152 mm (6.0 in)//nCartridge                   .357 Magnum/.38 Special//n                           9x19mm Parabellum//n                           .40 S&W//n                           9×21mm//nAction                     DA/SA or DAO revolver//nFeed system                 6-round hexagonal cylinder//nSights                     Fixed open sights,,1,5,5700,10,10,5,5,2,2,2,0,110,120,105,100,150,100,0,15,40,0,125,100,750265,0,750266,"750267,750268,750269,750273,750349,750350,750351,750352,750353,750354,750355,750356,750357,750358,750359,750360","750270,750271,750272,750274,750275",13,0,"12,17,18,8,9,14","1,15;5,10",0,"1;4,13,16",2;6,3;10,,4,0,2022-01-13 00:00:00,250,5,0,,,nation_Italy,10203
358,PPQ,PPQ,PPQ,,,Goti//c嶋村侑//c,Type                        Semi-automatic pistol//nMass                        615 g (21.7 oz)//nLength                     180 mm (7.1 in)//nBarrel length              102 mm (4.0 in)//nCartridge                  9×19mm Parabellum//n                           9×21mm//n                           .40 S&W//n                           .45 ACP//nAction                     Short recoil operated//n                           locked breech//nMuzzle velocity            408 m/s//nEffective firing range     50 m //nFeed system                 10//c 15 or 17-round detachable box magazine//nSights                     Interchangeable 3-dot iron sight,,1,4,3240,10,10,5,5,2,2,2,0,105,118,115,100,120,98,0,15,20,0,115,100,750247,0,300101,,"750248,750249,750250,750251",13,0,"12,19,18,8,9,14","1,15;3,20",0,"1;4,13,16",2;6,3;10,,212,0,2022-01-13 00:00:00,248,4,0,,,nation_German,10202
359,斯特林,Sterling,Sterling,,,脆皮炸虾球//c//c,Type                       Submachine gun//nMass                        2.7 kg (6.0 lb)//nLength                      686 mm (27.0 in)//nBarrel length               196 mm (7.7 in)//nCartridge                  9×19mm Parabellum//nAction                      API Blowback//nRate of fire               550 rounds/min//nMuzzle velocity            400 m/s//nEffective firing range     50 - 100 m//nMaximum firing range       200 m//nFeed system                 32-round box magazine//nSights                      Iron sights,,2,5,9300,25,20,15,10,5,5,2,0,112,105,105,100,110,115,0,15,5,0,120,100,119101,0,300102,"900156,119102,119106,119104",119105,13,"2,4","12,8,9,14,7","1,30;4,10",0,"3;9,10",2;6,"1;1,2,3,4,13",,150,0,2022-01-13 00:00:00,248,5,0,,,,10402
360,TF-Q,TF-Q,TFQ,,,SWAV//c//c,Type                       Rifle//nMass                       2.9 kg//nLength                     891.5 mm stock extended//n                           657.8 mm stock folded//nBarrel length              406 mm//nCartridge                  .308win//n                           6.5 creedmoor,,3,4,15900,15,30,10,15,5,2,5,0,102,112,110,100,120,95,0,15,40,0,118,100,750242,0,750246,750243,750245,13,1,"18,14","6,15",0,2;5,"1;1,2,3,13",3;15,,241,0,2022-01-13 00:00:00,249,4,0,,,nation_US,10802
361,QBZ-191,QBZ-191,QBZ191,,,薯子Imoko//c//c,Type                       Assault rifle//nBarrel length              368.3 mm (14.5 in)//nCartridge                  5.8×42mm DBP-191//nAction                     Gas-operated short-stroke piston//nRate of fire               750 rounds/min//nEffective firing range     400 m//nFeed system                30-round detachable box magazine//n                           75-round detachable drum magazine//nSights                     QMK-152 (3x)//n                           IR5118 thermal scope (1x)//n                           CS/OS20A (4x-15x),,4,5,13800,20,20,10,10,2,5,5,0,110,122,116,100,122,110,0,15,20,0,120,100,119001,0,119003,,"119002,119004,119005,119006,119007,119008,119030,119031,119032,119033,119034",13,2,"17,18,19","2,-10;4,35",0,"1;1,2,3,4,13",2;8,"3;9,10",,48,0,2022-01-13 00:00:00,249,5,0,,,nation_China,10402
362,LS26,LS26,LS26,,,沈黙少女//c影山灯//c,Type                       Light machine gun//nMass                       9.3 kg (20.5 lbs)//nLength                     1109 mm(43.7 in)//nBarrel length              500 mm(19.7 in)//nCartridge                  7.62×53mmR//n                           7.92×57mm//nAction                     Short-recoil operation//nRate of fire               450 to 550 round/min//nMuzzle velocity            800 m/s//nEffective firing range     400 m//nFeed system                 20- or 75-round magazine,,5,4,22800,40,30,25,15,5,5,2,5,100,135,90,100,120,100,0,15,5,9,118,100,750252,0,750238,"750239,750240,750241,750254",750253,18,6,"23,24","3,12;8,15",0,"2;5,17","1;1,2,3,16",3;14,,238,0,2022-01-13 00:00:00,248,4,0,,,,10403
363,MPL,MPL,MPL,,,X布//c//c,Type                       Submachine gun//nMass                       3.0 kg (6.6 lb)//nLength                     749 mm stock extended//n                           462 mm stock folded//nBarrel length              260 mm (10.2 in)//nCartridge                  9×19mm Parabellum//nAction                     Blowback//nRate of fire               550 rounds/min//nMuzzle velocity            396 m/s//nEffective firing range     200 m//nFeed system                32-round detachable box magazine//nSights                      Iron sights,,2,4,8400,25,20,15,10,5,5,2,0,105,110,95,100,90,105,0,15,5,0,125,100,119301,0,300102,"119306,119310","119302,119303,119304,119308,119309",13,"2,4","7,8,18,9","1,20;4,15",0,"3;9,10",2;6,"1;1,2,3,4,13",,150,0,2022-04-07 00:00:00,"1,2",4,0,,,nation_German,10301
364,MPK,MPK,MPK,,,X布//c//c,Type                       Submachine gun//nMass                       2.8 kg (6.17 lb)//nLength                     659 mm stock extended//n                           373 mm stock folded//nBarrel length              173 mm (10.2 in)//nCartridge                  9×19mm Parabellum//nAction                     Blowback//nRate of fire               550 rounds/min//nMuzzle velocity            356 m/s//nEffective firing range     100 m//nFeed system                32-round detachable box magazine//nSights                      Iron sights,,2,4,8400,25,20,15,10,5,5,2,0,105,105,95,100,90,110,0,15,5,0,125,100,119201,0,300102,"119202,119210,119211","119203,119204,119206,119207,119208,119209",8,"2,4","2,3,8,4","1,20;4,15",0,"3;9,10",2;6,"1;1,2,3,4,13",,150,0,2022-04-07 00:00:00,"1,2",4,0,,,nation_German,10302
365,SCR,SCR,SCR,,,RIRE//c//c,Type                        Assault rifle//nMass                       3.97 lb//nLength                     20.25 in//nBarrel length              7.25 in//nCartridge                  5.56mm//n                           .300BLK//nCaliber                    5.56×45mm NATO,,4,5,15120,20,20,10,10,2,5,5,0,100,105,112,100,120,115,0,15,20,0,135,100,750382,0,750383,"750384,750385,750386,750387,750388,750389,750390,750391,750392,750393,750394,750395,750396",,13,2,"18,19","4,25",0,"1;1,2,3,4,13",2;8,"3;9,10",,48,0,2022-04-07 00:00:00,"1,2",5,0,,,nation_US,10704
1001,诺爱尔,Noel,BB_Noel,,我必须一直前进下去，所以不管是谁……请不要阻挡我的道路！,水熊//c近藤佳奈子//c,,,1,5,3600,10,10,5,5,2,2,2,0,90,140,120,100,120,110,0,15,20,0,120,100,106406,0,300111,,,13,0,"7,9,12,14,17,19","2,15;4,10",0,"1;4,13,16",2;6,3;10,,1001,1,2017-06-22 00:00:00,0,7,0,,,collab,0
1002,艾尔菲尔特,Elphelt,GG_elfeldt,,女人任何时候都站在名为“恋爱”的战场上。可别小看我们踏过的战场数量哦！,ZAGALA//c洲崎綾//c,,,6,5,30600,30,40,15,25,5,2,5,5,125,130,110,100,120,80,125,15,40,5,95,100,106407,0,300110,"300202,300203",,8,5,"2,4","1,15;3,15",0,3;11,2;7,"1;1,2,3,4",,1002,1,2017-06-22 00:00:00,0,7,0,,,collab,0
1003,琪亚娜,Kiana,Kiana,,我只是一个偶然在这里路过的学生妹啦。琪亚娜·卡斯兰娜，没事可别随便叫这个名字哦！,水乌龟//c//c,,,1,5,3600,10,10,5,5,2,2,2,0,105,125,125,100,118,115,0,15,20,0,104,100,107301,0,300101,200485,,13,0,"12,14,17,19","1,10;4,15",0,"1;4,13,16",2;6,3;10,,1003,1,2017-11-16 00:00:00,309,7,0,,,collab,0
1004,雷电芽衣,Mei,RaidenMei,,你好啊，小鬼……请多指教，我的名字是……雷电芽衣。,NIN//c//c,,,3,5,17400,15,30,10,15,5,2,5,0,95,135,98,100,105,95,0,15,40,0,120,100,107401,0,300104,200485,,13,1,"14,19","6,18",0,2;5,"1;1,2,3,13",3;15,,1004,1,2017-11-16 00:00:00,307,7,0,,,collab,0
1005,布洛妮娅,Bronya,Bronya,,布洛妮娅·扎伊切克……机能启动。正在载入瓦尔基里系统……,水熊//c//c,,,3,5,17400,15,30,10,15,5,2,5,0,92,122,110,100,115,100,0,15,40,0,120,100,107101,0,300104,200485,,13,1,"12,17","6,18",0,2;5,"1;1,2,3,13",3;15,,1005,1,2017-11-16 00:00:00,307,7,0,,,collab,0
1006,德丽莎,Theresa,Theresa,,我是圣芙蕾雅学园的学园长——德丽莎·阿波卡利斯，可不要以为我是个小孩子！,咩爆//c//c,,,1,5,3600,10,10,5,5,2,2,2,0,125,120,105,100,105,120,0,15,20,0,104,100,107501,0,301901,200486,"107503,107504,107505",13,0,"7,9,12,14","2,15;3,25",0,"1;4,13,16",2;6,3;10,,1006,1,2017-11-16 00:00:00,306,7,0,,,collab,0
1007,无量塔姬子,Himeko,Himeko,,……就是你来指挥我吗？哼……我无量塔姬子还真是被小看了。,DOGALA//c//c,,,4,5,14100,20,20,10,10,2,5,5,0,110,126,95,100,105,100,0,15,20,0,122,100,107601,0,302001,200485,107602,13,2,18,"1,20;2,20",0,"1;1,2,3,4,13",2;8,"3;9,10",,1007,1,2017-11-16 00:00:00,308,7,0,,,collab,0
1008,希儿,Seele,Seele,,"您、您好,初次见面。我的名字是……希儿·芙乐艾。",DOGALA//c//c,,,6,5,28800,30,40,15,25,5,2,5,5,112,128,108,100,110,130,120,15,40,5,90,100,107001,0,300110,"107002,200487",,8,5,"2,4","1,20;3,10",0,3;11,2;7,"1;1,2,3,4",,1008,1,2017-11-16 00:00:00,306,7,0,,,collab,0
1009,克莉尔,CLEAR,CLEAR,,感到耀眼吗？别再逃避了，抓住它吧！这就是你所渴望的荣耀之光！,水熊//c//c,,,1,5,3600,10,10,5,5,2,2,2,0,100,100,106,100,108,103,0,15,20,0,140,100,109401,0,109403,"109404,109405,109407",109402,13,0,"7,8,9,12,14","2,15;3,25",0,"1;4,13,16,18",2;6,3;10,,1009,1,2018-03-22 00:00:00,206,7,0,,,collab,0
1010,菲尔,FAIL,FAIL,,哼哼~这种地方也会欢迎坏孩子吗？那就让你看看吧，这道来自混沌深处的光芒~,水熊//c//c,,,1,5,3600,10,10,5,5,2,2,2,0,100,100,106,100,108,103,0,15,20,0,140,100,109501,0,109503,,109502,13,0,"12,14,17,18,19","1,15;3,25",0,"1;4,13,16,18",2;6,3;10,,1010,1,2018-03-22 00:00:00,306,7,0,,,collab,0
1017,吉尔·斯汀雷,Jill Stingray,Jill,,,小吃//c//c,,,1,5,3600,10,10,5,5,2,2,2,0,120,102,100,100,100,120,0,15,20,0,130,100,710101,0,710119,"710123,710124,710125,710126,710127,710128,710129,710130,710131,710132,710133,710813","710107,710108,710110,710111,710112,710113,710109",13,0,"7,12,17,8,18,9,14,19","1,20;3,20",0,"1;4,13,16,18","2;6,19","3;10,20",,1003,1,2019-06-13 00:00:00,221,7,0,,,collab,0
1018,赛伊·朝雾,Sei Asagiri,SEI,,,NIN//c//c,,,1,5,3600,10,10,5,5,2,2,2,0,128,108,100,100,120,105,0,15,20,0,118,100,710401,0,710402,"710409,710410,710812","710406,710407",13,0,"7,12,18,9,14","1,15;4,10",0,"1;4,13,16",2;6,"3;10,20",,1006,1,2019-06-13 00:00:00,222,7,0,,,collab,0
1019,多萝西·海兹,Dorothy Haze,Dorothy,,,废人//c//c,,,2,5,8880,25,20,15,10,5,5,2,0,100,95,96,100,105,122,0,15,5,0,130,100,710301,0,710307,"710302,710305,710306,710810","710303,710304",13,"3,4","7,9","1,15;3,25",0,"3;9,10","2;6,19","1;1,2,3,4,13",,224,1,2019-06-13 00:00:00,223,7,0,,,collab,0
1020,史黛拉·星井,Stella Hoshii,Stella,,,暖森//c//c,,,3,5,17400,15,30,10,15,5,2,5,0,102,102,102,100,118,100,0,15,40,0,130,100,710501,0,710502,"710503,710506,710507,710808","710504,710505",13,1,"17,19","6,18",0,2;5,"1;1,2,3,13","3;15,20",,1005,1,2019-06-13 00:00:00,222,7,0,,,collab,0
1021,阿尔玛·阿玛斯,Alma Armas,Alma,,,洲川Terras//c//c,,,5,5,23760,40,30,25,15,5,5,2,5,118,108,120,100,120,90,0,15,5,9,122,100,710601,0,710608,"300201,300202,710811",710609,18,6,"23,24","1,15;8,15",0,"2;5,17","1;1,2,3,16","3;14,20",,238,1,2019-06-13 00:00:00,223,7,0,,,collab,0
1022,达娜·赞恩,Dana Zane,Dana,,,DOGALA//c//c,,,6,5,28800,30,40,15,25,5,2,5,5,122,128,95,100,132,110,122,15,40,1,105,100,710201,0,710204,"300202,710205,710203,710206,710809",710202,8,5,"2,3,4","1,15;3,15",0,"3;11,20",2;7,"1;1,2,3,4",,1008,1,2019-06-13 00:00:00,220,7,0,,,collab,0
1023,海莉艾塔,Henrietta,Henrietta,,,多元菌//c//c,,,2,5,8880,25,20,15,10,5,5,2,0,108,112,115,100,120,126,0,15,5,0,118,100,900680,0,300102,"900681,900682,900683,910681,910682,910683,910684,910685,910686,910687,910688","900684,900685,900686,900687",14,"2,4","8,9,14,15","1,12;3,20",0,"3;9,10",2;6,"1;1,2,3,4,13,18",,1027,1,2020-07-20 00:00:00,231,7,0,,,collab,0
1024,莉可,Rico,Rico,,,薯子Imoko//c//c,,,3,5,17400,15,30,10,15,5,2,5,0,90,120,110,100,120,100,0,15,40,0,120,100,900692,0,900690,,"900691,900693,900694",17,1,"12,11,16","6,18",0,2;5,"1;1,2,3,13","3;15,20",,1005,1,2020-07-20 00:00:00,233,7,0,,,collab,0
1025,崔耶拉,Triela,Triela,,,多元菌//c//c,,,6,5,28800,30,40,15,25,5,2,5,5,115,120,100,100,100,95,115,15,40,4,110,100,900704,0,900700,"300203,900701,900703",900702,8,5,"8,2,3,4","1,10;3,15",0,3;11,"2;7,19","1;1,2,3,4",,1008,1,2020-07-20 00:00:00,233,7,0,,,collab,0
1026,库拉耶丝,Claes,Claes,,,RIRE//c//c,,,5,5,23760,40,30,25,15,5,5,2,5,95,90,125,100,125,130,0,15,5,8,135,100,900713,0,900710,"900711,900712,900715",900714,18,6,"23,24","1,15;8,15",0,"2;5,17","1;1,2,3,16,18",3;14,,1026,1,2020-07-20 00:00:00,232,7,0,,,collab,0
1027,安洁莉卡,Angelica,Angelica,,,陆银//c//c,,,4,5,14100,20,20,10,10,2,5,5,0,110,118,110,100,132,105,0,15,30,0,125,100,900721,0,900720,"900722,900723",900724,13,"2,4","12,17,18,14,19","1,10;3,20",0,"1;1,2,3,4,13",2;8,"3;9,10,20",,1007,1,2020-07-20 00:00:00,232,7,0,,,collab,0
1028,特工维克托,Vector,VectorAgent,,,RIRE//c//c,"Type                       Submachine gun//n//nWeight                     6 lb (2.7 kg) (SMG & SBR/SO)//n//n                           7 lb (3.2 kg) (CRB/SO)//n//nLength                     24.3 in (620 mm) (SMG & SBR/SO)//n//n                           16 in (410 mm) w/stock folded//n//n                           34.8 in (880 mm) (CRB/SO)//n//n                           26.5 in (670 mm) w/stock folded//n//nBarrel length              5.5 in (140 mm) (SMG//c SBR/SO//c SDP)//n//n                           16 in (410 mm) (CRB/SO)//n//n                           18.6 in (470 mm) (CRB/SO @ Canada)//n//nCartridge                  .45 ACP (11.43x23 mm)//n//nAction                     Delayed blowback//c closed bolt//n//nRate of fire               Prototype: 1//c500 rounds per minute//n//n                           Vector SMG: 1//c200 RPM//n//n                           Civilian models: semi-auto only//n//nEffective firing range     55 yards (70 yards with 16 inch barrel)//n//nFeed system                10 & 13-round detachable box magazine//n//n                           25-round w/optional ""MagEx 25+"" extension//n//nSights                     Flip-up iron//n//n                           MIL-STD-1913 rail provided for optics",,2,5,9300,25,20,15,10,5,5,2,0,105,115,130,100,90,120,0,15,5,0,105,100,900991,0,300102,,"900995,900997,900998",13,4,"7,8","1,12;3,35",0,"3;9,10,20","2;6,19","1;1,2,3,4,13,18",,1028,1,2020-11-26 00:00:00,238,7,0,,,collab,0
1029,特工416,HK416,HK416Agent,,,NIXOO//c//c,Type                       Assault rifle//n//nWeight                     2.950 kg (6.50 lb)//n//nLength                     690 mm (27.2 in) stock extended //n//n                           560 mm (22.0 in) stock collapsed//n//nBarrel length              228 mm (9.0 in)//n//nWidth                      78 mm (3.1 in)//n//nHeight                     236 mm (9.3 in)//n//nCartridge                  5.56×45mm NATO//n//nAction                     Short-stroke piston//c rotating bolt//n//nRate of fire               700 – 900 rounds/min (cyclic)//n//nMuzzle velocity            Varies according to barrel length://n//n                           788 m/s (10.4 in)//n//n                           882 m/s (14.5 in)//n//n                           890 m/s (16.5 in)//n//n                           917 m/s (19.9 in)//n//nEffective firing range     300 m (11´´Model) Point Targets//n//nMaximum firing range       400m (11´´ Model) Area Targets//n//nFeed system                20//c 30-round detachable STANAG magazine//c //n//n                           100-round detachable Beta C-Mag//n//nSights                     Rear rotary diopter sight and front post//c//n//n                           Picatinny rail,,4,5,14100,20,20,10,10,2,5,5,0,110,115,115,100,115,110,0,15,20,0,115,100,901011,0,300103,,"901010,901017,901021,902017,901013,901024",13,2,"18,19","1,20;4,15",0,"1;1,2,3,4,13,18","2;8,19","3;9,10,20",,1029,1,2020-11-26 00:00:00,237,7,0,,,collab,0
1030,邪神酱,Jashin-chan,Jashinchan,,,小枪//c鈴木愛奈//c,,,2,5,8880,25,20,15,10,5,5,2,0,115,90,100,100,95,110,0,15,5,0,125,100,116401,0,116402,"116403,116404",,13,"2,4","7,8,9","1,25;4,20",0,"3;9,10,20",2;6,"1;1,2,3,4,13",,48,1,2021-07-22 00:00:00,244,7,0,,,collab,0
