id,type,motion_name,touch_area,hold_time,probability,voice,text,expression,face_motion,name,camera,is_hurt,level,is_interrupt,delay,next_motions,voice_code
340310,402,,body,0,1.0,GUN|UMP45_0|DIALOGUEWEDDING,GUN|UMP45_0|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
340311,1000,,0,0,1.0,GUN|UMP45_0|HELLO,GUN|UMP45_0|HELLO,,,待机,0,0,0,0,0,,HELLO
340312,1001,,0,0,1.0,GUN|UMP45_0|HELLO,GUN|UMP45_0|HELLO,,,待机,0,0,0,0,0,,HELLO
340401,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
340402,200,,body,0,1.0,GUN|UMP9_0|DIALOGUE1,GUN|UMP9_0|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
340403,200,,body,0,1.0,GUN|UMP9_0|DIALOGUE2,GUN|UMP9_0|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
340404,200,,body,0,1.0,GUN|UMP9_0|DIALOGUE3,GUN|UMP9_0|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
340405,200,,body,0,1.0,GUN|UMP9_0|DIALOGUEWEDDING,GUN|UMP9_0|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
340406,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
340407,402,,body,0,1.0,GUN|UMP9_0|DIALOGUE1,GUN|UMP9_0|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
340408,402,,body,0,1.0,GUN|UMP9_0|DIALOGUE2,GUN|UMP9_0|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
340409,402,,body,0,1.0,GUN|UMP9_0|DIALOGUE3,GUN|UMP9_0|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
340410,402,,body,0,1.0,GUN|UMP9_0|DIALOGUEWEDDING,GUN|UMP9_0|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
340411,1000,,0,0,1.0,GUN|UMP9_0|HELLO,GUN|UMP9_0|HELLO,,,待机,0,0,0,0,0,,HELLO
340412,1001,,0,0,1.0,GUN|UMP9_0|HELLO,GUN|UMP9_0|HELLO,,,待机,0,0,0,0,0,,HELLO
350101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
350102,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
350103,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
350104,200,motions/touch_1.mtn,head,0,1.0,GUN|R93|DIALOGUE1,GUN|R93|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
350105,200,motions/touch_2.mtn,head,0,1.0,GUN|R93|DIALOGUE2,GUN|R93|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
350106,200,motions/touch_3.mtn,body,0,1.0,GUN|R93|COMBINE,GUN|R93|COMBINE,,,交互3,1,0,0,0,0,,COMBINE
350107,200,motions/touch_4.mtn,leg,0,1.0,GUN|R93|MEET,GUN|R93|MEET,,,交互4,1,0,0,0,0,,MEET
350108,200,motions/touch_5.mtn,leg,0,1.0,GUN|R93|DIALOGUE3,GUN|R93|DIALOGUE3,,,交互5,1,0,0,0,0,,DIALOGUE3
350109,200,motions/wedding_touch.mtn,head,0,1.0,GUN|R93|DIALOGUEWEDDING,GUN|R93|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
350110,500,motions/wedding.mtn,0,0,1.0,GUN|R93|SOULCONTRACT,GUN|R93|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
350111,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
350112,1000,motions/login.mtn,0,0,1.0,GUN|R93|HELLO,GUN|R93|HELLO,,,上线响应,1,0,0,0,0,,HELLO
350113,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
350114,402,motions/broken_1.mtn,head,0,1.0,GUN|R93|BREAK,GUN|R93|BREAK,,,交互1,1,1,0,0,0,,BREAK
350115,402,motions/broken_2.mtn,body,0,1.0,GUN|R93|FIX,GUN|R93|FIX,,,交互2,1,1,0,0,0,,FIX
350116,402,motions/broken_3.mtn,body,0,1.0,GUN|R93|PHRASE,GUN|R93|PHRASE,,,交互3,1,1,0,0,0,,PHRASE
350117,402,motions/broken_4.mtn,leg,0,1.0,GUN|R93|ATTACK,GUN|R93|ATTACK,,,交互4,1,1,0,0,0,,ATTACK
350118,402,motions/broken_5.mtn,leg,0,1.0,GUN|R93|RETREAT,GUN|R93|RETREAT,,,交互5,1,1,0,0,0,,RETREAT
350119,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
350120,1001,motions/login.mtn,0,0,1.0,GUN|R93|HELLO,GUN|R93|HELLO,,,上线响应,1,1,0,0,0,,HELLO
350201,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
350202,200,,body,0,1.0,GUN|Lewis|DIALOGUE1,GUN|Lewis|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
350203,200,,body,0,1.0,GUN|Lewis|DIALOGUE2,GUN|Lewis|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
350204,200,,body,0,1.0,GUN|Lewis|DIALOGUE3,GUN|Lewis|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
350205,200,,body,0,1.0,GUN|Lewis|DIALOGUEWEDDING,GUN|Lewis|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
350206,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
350207,402,,body,0,1.0,GUN|Lewis|DIALOGUE1,GUN|Lewis|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
350208,402,,body,0,1.0,GUN|Lewis|DIALOGUE2,GUN|Lewis|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
350209,402,,body,0,1.0,GUN|Lewis|DIALOGUE3,GUN|Lewis|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
350210,402,,body,0,1.0,GUN|Lewis|DIALOGUEWEDDING,GUN|Lewis|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
350211,1000,,0,0,1.0,GUN|Lewis|HELLO,GUN|Lewis|HELLO,,,待机,0,0,0,0,0,,HELLO
350212,1001,,0,0,1.0,GUN|Lewis|HELLO,GUN|Lewis|HELLO,,,待机,0,0,0,0,0,,HELLO
350301,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
350302,200,,body,0,1.0,GUN|CBJMS|DIALOGUE1,GUN|CBJMS|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
350303,200,,body,0,1.0,GUN|CBJMS|DIALOGUE2,GUN|CBJMS|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
350304,200,,body,0,1.0,GUN|CBJMS|DIALOGUE3,GUN|CBJMS|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
350305,200,,body,0,1.0,GUN|CBJMS|DIALOGUEWEDDING,GUN|CBJMS|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
350306,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
350307,402,,body,0,1.0,GUN|CBJMS|DIALOGUE1,GUN|CBJMS|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
350308,402,,body,0,1.0,GUN|CBJMS|DIALOGUE2,GUN|CBJMS|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
350309,402,,body,0,1.0,GUN|CBJMS|DIALOGUE3,GUN|CBJMS|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
350310,402,,body,0,1.0,GUN|CBJMS|DIALOGUEWEDDING,GUN|CBJMS|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
350311,1000,,0,0,1.0,GUN|CBJMS|HELLO,GUN|CBJMS|HELLO,,,待机,0,0,0,0,0,,HELLO
350312,1001,,0,0,1.0,GUN|CBJMS|HELLO,GUN|CBJMS|HELLO,,,待机,0,0,0,0,0,,HELLO
350401,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
350402,200,,body,0,1.0,GUN|Type88|DIALOGUE1,GUN|Type88|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
350403,200,,body,0,1.0,GUN|Type88|DIALOGUE2,GUN|Type88|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
350404,200,,body,0,1.0,GUN|Type88|DIALOGUE3,GUN|Type88|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
350405,200,,body,0,1.0,GUN|Type88|DIALOGUEWEDDING,GUN|Type88|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
350406,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
350407,402,,body,0,1.0,GUN|Type88|DIALOGUE1,GUN|Type88|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
350408,402,,body,0,1.0,GUN|Type88|DIALOGUE2,GUN|Type88|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
350409,402,,body,0,1.0,GUN|Type88|DIALOGUE3,GUN|Type88|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
350410,402,,body,0,1.0,GUN|Type88|DIALOGUEWEDDING,GUN|Type88|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
350411,1000,,0,0,1.0,GUN|Type88|HELLO,GUN|Type88|HELLO,,,待机,0,0,0,0,0,,HELLO
350412,1001,,0,0,1.0,GUN|Type88|HELLO,GUN|Type88|HELLO,,,待机,0,0,0,0,0,,HELLO
360101,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
360102,200,,body,0,1.0,GUN|ADS|DIALOGUE1,GUN|ADS|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
360103,200,,body,0,1.0,GUN|ADS|DIALOGUE2,GUN|ADS|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
360104,200,,body,0,1.0,GUN|ADS|DIALOGUE3,GUN|ADS|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
360105,200,,body,0,1.0,GUN|ADS|DIALOGUEWEDDING,GUN|ADS|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
360106,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
360107,402,,body,0,1.0,GUN|ADS|DIALOGUE1,GUN|ADS|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
360108,402,,body,0,1.0,GUN|ADS|DIALOGUE2,GUN|ADS|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
360109,402,,body,0,1.0,GUN|ADS|DIALOGUE3,GUN|ADS|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
360110,402,,body,0,1.0,GUN|ADS|DIALOGUEWEDDING,GUN|ADS|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
360111,1000,,0,0,1.0,GUN|ADS|HELLO,GUN|ADS|HELLO,,,待机,0,0,0,0,0,,HELLO
360112,1001,,0,0,1.0,GUN|ADS|HELLO,GUN|ADS|HELLO,,,待机,0,0,0,0,0,,HELLO
360201,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
360202,200,,body,0,1.0,GUN|SAT8|DIALOGUE1,GUN|SAT8|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
360203,200,,body,0,1.0,GUN|SAT8|DIALOGUE2,GUN|SAT8|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
360204,200,,body,0,1.0,GUN|SAT8|DIALOGUE3,GUN|SAT8|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
360205,200,,body,0,1.0,GUN|SAT8|DIALOGUEWEDDING,GUN|SAT8|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
360206,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
360207,402,,body,0,1.0,GUN|SAT8|DIALOGUE1,GUN|SAT8|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
360208,402,,body,0,1.0,GUN|SAT8|DIALOGUE2,GUN|SAT8|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
360209,402,,body,0,1.0,GUN|SAT8|DIALOGUE3,GUN|SAT8|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
360210,402,,body,0,1.0,GUN|SAT8|DIALOGUEWEDDING,GUN|SAT8|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
360211,1000,,0,0,1.0,GUN|SAT8|HELLO,GUN|SAT8|HELLO,,,待机,0,0,0,0,0,,HELLO
360212,1001,,0,0,1.0,GUN|SAT8|HELLO,GUN|SAT8|HELLO,,,待机,0,0,0,0,0,,HELLO
370101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
370102,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
370103,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
370104,200,motions/touch_1.mtn,head,0,1.0,GUN|PA15|DIALOGUE1,GUN|PA15|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
370105,200,motions/touch_2.mtn,body,0,1.0,GUN|PA15|PHRASE,GUN|PA15|PHRASE,,,交互2,1,0,0,0,0,,PHRASE
370106,200,motions/touch_3.mtn,body,0,1.0,GUN|PA15|DIALOGUE2,GUN|PA15|DIALOGUE2,,,交互3,1,0,0,0,0,,DIALOGUE2
370107,200,motions/touch_4.mtn,leg,0,1.0,GUN|PA15|OPERATIONBEGIN,GUN|PA15|OPERATIONBEGIN,,,交互4,1,0,0,0,0,,OPERATIONBEGIN
370108,200,motions/touch_5.mtn,leg,0,1.0,GUN|PA15|DIALOGUE3,GUN|PA15|DIALOGUE3,,,交互5,1,0,0,0,0,,DIALOGUE3
370109,200,motions/wedding_touch.mtn,head,0,1.0,GUN|PA15|DIALOGUEWEDDING,GUN|PA15|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
370110,500,motions/wedding.mtn,0,0,1.0,GUN|PA15|SOULCONTRACT,GUN|PA15|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
370111,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
370112,1000,motions/login.mtn,0,0,1.0,GUN|PA15|HELLO,GUN|PA15|HELLO,,,上线响应,1,0,0,0,0,,HELLO
370113,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
370114,402,motions/broken_1.mtn,head,0,1.0,GUN|PA15|RETREAT,GUN|PA15|RETREAT,,,交互1,1,1,0,0,0,,RETREAT
370115,402,motions/broken_2.mtn,body,0,1.0,GUN|PA15|BREAK,GUN|PA15|BREAK,,,交互2,1,1,0,0,0,,BREAK
370116,402,motions/broken_3.mtn,body,0,1.0,GUN|PA15|FIX,GUN|PA15|FIX,,,交互3,1,1,0,0,0,,FIX
370117,402,motions/broken_4.mtn,leg,0,1.0,GUN|PA15|DEFENSE,GUN|PA15|DEFENSE,,,交互4,1,1,0,0,0,,DEFENSE
370118,402,motions/broken_5.mtn,leg,0,1.0,GUN|PA15|OPERATIONOVER,GUN|PA15|OPERATIONOVER,,,交互5,1,1,0,0,0,,OPERATIONOVER
370119,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
370120,1001,motions/login.mtn,0,0,1.0,GUN|PA15|HELLO,GUN|PA15|HELLO,,,上线响应,1,1,0,0,0,,HELLO
370201,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
370202,200,,body,0,1.0,GUN|95type|DIALOGUE1,GUN|95type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
370203,200,,body,0,1.0,GUN|95type|DIALOGUE2,GUN|95type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
370204,200,,body,0,1.0,GUN|95type|DIALOGUE3,GUN|95type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
370205,200,,body,0,1.0,GUN|95type|DIALOGUEWEDDING,GUN|95type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
370206,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
370207,402,,body,0,1.0,GUN|95type|DIALOGUE1,GUN|95type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
370208,402,,body,0,1.0,GUN|95type|DIALOGUE2,GUN|95type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
370209,402,,body,0,1.0,GUN|95type|DIALOGUE3,GUN|95type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
370210,402,,body,0,1.0,GUN|95type|DIALOGUEWEDDING,GUN|95type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
370211,1000,,0,0,1.0,GUN|95type|HELLO,GUN|95type|HELLO,,,待机,0,0,0,0,0,,HELLO
370212,1001,,0,0,1.0,GUN|95type|HELLO,GUN|95type|HELLO,,,待机,0,0,0,0,0,,HELLO
370213,102,wait_01.mtn,0,"20,22",0.3,,,,,特殊待机1,1,0,0,0,0,,
370214,102,wait_02.mtn,0,"13,15",0.5,,,,,特殊待机2,1,0,0,0,0,,
370301,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
370302,200,,body,0,1.0,GUN|97type|DIALOGUE1,GUN|97type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
370303,200,,body,0,1.0,GUN|97type|DIALOGUE2,GUN|97type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
370304,200,,body,0,1.0,GUN|97type|DIALOGUE3,GUN|97type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
370305,200,,body,0,1.0,GUN|97type|DIALOGUEWEDDING,GUN|97type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
370306,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
370307,402,,body,0,1.0,GUN|97type|DIALOGUE1,GUN|97type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
370308,402,,body,0,1.0,GUN|97type|DIALOGUE2,GUN|97type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
370309,402,,body,0,1.0,GUN|97type|DIALOGUE3,GUN|97type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
370310,402,,body,0,1.0,GUN|97type|DIALOGUEWEDDING,GUN|97type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
370311,1000,,0,0,1.0,GUN|97type|HELLO,GUN|97type|HELLO,,,待机,0,0,0,0,0,,HELLO
370312,1001,,0,0,1.0,GUN|97type|HELLO,GUN|97type|HELLO,,,待机,0,0,0,0,0,,HELLO
370401,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
370402,200,,body,0,1.0,GUN|SR3MP|DIALOGUE1,GUN|SR3MP|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
370403,200,,body,0,1.0,GUN|SR3MP|DIALOGUE2,GUN|SR3MP|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
370404,200,,body,0,1.0,GUN|SR3MP|DIALOGUE3,GUN|SR3MP|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
370405,200,,body,0,1.0,GUN|SR3MP|DIALOGUEWEDDING,GUN|SR3MP|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
370406,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
370407,402,,body,0,1.0,GUN|SR3MP|DIALOGUE1,GUN|SR3MP|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
370408,402,,body,0,1.0,GUN|SR3MP|DIALOGUE2,GUN|SR3MP|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
370409,402,,body,0,1.0,GUN|SR3MP|DIALOGUE3,GUN|SR3MP|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
370410,402,,body,0,1.0,GUN|SR3MP|DIALOGUEWEDDING,GUN|SR3MP|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
370411,1000,,0,0,1.0,GUN|SR3MP|HELLO,GUN|SR3MP|HELLO,,,待机,0,0,0,0,0,,HELLO
370412,1001,,0,0,1.0,GUN|SR3MP|HELLO,GUN|SR3MP|HELLO,,,待机,0,0,0,0,0,,HELLO
380101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
380102,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
380103,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
380104,200,motions/touch_1.mtn,head,0,1.0,GUN|QBU88|DIALOGUE3,GUN|QBU88|DIALOGUE3,,,交互1,1,0,0,0,0,,DIALOGUE3
380105,200,motions/touch_2.mtn,head,0,1.0,GUN|QBU88|BLACKACTION,GUN|QBU88|BLACKACTION,,,交互2,1,0,0,0,0,,BLACKACTION
380106,200,motions/touch_3.mtn,body,0,1.0,GUN|QBU88|DIALOGUE2,GUN|QBU88|DIALOGUE2,,,交互3,1,0,0,0,0,,DIALOGUE2
380107,200,motions/touch_4.mtn,body,0,1.0,GUN|QBU88|SKILL2,GUN|QBU88|SKILL2,,,交互4,1,0,0,0,0,,SKILL2
380108,200,motions/touch_5.mtn,leg,0,1.0,GUN|QBU88|DIALOGUE1,GUN|QBU88|DIALOGUE1,,,交互5,1,0,0,0,0,,DIALOGUE1
380109,200,motions/touch_Halloween.mtn,leg,0,0.0,GUN|QBU88|ALLHALLOWS,GUN|QBU88|ALLHALLOWS,,,节日交互,1,0,0,0,0,,ALLHALLOWS
380110,200,motions/wedding_touch.mtn,body,0,1.0,GUN|QBU88|DIALOGUEWEDDING,GUN|QBU88|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
380111,500,motions/wedding.mtn,0,0,1.0,GUN|QBU88|SOULCONTRACT,GUN|QBU88|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
380112,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
380113,1000,motions/login.mtn,0,0,1.0,GUN|QBU88|HELLO,GUN|QBU88|HELLO,,,上线响应,1,0,0,0,0,,HELLO
380114,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
380115,402,motions/broken_1.mtn,head,0,1.0,GUN|QBU88|BREAK,GUN|QBU88|BREAK,,,交互1,1,1,0,0,0,,BREAK
380116,402,motions/broken_2.mtn,body,0,1.0,GUN|QBU88|RETREAT,GUN|QBU88|RETREAT,,,交互2,1,1,0,0,0,,RETREAT
380117,402,motions/broken_3.mtn,body,0,1.0,GUN|QBU88|FIX,GUN|QBU88|FIX,,,交互3,1,1,0,0,0,,FIX
380118,402,motions/broken_4.mtn,leg,0,1.0,GUN|QBU88|ATTACK,GUN|QBU88|ATTACK,,,交互4,1,1,0,0,0,,ATTACK
380119,402,motions/broken_5.mtn,leg,0,1.0,GUN|QBU88|OPERATIONBEGIN,GUN|QBU88|OPERATIONBEGIN,,,交互5,1,1,0,0,0,,OPERATIONBEGIN
380120,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
380121,1001,motions/login.mtn,0,0,1.0,GUN|QBU88|HELLO,GUN|QBU88|HELLO,,,上线响应,1,1,0,0,0,,HELLO
380201,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
380202,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
380203,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
380204,200,motions/touch_1.mtn,head,0,1.0,GUN|G36C|OPERATIONOVER,GUN|G36C|OPERATIONOVER,,,交互1,1,0,0,0,0,,OPERATIONOVER
380205,200,motions/touch_2.mtn,head,0,1.0,GUN|G36C|PHRASE,GUN|G36C|PHRASE,,,交互2,1,0,0,0,0,,PHRASE
380206,200,motions/touch_3.mtn,body,0,1.0,GUN|G36C|DIALOGUE1,GUN|G36C|DIALOGUE1,,,交互3,1,0,0,0,0,,DIALOGUE1
380207,200,motions/touch_4.mtn,body,0,1.0,GUN|G36C|DIALOGUE2,GUN|G36C|DIALOGUE2,,,交互4,1,0,0,0,0,,DIALOGUE2
380208,200,motions/touch_5.mtn,leg,0,1.0,GUN|G36C|DIALOGUE3,GUN|G36C|DIALOGUE3,,,交互5,1,0,0,0,0,,DIALOGUE3
380209,200,motions/touch_Halloween.mtn,leg,0,0.0,GUN|G36C|ALLHALLOWS,GUN|G36C|ALLHALLOWS,,,节日交互,1,0,0,0,0,,ALLHALLOWS
380210,200,motions/wedding_touch.mtn,body,0,1.0,GUN|G36C|DIALOGUEWEDDING,GUN|G36C|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
380211,500,motions/wedding.mtn,0,0,1.0,GUN|G36C|SOULCONTRACT,GUN|G36C|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
380212,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
380213,1000,motions/login.mtn,0,0,1.0,GUN|G36C|HELLO,GUN|G36C|HELLO,,,上线响应,1,0,0,0,0,,HELLO
380214,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
380215,402,motions/broken_1.mtn,head,0,1.0,GUN|G36C|BREAK,GUN|G36C|BREAK,,,交互1,1,1,0,0,0,,BREAK
380216,402,motions/broken_2.mtn,body,0,1.0,GUN|G36C|RETREAT,GUN|G36C|RETREAT,,,交互2,1,1,0,0,0,,RETREAT
380217,402,motions/broken_3.mtn,body,0,1.0,GUN|G36C|FIX,GUN|G36C|FIX,,,交互3,1,1,0,0,0,,FIX
380218,402,motions/broken_4.mtn,leg,0,1.0,GUN|G36C|COMBINE,GUN|G36C|COMBINE,,,交互4,1,1,0,0,0,,COMBINE
380219,402,motions/broken_5.mtn,leg,0,1.0,GUN|G36C|LOWMOOD,,,,交互5,1,1,0,0,0,,LOWMOOD
380220,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
380221,1001,motions/login.mtn,0,0,1.0,GUN|G36C|HELLO,GUN|G36C|HELLO,,,上线响应,1,1,0,0,0,,HELLO
390101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
390102,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
390103,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
390104,200,motions/touch_1.mtn,head,0,1.0,GUN|Saiga12|MOOD1,,,,交互1,1,0,0,0,0,,MOOD1
