id,name,extra,fit_gun,ai,voice,is_hidden,substitute_voice,dialog,note,explore_tag,gift_position,illustrator_cv,order,class_id
3705,Mk23-宣告开学的猫之歌,0,99,0,4,0,,指挥官，看看人家的新校服！新学期又开始了呢，如果能把指挥官也做成小挂件，挂在书包上就好了……,,,"17,-180",,44,37
3706,M590-放课后的消遣,0,155,0,4,0,,要一起去小卖部吗？周五有限量的炒面面包哦，不知道要提前多久去排队才能买得到呢。,,,,,44,37
3707,M500-课间白日梦,0,154,0,4,0,,嘻嘻，课桌当然是用来午睡的啦，别叫醒我，我刚要拿到全场MVP呢！,,,,,44,37
3708,TMP-喵棱镜威力,0,176,0,4,0,,嗷呜……赋予我喵星的力量，变身！怎、怎么了？我在练习学校社团的课题而已……,,,"44,-136",,44,37
3801,QBU-88-拦路劫糖！,0,261,43801,18,0,,哼哼~！感到害怕的话，就快点把免费的糖果交出来！,我、我不会再上当了！这一定是假的！……欸？真的是奖品？那我再报一次名吧！,3001,,,45,38
3802,G36C-灼眼的G36C,0,104,43802,18,0,,您在看哪里呢？指挥官……不如猜猜我今晚的角色吧，既不是杀手，也不是被遗弃的电脑哦。,嘘……节目马上要开始了，您的目光，一定要注视着我的改变哦，指挥官。,3001,,,45,38
3803,M870-南瓜堡垒,0,229,43803,18,0,,啊？这是什么？我是谁，我在哪？……万圣节什么的，我还没报名啊！放我出去！,南瓜、南瓜，又是南瓜！等我出来，我就把你们全抓了，混蛋！,3001,,,45,38
3805,KSVK-月暗面漫步,0,252,43805,18,0,,您还在等什么？准备好南瓜车，狂欢的号角已经吹响，在漩涡中心与我共舞吧，指挥官！,解码，完成……格里芬的诸位，准备好观赏这一出好戏了吗？,3001,"19.7,-121.6",,45,38
3806,MG3-满月请睁眼,0,88,43806,18,0,,哼哼，遇到狼人是你的不幸呢……不过，这么晚还在外面你也有错哦，该从哪里开始吃你呢？,在下一个满月到来的时刻……我能找到那个答案吗？,3001,,,45,38
3807,97式霰-奇谋妙策九七计,0,161,43807,18,0,,如何，这个造型很棒吧？指挥官和大家，就尽情期待今夜我的登场吧！,我把入场券夹在办公桌的玻璃板下面了，希望长官会看到。一定要来参加呀！,3001,"11.3,-55.7",豆芽//c大坪由佳//c,45,38
3808,PSG-1-魅影突击,0,117,43808,18,0,,接招吧，指挥官……到了夜间，就是我们魔物为所欲为的时间了！,看到了吗，m45！我所向披靡的身影！……我……唔，头怎么这么疼……,3001,,,45,38
3809,Model L-暗夜炼狱刹,0,223,43809,18,0,,接下来就交给我吧，活在这个世界上的，可不仅仅只有人类。那边的……你们也该反省下了，尤其是你，P7！,因为是傀儡，所以无能为力吗……就让我用一颗子弹，打碎你的伪装！,3001,,,45,38
3901,塞伽12型-茜红领航,0,160,0,4,0,,指挥官，接下来的比赛就拜托啦！我是您的专属领航员，首先请配合我进行身体的检查……,,,,,46,39
3902,P22-跃动冲刺,0,242,0,4,0,,在终点等我吧，指挥官！在这赛场上，只有蔚蓝色的脉动才值得您的注视！,,,,陆银//c田所あずさ//c,46,39
3903,UKM-2000-急速风流,0,254,0,4,0,,没错，仪表盘极限的速度才最酷！什么？指挥官，在您的母星上，这是一种风险？,,,,,46,39
3904,M2HB-热砂声援,0,77,0,4,0,,我会为大家好好加油的！诶，要走这么远吗？那算了……,,,,染羽//c岩松泉//c,46,39
3905,PPK-烈旋音波,0,10,0,4,0,,这次的游戏也要遵守规则，赛车可没有安全词可以说哦。明白的话，就说“START！”,,,,RIRE//c伊藤あすか//c,46,39
4001,刘易斯-圣夜约定,0,253,0,19,0,,约定……可不能反悔哦。您问是什么约定？那么快就忘了？给您一个提示吧，是和您相关的哦。,当你给予自然善意，自然也在凝视着你！我听不太懂……但是小松鼠真的好可爱，对吧，指挥官！,3002,,,47,40
4002,HK21-银狐的⅑月台,0,208,0,19,0,,大家今晚渴求礼物的心情是永无止境的，快上来吧，时间可没指挥官想的那么宽裕。,虽然因为“Vixen”的关系，导致我的圣诞节走了不少弯路，但是托指挥官的福，结果还是好的……谢谢。,3002,"-42.2,-131.5",,47,40
4003,CAWS-120份冬日礼物,0,281,0,19,0,,我把礼物都买回来了，请给我报销119份礼物的钱……还有1份为什么不用？因为……那是我给您买的。,圣诞树上的星星才是最宝贵的礼物，我希望能够把这些光送给所有人，即便它如此微弱。,3002,,,47,40
4004,樱花-埋入心底的宝藏,0,228,0,19,0,,嗯呀……终于挖出来了，咦？这个是……？哇！谢谢，这是最棒的礼物！,抱歉，我的礼物盒里其实空无一物……,3002,,,47,40
4005,蜜獾-圣诞公主和不笑贝特,0,203,0,19,0,,圣诞快乐，指挥官！想要圣诞礼物的话……嘿嘿，就跟贝特许愿吧！,确实是小小地恶作剧了一下啦……不过这个糖普通地来说也很推荐的哦？指挥官要不要也尝一点呢？,3002,"-50.4,-116.1",林檎愛す//c藤井彩加//c,47,40
4006,猎豹M1-无垢庇护者,0,201,0,19,0,,您特地过来是？……啊，是我喜欢的口味，谢谢您……不用担心我，我也在用自己的方式享受节日。,咖啡……好烫。下次要一起喝一杯吗？指挥官。就在下一次的假期里，其他什么也不做。,3002,,,47,40
4007,LWMMG-12月是我的谎言,0,81,0,19,0,,抱歉哦……我撒了一个谎，但是这个谎言却让我再次见到了您……,努力让我真切感受到自己生存的意义，而休憩让我明白我并非一个人孤独地活着。,3002,,,47,40
4101,SR-3MP-神子上上签,0,135,0,15,0,,锵锵！根据本小姐的预测，指挥官您今天的运势可是最好的！嘻嘻，打扫完神社就一起出门玩吧~,,,,,48,41
4102,G11-福鼠懒春,0,122,0,15,0,,呼……除夕敲钟就不要叫醒我了嘛，好困……呼，还要起个大早去求御守……记得背我去哦……,,,"-102.5,-139.5",陆银//c福原綾香//c,48,41
4103,四式-花拍子,0,270,0,15,0,,主公且稍待片刻！新春的比赛就交给吾辈来应对吧！,,,"-102.7,-188.7",,48,41
4104,9A-91-蕊梦矢,0,118,0,15,0,,那个，指挥官……新年的训练，您会来看的吧？请务必待在我身边……,,,,,48,41
4105,MG3-贺岁狮舞,0,88,0,15,0,,哈哈，不用怕，指挥官，它只是轻轻‘咬住’您的脖子一下而已，希望您一整年都可以身体健康哦。,,,,,48,41
4106,M1A1-红梅照雪,0,35,0,15,0,,指挥官，快看，我找到的宝贝！果然只要沉着一点，就可以在雪地里找到宝物呢，嘿……,,,,,48,41
4107,隼-伴君侧,0,256,0,15,0,,小羊羔！到我们许愿了！……欸，你刚刚许了什么新年愿望啊？一定是来年还陪在我的身边，对不对！,,,,,48,41
4201,DP-12-花月夜行灯,0,282,0,15,0,,传统的新年有很多逸事呢，指挥官。今夜就放下工作，和我一起游廊吧？,在衣柜中讲故事活动的留影纪念，可惜最后一个故事没来得及讲给那个人听呢……,,,,49,42
4202,PA-15-翠雀媚,0,260,0,15,0,,这样无聊的新年里，指挥官不想跟我玩点刺激的活动吗？比如，三分钟内摸到这把手枪我就答应您一个请求？,这张结构图清晰易懂，不仅便于将椅子按自己的喜好进行改装，还很便于将被炸毁的木板重新变回——不，没什么……,,,,49,42
4203,PKP-青竹矜,0,173,0,15,0,,我没必要参与那些乱糟糟的新年比赛，长官。我只要坐在这里，赢家就已经很明显了，不是吗？,包装家具用剩的材料，直接丢了有些浪费，用来挂在指挥官送我的灯笼上倒是效果挺好。,,,,49,42
4204,JS 9-棣棠卿,0,234,0,15,0,,新年就要用物理消灾法来祈福，这是我擅长的工作。让我以东西方结合的方式，来为今年的黎明献上礼炮！,可以算是我有史以来最手忙脚乱的一次任务了，连费用的报销单都积了厚厚的一沓，辛苦是真的，开心也是真的……,,"-91.9,-164.9",,49,42
4205,MG36-悬铃绯,0,263,0,15,0,,长官，我正在为我未来准备拍摄的电影寻找演员，您看这只新年吉祥物适合太空飞鼠的角色吗？,以哈尔九千二世为主题的护符周边，等我的电影上映了，一定会引发新的流行风潮。,,"-144.9,-113.2",,49,42
4206,T91-珠梅雪,0,181,0,15,0,,嘻嘻，新年快乐哦，指挥官！新春特供秘制珍珠奶茶、超大杯一份！请您签收~,执行任务时的意外之喜！能排进我榜单前十的奶茶店！如果可以的话，我们一起喝一杯吧……,,,,49,42
4207,SPP-1-蓝莲夜,0,98,0,15,0,,快来看我为了庆贺新年做的改进啊！呜哇——怎么失灵了？！指挥官，都说了不要看了啊！,看见这张卡套就想起了我的水下表演首秀，虽然最后还是以闹剧收场，但是多少帮上忙了，对吧？,,,,49,42
4208,M1895 CB-杓兰雅,0,275,0,15,0,,鞭炮已经放完了吗？还好放在车里的炸鸡没被发现……指挥官，要来和我一起享用吗？,,,,,49,42
4209,EM-2-丁香意,0,262,0,15,0,,啊，指挥官，从您的印象来看，我这次新春佳节的装扮，应该没有选错吧？希望您能喜欢呢……,继老式拨盘电话机后的新发现——公用电话IC卡！所以我最近的目标就是寻找到还能使用的公用电话机，然后用它给某人打个电话……,,,,49,42
4210,MG34-碧桃仙,0,87,0,15,0,,嘘——这身装扮只给您看过哦！要是妹妹知道了，一定会闹着让我再做一套的……,匆忙接下任务，甚至没有注意到自己领成了安保组的工牌……而等任务结束后，也不必再换成迎宾组的工牌了，或许，正如那声不必说出口的再见。,,,,49,42
4301,Kar98k-手心的朱砂痣,0,46,44301,16,0,,挑了很久的捧花，最后还是觉得普通的红玫瑰最适合表达我说不出口的话。,维持信任需要更多的付出，双方都是。不要让我失望。,,,Yukuso//c//c,50,43
4302,M950A-柳莺与蔷薇,0,97,44302,16,0,,总感觉少了点什么，要是有那个的话就好了……诶？你怎么会知道是香槟色的玫瑰花环？,沙弗莱石和我很相配？好吧，那就选这个了。,,,八号地球//c古賀葵//c,50,43
4303,灰熊MkⅤ-星夜落雨之时,0,96,44303,16,0,,就是这里，现在请你抬头看向天空。3、2、1！怎么样？今年和我看的第一场流星雨，还不错吧？,很不错的场景吧？我借RMB93的相机拍的。,,"-133,-195.2",,50,43
4304,Zas M21-花之后的情愫,0,196,44304,16,0,,本想采些鹅掌草带给指挥官，可是转念一想到它的花语，又总觉得有些不够现实呢……,花、星星和新衣服，还有指挥官的话语，都会保存在我的云图中。,,,,50,43
4305,M1014-天使像前的心跳,0,165,44305,16,0,,您这次迟到了10分41秒23毫秒，和之前迟到的时间加在一起就是……52分整……,要把对天使大人的心声加密保存才行呢。好，就用这个做封条和提示吧！,,,,50,43
4306,斯捷奇金-山茶小姐的特别服务,0,7,44306,16,0,,呜哇——有没有感觉到惊喜和幸福呢？有的话请支付一下服务费、道具费、场地准备费……,这可不是欠条，只是收据而已！收据！,,"-177.5,-178.2",_椿日_//c喜多村英梨//c,50,43
4308,FNC-草莓蛋糕与波斯花,0,70,44308,16,0,,送你波斯花，等你结束工作，和你一起吃蛋糕，让你喂我最后一颗草莓，要是能一直这样就好啦！,对不起！但巧克力真的很好吃……下次我会用工资补上零食钱的……,,"-171.5,-204.6",,50,43
4309,RMB-93-触不到的月光情人,0,159,44309,16,0,,如果您选择了红玫瑰，我是不是就可以成为您心中永远的白月光？,真是美好的月夜，对吧，指挥官？您的表情我也好好保存下来了哟。,,,,50,43
4310,马卡洛夫-某不科学的向日葵,0,8,44310,16,0,,虽然知道向日葵追随着太阳转动是因为生长素的作用，但我愿意永远跟在您身边的原因无法用科学解释……,头好痛，总觉得好像忘记了什么事……真奇怪，我昨晚到底……,,,豆芽//c上坂すみれ//c,50,43
4401,AA-12-无烟棒棒糖,0,163,0,4,0,,放心吧，我没有染上吸烟的恶习，这是棒棒糖！只是我汲取糖分的速度过快导致冒烟而已……,,,"-193,-102.7",,51,44
4402,PA-15-奇妙山药饼,0,260,0,4,0,,和我一起吃好吃的山药饼，玩刺激的游戏吧！至于输给我的惩罚嘛……这种悄悄话当然要到被窝里说……,,,,,51,44
4403,A-91-可燃乌龙茶,0,227,0,4,0,,在伏特加里兑上一点威士忌，派对的饮料乌龙茶就做好了！来吧，女士们，狂欢的时刻开始了！,,,,,51,44
4404,P30-恶魔指环糖,0,269,0,4,0,,如果你们再朝我扔枕头，我一定会奋战到底，以牙还牙，三倍奉还！,,,,,51,44
4405,PP-19-01-碳酸跳跳糖,0,137,0,4,0,,恐怖小说中只在夜晚跳动的黑影，倒进嘴里就会在舌尖上兴奋蹦跳的碳酸，这就是我今天的装扮的灵感！,,,,,51,44
4406,NS2000-百味咖喱兔,0,190,0,4,0,,听说派对不允许带味道重的食物，我只好带上我的好伙伴咖喱兔了，什么咖喱味？没有的……,,,,,51,44
4501,OTs-14-晚宴的统治者,0,119,0,4,0,,这一切仅仅是对现实的观察。而礼仪与社会规则如此薄弱，我必须成为你的守护者。,统治者？不，我只是享受这种气氛。,,,,53,45
4502,M200-战地的采访者,0,257,0,4,0,,我听说有些杀手会把相机和枪结合在一起，但我相信摄影绝不是谋杀，而是留下时光残片的方式。,我想让更多的花在大地上盛开。,,"-49.4,-58.3",,53,45
4503,QBU-88-自然的探索者,0,261,0,4,0,,报酬是免费的艺术照？那当然是让我来！今天的风很适合放风筝呢，这样送出去就能飞得很高。,真是的，就算只有我能做，也不能老是给我这样的急单啊！,,,,53,45
4504,RO635-规则的实行者,0,143,0,4,0,,女士进入会场的时候，应该像一只蝴蝶。轻巧，又优雅……不要吵，SOPII。这是很严肃的场合……至少不要跑啊。,这个假期已经很放松了。没有吗？我真的这么认为。,,"-100.5,-110.5",--//c福原綾香//c,53,45
4505,M4A1-时光的定格者,0,55,0,4,0,,记忆淡去时，就像一朵纸上的花。不能让这些鲜活的回忆变得那么苍白……我要牢牢地钉住时间。,为了这一刻的快乐能够持续，无论前方还有多少困难……,,"-144.6,-96.2",Nagu//c戸松遥//c,53,45
4506,M16A1-道路的指引者,0,54,0,4,0,,怎么了？别犹豫，从这边走。这里是安全的，我保证。,虽然我还被限制着喝酒，不过收集酒标作为纪念还是没问题的吧，M4？,,"-381.6,-8.7",陆银//c山根希美//c,53,45
4507,M4 SOPMODII-酒席的扫荡者,0,56,0,4,0,,哇，这里，这里还有这里都好漂亮啊！我喜欢这里！别拦着我呀RO，我没喝醉！那点气泡酒……,一定要把这个贴在基地里吗，指挥官？不要嘛！,,"-108.6,32.9",八号地球//c田村ゆかり//c,53,45
4508,ST AR-15-梦境的囚困者,0,57,0,4,0,,不论是悲伤还是痛苦，亦或者这场无休无止的雨，都总有一天会停下的。,真是混乱的宴会……算了，也不差。,,"-107.9,95.7",,53,45
4509,KSVK-楚门的旅行者,0,252,0,4,0,,人们的经历就像没有剧本也没有提示卡的电影。当我们迷茫时，就出去走走吧。,人生的乐趣中应该有这么一项：应付意外，并从中找到快乐。,,,,53,45
4510,塞伽12型-晨昏的裁定者,0,160,0,4,0,,舞会倒是没什么不好啦，只要结束后不要满地狼藉就好……不觉得乱丢垃圾会侮辱明天的晨光吗？,受骗归受骗，但欣赏到美少女的另一面，是我赚了！,,,,53,45
4511,Zas M76-黑夜的舞蹈者,0,284,0,4,0,,黑夜与爱和死亡相关，爱上你是我生命的开始，也是梦的结束。怎么样，这句话是不是比SVD有深度得多？,切蛋糕怎么能用那么粗鲁的方式！指挥官，你来评判一下！,,,,53,45
4514,M1911-天空的击破者,0,2,0,4,0,,人形不会哭泣，那是上天赐予人类的礼物。若人形有爱的话，就让我击破天空，下一场雨送给你吧。,切蛋糕当然是八分直接切比较好了，指挥官您也这么想吧？,,,,53,45
4601,AK-阿尔法-星夜捕猫人,0,306,44601,4,0,AKAlfa_0,我乘着一艘荡漾在银河里的小船，与星夜长眠……请相信想象力，没有什么是不可能的。,,,,,53,46
4602,HP-35-小小乘风人,0,303,44602,4,0,BrowningHP_0,只要我的速度够快，总有一天，我一定可以乘着风骑到云彩的上面……到时候，就可以知道它到底是棉花糖还是冰淇淋了！,,,,,53,46
4603,X95-白蔷薇少女,0,251,44603,4,0,X95_0,指挥官……可以帮我梳一下头发吗？,,,"-109.55,-189.1",,53,46
4604,FAMAS-鸟与森语者,0,69,44604,4,0,FAMAS_0,日出日落，飞鸟也不是昨日之鸟，日落日出，清风却也是明日之风。,,,"-365.2,150.2",,53,46
4605,T-5000-赤红破坏者,0,184,44605,4,0,T5000_0,是赤红不是粉红！坚持自己的原则才算是英雄！指挥官，跟我一起维护正义吧！,,,,,53,46
4606,TMP-黑猫幼稚园,0,176,44606,4,0,TMP_0,喜欢的心意能够胜过一切……就，就算是胆小鬼也可以变勇敢吗？,,,,,53,46
4607,EVO 3-EVO 3的早晨,0,131,44607,4,0,EVO3_0,每天早上都要遇到点怪事……VZ61！是你干的吧！,,,,,53,46
4702,JS 9-逆戟之行,0,234,44702,4,0,,指挥官，给您一个小建议，在海边休假的时候就不要穿着制服了吧？这样可不方便骑乘逆戟鲸探险。,,,,,55,47
4703,ZB-26-旖梦之隅,0,307,44703,4,0,,背上的防晒霜擦了一半就够不到了……这种半途而废的感觉可真讨厌。,,,,,55,47
4704,SL8-怒涛之巅,0,296,44704,4,0,,怎么，这就想和我比试一下了？虽然很想鼓励你的勇气，不过还是提前想一下输掉之后的惩罚比较好哦。,,,"-272.8,-122.3",,55,47
4705,PP-19-冰冻之夏,0,136,44705,4,0,,格琳娜也太节约了吧！为了不开空调，居然就放这么几块冰来给我们散热……指挥官，想点办法啊！,,,,,55,47
4706,KAC-PDW-甜慕之心,0,286,44706,4,0,,Honey♪和我一起徜徉在葡萄汽水的甜蜜海洋里吧！胆敢反对的人形，我就从你们的素体身上碾过去！,,,"-99.7,25.2",,55,47
4707,Ak 5-南国之风,0,187,44707,4,0,,指挥官，今天的行程还没有敲定吧？海边好像也会有折扣活动，要一起去看看吗？,,,,,55,47
4708,阿斯特拉左轮-阿斯特拉的泳池漂流,0,14,44708,4,0,,既然都来玩了就不要再想工作了，快来一起游泳啦，指挥官！等游累了，就一起去吃很多很多好吃的吧！,,,"-116.9,-42",,55,47
4709,FN-49-伞中之梦,0,51,44709,4,0,,那、那个，指挥官，外面太阳还很大，我准备好了阳伞，要不要……来休息一下？,,,,,55,47
4801,NTW-20-黑铁之心,0,53,0,4,0,,对方有多少人都没用。它们没有突破的可能，因为我在这里。,,,,,57,48
4802,AUG-葬仪阵列,0,73,0,4,0,,我准备好了。走吧，到前线去……为敌人献上哀乐与奠花。,,,,RIRE//c和氣あず未//c,57,48
4803,莫辛-纳甘-白钢锐刃,0,39,0,4,0,,就算没有马，我也比步兵快！雇佣我吧，城主同志！,,,,,57,48
4804,Mk48-硝烟号令,0,121,0,4,0,,当这面旗帜挥起的时候，绞肉机就会启动了。哼哼……要跟紧我的脚步哦？,,,,山河草莓//c立花理香//c,57,48
4805,M1897-碧空巡逻人,0,152,0,4,0,,所有异动都逃不过我的眼睛，请放心把巡逻任务交给我吧，指挥官大人！诶，现在要叫城主大人吗？,,,,,57,48
4901,DP-12-三途川女将,0,282,0,4,0,,消疲解乏的五右卫门风吕已经备好，请入瓮吧。,,,,,58,49
4902,MG5-暗闇荼蘼,0,109,0,4,0,,那些隔过黑暗的花与水，嗯，每次读到这里都能感受到那种绝望呢。,,,,Mxixi//c小清水亜美//c,58,49
4903,MG36-竹影清兵卫,0,263,0,4,0,,竹是我的道场，请由在下收割残心！,,,"-96.1,196.61",,58,49
4904,R93-藤萝歌仙,0,266,0,4,0,,梦里相逢人不见，若知是梦何须醒。与您的邂逅恍如一场甜梦，我有预感不久之后会再相遇。,,,,,58,49
4905,樱花-玄衣神乐,0,228,0,4,0,,这是我的首次神签助勤，嘘——我可以先给你抽一支试试运气哦！,,,,,58,49
4906,塔布克-食魂料理人,0,305,0,4,0,,您问这盒中所装之物？是我制作的必杀料理！第一口请您从中间下筷，破坏了平衡可不好哦。,,,"-176.3,-59",,58,49
4907,wz.29-花鸟风月,0,182,0,4,0,,唔……薰风沉醉，难得的安宁平静呢……啊——一不小心喝光了！,,,,,58,49
4908,IDW-不倒猫侍,0,93,0,4,0,,喵嗷！小心哦，不要像江户那个天下第一的剑豪，被猫儿夺去了灵魂！,,,,,58,49
5000,M1911-原型,0,20002,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5001,FN-49-原型,0,20051,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5002,64式-原型,0,20094,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5003,ST AR-15-原型,0,20057,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5004,IDW-原型,0,20093,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5005,M4A1-原型,0,20055,0,4,2,,原型皮肤,原型皮肤,,,海猫络合物//c戸松遥//c,0,0
5006,纳甘左轮-原型,0,20005,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5007,莫辛-纳甘-原型,0,20039,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5008,M1918-原型,0,20075,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5009,MP-446-原型,0,20091,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5010,柯尔特左轮-原型,0,20001,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5011,SV-98-原型,0,20044,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5012,G3-原型,0,20063,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5013,布伦-原型,0,20089,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5014,M4 SOPMODII-原型,0,20056,0,4,2,,原型皮肤,原型皮肤,,,海猫络合物//c田村ゆかり//c,0,0
5015,UMP45-原型,0,20103,0,4,2,,原型皮肤,原型皮肤,,,ZAGALA//c嶺内ともみ//c,0,0
5016,司登MkⅡ-原型,0,20029,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5017,M14-原型,0,20037,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5018,G36-原型,0,20064,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5019,LWMMG-原型,0,20081,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5020,微型乌兹-原型,0,20032,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5021,AS Val-原型,0,20060,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5022,StG44-原型,0,20061,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5023,MP5-原型,0,20026,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5024,HK416-原型,0,20065,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5025,汉阳造88式-原型,0,20095,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5026,UMP9-原型,0,20101,0,4,2,,原型皮肤,原型皮肤,,,ZAGALA//c能登麻美子//c,0,0
5027,斯捷奇金-原型,0,20007,0,4,2,,原型皮肤,原型皮肤,,,鳗鱼子//c喜多村英梨//c,0,0
5028,C96-原型,0,20012,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5029,伯莱塔38型-原型,0,20031,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5030,NTW-20-原型,0,20053,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5031,M950A-原型,0,20097,0,4,2,,原型皮肤,原型皮肤,,,音符//c古賀葵//c,0,0
5032,M500-原型,0,20154,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5033,GSh-18-原型,0,20221,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5034,KSVK-原型,0,20252,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5035,G11-原型,0,20122,0,4,2,,原型皮肤,原型皮肤,,,音符//c福原綾香//c,0,0
5036,S-SASS-原型,0,20124,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5037,RO635-原型,0,20143,0,4,2,,原型皮肤,原型皮肤,,,海猫络合物//c福原綾香//c,0,0
5038,97式霰-原型,0,20161,0,4,2,,原型皮肤,原型皮肤,,,河马//c大坪由佳//c,0,0
5039,加利尔-原型,0,20071,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5040,PP-19-原型,0,20136,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5041,M1897-原型,0,20152,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5042,56式半-原型,0,20049,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5043,维尔德-原型,0,20114,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5044,F1-原型,0,20178,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5045,80式-原型,0,20199,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5046,马卡洛夫-原型,0,20008,0,4,2,,原型皮肤,原型皮肤,,,河马//c上坂すみれ//c,0,0
5047,MG4-原型,0,20125,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5048,RMB-93-原型,0,20159,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5049,XM3-原型,0,20200,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5050,G36C-原型,0,20104,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5051,利贝罗勒-原型,0,20171,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5052,猎豹M1-原型,0,20201,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5053,MP-443-原型,0,20220,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5054,PPSh-41-原型,0,20021,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5055,AN-94-原型,0,20205,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5056,XM8-原型,0,20216,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5057,AK-15-原型,0,20293,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5058,PPK-原型,0,20010,0,4,2,,原型皮肤,原型皮肤,,,柱柱//c伊藤あすか//c,0,0
5059,MG3-原型,0,20088,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5060,索米-原型,0,20115,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5061,OBR-原型,0,20230,0,4,2,,原型皮肤,原型皮肤,,,,0,0
5101,刘氏步枪-垂枝梦狐影,0,316,0,18,0,,金轮挂枝头，狐仙入梦去……做个好梦啊，指挥官。,,,,,59,50
5102,Kord-死寂舞者,0,276,0,18,0,,不要再往前走了，指挥官。地狱门前孤立无援，因为上帝不在那儿。,,,,,59,50
5103,97式-魔女格莱特,0,130,0,18,0,,走快一点啦，长官！糖果屋就在前面，晚了就要被95姐没收啦！,,,"-228.13,102.3",Nagu//c佐倉綾音//c,59,50
5104,CF05-灯影魔翼,0,295,0,18,0,,灯影苕片和绣球鱼翅都能做微辣，指挥官，胆子莫那么小嘛。这种程度哪个都能吃……等等，指挥官！不要死啊！,,,,,59,50
5105,M82-非凡者学徒,0,297,0,18,0,,我一定会成为出色的非凡者，在这之前得先想办法让女巫小姐留下我才行……,,,,,59,50
5106,托卡列夫-甜夜盗贼,0,6,0,18,0,,不给糖就捣乱哦！诶，真的没有吗？那就不要勉强了，我去找别人就好。,,,"-154.45,-47.3",,59,50
5107,M21-魇域守门人,0,38,0,18,0,,今天要讲一个鬼故事。从前，有一个守门的女巫……诶，别走啊！给你糖！,,,,,59,50
5201,G36C-红色贝雷帽,0,104,0,4,0,,目标进入视线，注意隐蔽！呼……这么认真的场合，我也得好好努力一下了。,,,,,61,51
5202,SL8-赤月追猎者,0,296,0,4,0,,别想跑。即使用时间和命运当幌子，我也会——找到目标！特种作战部队所属，SL8，准备突击！,,,,,61,51
5203,VHS-第八页守密人,0,318,0,4,0,,口令：‘秘密应该永远被埋葬’。是的，我是VHS。目标确认更改，我将立刻前往任务地点。,,,"-138.5,-87.5",,61,51
5204,超级肖蒂-绝地战警SS,0,156,0,4,0,,狙击手，立刻寻找掩体！报告目标参数，确认锁定……我将为各位提供援护！,,,,,61,51
5205,SAF-神秘行者SA,0,304,0,4,0,,摘下头盔就意味着战败。停下您的脚步，不要……算了，我输给您了！请抱抱我！,,,,,61,51
5206,TEC-9-窃听疑云,0,244,0,4,0,,简易电台架设完成，确认周围无人类与异常讯号……通讯接入。请回答：‘秘密是被否定的事实，因此？’,,,,,61,51
