id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
3266,白涅托招人,,,,3583,0,,,,,,,,,,,,,,,,,,,,,,,,,
3267,白涅托招人,,,,3584,0,,,,,,,,,,,,,,,,,,,,,,,,,
3268,QBZ191普攻,1,0,100,"3,7,7,21,140,140,3585,3588","2,0,4,0,0,2,2,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
3269,手榴弹,2,0,100,3590,40,BT_grenade_woosh,35,1,0,1,,,,,,,,,,,,,,,,,,,,
3270,黑涅托RF后撤,s2,0,100,,,,,,,,,,,864,7,,,,,,,,,,,,,,,
3271,HG召唤,,,,3596,0,,,,,,,,,,,,,,,,,,,,,,,,,
3272,SMG召唤,,,,3597,0,,,,,,,,,,,,,,,,,,,,,,,,,
3273,SG召唤,,,,3598,0,,,,,,,,,,,,,,,,,,,,,,,,,
3274,ARRFMG召唤,,,,3599,0,,,,,,,,,,,,,,,,,,,,,,,,,
3275,铁血召唤,,,,3600,0,,,,,,,,,,,,,,,,,,,,,,,,,
3276,默莉朵召唤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,狗普攻,attack,0,100,3605,20,,,,,,,,,,,,,,,,,,,,,,,,,
3278,狗背后减伤,,,,3606,0,,,,,,,,,,,,,,,,,,,,,,,,,
3279,白狗火压,,,,3607,0,,,,,,,,,,,,,,,,,,,,,,,,,
3280,P90迎击普攻,attack,0,100,"3568,21,138,8,8,8","0,0,0,10,4,7 ","BT_uzi,BT_uzi,BT_uzi","0,4,7",,,,,,,,,,,,,,,,,,,,,,,
3281,P90迎击普攻反,attack,0,100,"3568,35,138,8,8,8","0,0,0,10,4,7 ","BT_uzi,BT_uzi,BT_uzi","0,4,7",,,,,,,,,,,,,,,,,,,,,,,
3282,P90迎击普攻蹲,attack1,0,100,"3568,21,138,8,8,8","0,0,0,10,4,7 ","BT_uzi,BT_uzi,BT_uzi","0,4,7",,,,,,,,,,,,,,,,,,,,,,,
3283,P90迎击普攻蹲反,attack1,0,100,"3568,35,138,8,8,8","0,0,0,10,4,7 ","BT_uzi,BT_uzi,BT_uzi","0,4,7",,,,,,,,,,,,,,,,,,,,,,,
3284,P90主动,,,,3614,"15,10",,,1,0,1,,,,,,,,,,,,,,,,,,,,
3285,指挥普攻,"1,1,1,1,1","0,10,20,30,40","100,100,100,100,100","3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138","0,0,0,5,5,5,10,10,10,15,15,15,20,20,20,25,25,25,30,30,30,35,35,35,40,40,40,45,45,45,50,50,50","BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK","0,5,10,15,20,25,30,35,40,45,50",,,0,,,,,,,,,,,,,,,,,,,,
3286,指挥普攻,"attack1,attack1,attack1,attack1,attack1","0,10,20,30,40","100,100,100,100,100","3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138,3568,21,138","0,0,0,5,5,5,10,10,10,15,15,15,20,20,20,25,25,25,30,30,30,35,35,35,40,40,40,45,45,45,50,50,50","BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK,BT_AK","0,5,10,15,20,25,30,35,40,45,50",,,0,,,,,,,,,,,,,,,,,,,,
3287,彩蛋掩体生成第2关,,,,3615,0,,,,,,,,,,,,,,,,,,,-slg-specialbattletips2,30,,,,,
3288,P90召唤物残影,,,,3610,0,,,,,,,,,,,,,,,,,,,,,,,,,
3289,vsk迎击普攻,attack1,0,100,"3617,21,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3290,vsk迎击普攻-蹲,attack,0,100,"3617,21,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3291,vsk迎击普攻-反,attack1,0,100,"3617,35,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3292,vsk迎击普攻-反蹲,attack,0,100,"3617,35,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3293,跳跳,"wait,attack,attack,attack,attack,wait","10,42,62,82,102,155",100,"3618,3618,3618,3618,3619","47,67,87,107,11",BT_White_Laser,47,,,,,,,,,,,,,,,,,,,,,,,
3294,跳跳正前,,,,3620,0,,,,,,,,,,,,,,,,,,,,,,,,,
3295,黑涅托RF,attack,0,100,"21,3621","0,0",BT_Sniper_skill_0,5,,,,,,,,,,,,,,,,,,,,,,,
3296,黑涅托RF蹲,attack1,0,100,"21,3621","0,0",BT_Sniper_skill_0,5,,,,,,,,,,,,,,,,,,,,,,,
3297,黑涅托RF反,attack,0,100,"3579,3621","0,0",BT_Sniper_skill_0,5,,,,,,,,,,,,,,,,,,,,,,,
3298,黑涅托RF蹲反,attack1,0,100,"3579,3621","0,0",BT_Sniper_skill_0,5,,,,,,,,,,,,,,,,,,,,,,,
3299,vsk技能,attack1,15,100,"3622,21,139","15,15,15",,,,,,,,,,,,,,,,,,,,,,,,,
3300,vsk技能,attack1,0,100,"3622,21,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3301,彩蛋掩体生成第3关,,,,3631,0,,,,,,,,,,,,,,,,,,,-slg-specialbattletips3,30,,,,,
3302,彩蛋掩体生成第4关,,,,3632,0,,,,,,,,,,,,,,,,,,,,,,,,,
3303,沙鹰普攻,attack,0,100,"3624,21,138","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3304,沙鹰普攻反,attack,0,100,"3624,35,138","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3305,沙鹰普攻蹲,attack1,0,100,"3624,21,138","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3306,沙鹰普攻反蹲,attack1,0,100,"3624,35,138","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3307,沙鹰指挥,"attack,attack,attack,attack,attack,attack,attack","0,8,16,24,32,40,48","100,100,100,100,100,100,100","3624,21,138,3624,21,138,3624,21,138,3624,21,138,3624,21,138,3624,21,138,3624,21,138","0,0,0,8,8,8,16,16,16,24,24,24,32,32,32,40,40,40,48,48,48",,,,,,,,,,,,,,,,,,,,,,,,,
3308,沙鹰指挥蹲,"attack,attack,attack,attack,attack,attack,attack","0,8,16,24,32,40,48","100,100,100,100,100,100,100","3624,21,138,3624,21,138,3624,21,138,3624,21,138,3624,21,138,3624,21,138,3624,21,138","0,0,0,8,8,8,16,16,16,24,24,24,32,32,32,40,40,40,48,48,48",,,,,,,,,,,,,,,,,,,,,,,,,
3309,沙鹰影响格,,,,3625,0,,,,,,,,,,,,,,,,,,,,,,,,,
3310,沙鹰开场,,,,3626,0,,,,,,,,,,,,,,,,,,,,,,,,,
3311,重装支援,,,,3627,0,,,,,,,,,,,,,,,,,,,,,,,,,
3312,MG4迎击,attack1,0,100,"3629,21,139,139,3634,3634,3634,3634,21,21,21,21,21","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
3313,MG4迎击反,attack1,0,100,"3629,35,139,139,3634,3634,3634,3634,35,35,35,35,35","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
3314,MG4迎击蹲,attack,0,100,"3629,21,139,139,3634,3634,3634,3634,21,21,21,21,21","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
3315,MG4迎击反蹲,attack,0,100,"3629,35,139,139,3634,3634,3634,3634,35,35,35,35,35","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
3316,MG4迎击,attack1,0,100,"3629,21,139,139,3634,3634,3634,3634,21,21,21,21,21","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
3317,MG4技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,弧影泯灭,,,,3630,0,,,,,,,,,,,,,,,,,,,,,,,,,
3319,P90弧影眩晕召唤,,,,"238,3637,3636","2,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3320,真眩晕,,,,"3635,3636","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3321,掷弹士小,s,32,100,3638,0,,,,,,,,,,,,,,,,,,,,,,,,,
3322,掷弹士大,s2,0,100,3641,40,,,,,,,,,,,,,,,,,,,,,,,,,
3323,第2段教学,,,,3667,0,,,,,,,,,,,,,,,,,,,-slg-specialbattletips1-2,0,,,,,
3324,掷弹士普攻,attack,0,100,"3645,3646,3646,3644,3644,3644","1,5,9,1,6,10",BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
3325,掷弹士普攻-蹲下,attack1,0,100,"3645,3646,3646,3644,3644,3644","1,5,9,1,6,10",BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
3326,掷弹士普攻反,attack,0,100,"3645,3646,3646,3643,3643,3643","1,5,9,1,6,10",BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
3327,掷弹士普攻-蹲下反,attack1,0,100,"3645,3646,3646,3643,3643,3643","1,5,9,1,6,10",BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
3328,白镍托 护盾,s1,0,100,3647,0,,,,,,,,,,,,,,,,,,,,,,,,,
3329,白镍托 伤害,attack,0,100,3648,0,,,,,,,,,,,,,,,,,,,,,,,,,
3330,MG4迎击蹲技能,attack,0,100,"3657,21,139,139,3634,3634,3634,3634,21,21,21,21,21","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
3331,MG4迎击反蹲技能,attack,0,100,"3657,35,139,139,3634,3634,3634,3634,35,35,35,35,35","0,0,0,5,2,4,6,8,2,4,6,8",,,,,,,,,,,,,,,,,,,,,,,,,
3332,SLG坦克导弹[*],attack2,0,100,3660,0,BT_fire_grenade,0,,,,,,,,,,,,,,,,,,,,,,,
3333,SLG坦克普攻[*],1,0,100,"3659,2141,3659,2141,3659,2141,3659,2141","0,0,2,2,4,4,6,6","BT_pistol,BT_pistol,BT_pistol,BT_pistol","0,2,4,6",,,,,,,,,,,,,,,,,,,,,,,
3334,SLG坦克开炮[*],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,QBZ191普攻,1,0,100,"3,7,7,21,140,140,3663,3588","2,0,4,0,0,2,2,2","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
3336,日冕被动,,,,"10001,10032,10055","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3337,日冕开启主动,,,,"10002,10003,10055,10059","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3338,日冕·日月同辉,,,,"10009,10010,10056,10059","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3339,日冕被动·带月耀·有负面,,,,"10032,10008,10055","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3340,月耀被动,,,,"10004,10005,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3341,月耀开启主动,,,,"10006,10007,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3342,月耀·日月同辉1,,,,"10021,10022,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3343,月耀·日月同辉2,,,,"10021,10023,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3344,月耀·日月同辉3,,,,"10021,10024,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3345,月耀·日月同辉4,,,,"10021,10025,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3346,月耀·日月同辉5,,,,"10021,10026,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3347,月耀·日月同辉6,,,,"10021,10027,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3348,月耀·日月同辉7,,,,"10021,10028,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3349,月耀·日月同辉8,,,,"10021,10029,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3350,月耀·日月同辉9,,,,"10021,10030,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3351,月耀·日月同辉10,,,,"10021,10031,10058,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3352,月耀被动·带日冕1,,,,"10004,10011,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3353,月耀被动·带日冕2,,,,"10004,10012,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3354,月耀被动·带日冕3,,,,"10004,10013,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3355,月耀被动·带日冕4,,,,"10004,10014,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3356,月耀被动·带日冕5,,,,"10004,10015,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3357,月耀被动·带日冕6,,,,"10004,10016,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3358,月耀被动·带日冕7,,,,"10004,10017,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3359,月耀被动·带日冕8,,,,"10004,10018,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3360,月耀被动·带日冕9,,,,"10004,10019,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3361,月耀被动·带日冕10,,,,"10004,10020,10057","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3362,MPK开场香菱一格,,,,"10035,10034,10053","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3363,MPL开场香菱一格,,,,"10036,10037,10054","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3364,日冕被动·带月耀·无负面,,,,"10038,10008,10055","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3365,日冕开启主动·带月耀·有负面,,,,"10039,10002,10055,10059","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3366,日冕主动·带月耀·无负面,,,,"10039,10040,10055,10059","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3367,月耀·无负面·日冕1,,,,"10051,10041,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3368,月耀·无负面·日冕2,,,,"10051,10042,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3369,月耀·无负面·日冕3,,,,"10051,10043,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3370,月耀·无负面·日冕4,,,,"10051,10044,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3371,月耀·无负面·日冕5,,,,"10051,10045,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3372,月耀·无负面·日冕6,,,,"10051,10046,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3373,月耀·无负面·日冕7,,,,"10051,10047,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3374,月耀·无负面·日冕8,,,,"10051,10048,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3375,月耀·无负面·日冕9,,,,"10051,10049,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3376,月耀·无负面·日冕10,,,,"10051,10050,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3377,月耀·有负面·日冕1,,,,"10052,10041,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3378,月耀·有负面·日冕2,,,,"10052,10042,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3379,月耀·有负面·日冕3,,,,"10052,10043,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3380,月耀·有负面·日冕4,,,,"10052,10044,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3381,月耀·有负面·日冕5,,,,"10052,10045,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3382,月耀·有负面·日冕6,,,,"10052,10046,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3383,月耀·有负面·日冕7,,,,"10052,10047,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3384,月耀·有负面·日冕8,,,,"10052,10048,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3385,月耀·有负面·日冕9,,,,"10052,10049,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3386,月耀·有负面·日冕10,,,,"10052,10050,10057,10060","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
3387,日冕cutin,,,,,,,,12,0,30,,,,,,,,,,,,,,,,,,,,
3388,月耀cutin,,,,,,,,12,0,30,,,,,,,,,,,,,,,,,,,,
3391,索米普攻,1,0,100,"10062,21,138,8,8,8","0,0,0,10,4,7",,,,,,,,,,,,,,,,,,,,,,,,,
3392,索米引爆,,,,"10063,10065","0,1",,,,,,,,,,,,,,,,,,,,,,,,,
4001,白色boss普攻,attack,16,120,"4000,4001,4002,4048,4053,4061,4064","0,0,0,30,27,0,0",BT_Whiteboss_Atk,29,,,,,,,409,31,,,,,,,,,,,,,,,
4002,白色boss普攻2,attack2,16,120,"4000,4001,4002,4048,4053,4061","0,0,0,30,27,0",BT_Whiteboss_Atk,29,,,,,,,409,31,,,,,,,,,,,,,,,
4003,黑色标记,skill1,0,100,4003,0,,,,,,,,,,,,,,,,,,,,,,,,,
4004,白色标记,skill1,0,100,4008,0,,,,,,,,,,,,,,,,,,,,,,,,,
4005,黑色boss普攻,attack,0,100,"4013,4014","0,0",BT_Blackboss_Atk,0,,,,,,,,,,,,,,,,,,,,,,,
4006,白色boss蓄力1,"move,skill1","0,4",120,"4015,4016,4017,4054","4,4,4,4",,,,,,,,,410,1,,,,,,,,,,,,,,,
4007,白色boss蓄力2,skill1,0,120,"4015,4016,4017,4018,4019,4020,4054","0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4008,白色boss一段大招,skill2,0,120,"4024,4028","58,58",,,,,,,,,,,,,,,,,,,,,,,,,
4009,白色boss蓄力3,skill1,0,120,"4015,4016,4017,4018,4019,4020,4021,4022,4023,4054","0,0,0,0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4010,白色boss二段大招,skill2,1,120,"4024,4025,4028","58,58,58",,,,,,,,,,,,,,,,,,,,,,,,,
4011,白色boss三段大招,skill2,1,120,"4024,4025,4026,4028","58,58,58,58",,,,,,,,,,,,,,,,,,,,,,,,,
4012,黑色boss蓄力1,skill3,0,100,"4018,4060","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4013,黑色boss蓄力2,skill3,0,100,"4018,4015,4021,4019,4020,4060","0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4014,黑色boss一段大招,skill3,0,100,4033,5,,,,,,,,,,,,,,,,,,,,,,,,,
4015,黑色boss蓄力3,skill3,0,100,"4015,4016,4017,4018,4019,4020,4021,4022,4023,4060","0,0,0,0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4016,黑色boss二段大招,skill3,0,100,"4034,4030,4033,4036,4035","25,25,5,25,25",,,,,,,,,,,,,,,,,,,,,,,,,
4017,黑色boss三段大招,skill3,0,100,"4031,4034,4037,4030,4033,4036,4032,4035,4038","55,25,55,25,5,25,55,25,55",,,,,,,,,,,,,,,,,,,,,,,,,
4018,p1转阶段,attack2,0,100,4040,0,,,,,,,,,411,8,,,,,,,,,,,,,,,
4019,p2转阶段,,,,4041,0,,,,,,,,,,,,,,,,,,,,,,,,,
4020,真boss扣血,,,,4042,0,,,,,,,,,,,,,,,,,,,,,,,,,
4021,黑生存检测,,,,4043,0,,,,,,,,,,,,,,,,,,,,,,,,,
4022,黑死亡损血,,,,4044,0,,,,,,,,,,,,,,,,,,,,,,,,,
4023,白死亡损血,,,,4045,0,,,,,,,,,,,,,,,,,,,,,,,,,
4024,白生存检测,,,,4046,0,,,,,,,,,,,,,,,,,,,,,,,,,
4025,开场伤害,,,,4047,0,,,,,,,,,,,,,,,,,,,,,,,,,
4026,黑boss黑标tracing,,,,"4049,4055,4057","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4027,白boss白标tracing,,,,"4050,4056,4058","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4028,黑白色boss待机,wait,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,大招后爆炸,,,,4059,15,,,,,,,,,,,,,,,,,,,,,,,,,
4030,黑boss上前,move,0,100,,,,,,,,,,,412,0,,,,,,,,,,,,,,,
4031,白色boss蓄力1,"attack2,skill1","0,75",140,"4054,4062,4063","75,4,47",BT_BOSS_skill,47,"3(Nyto_white;纯白之夜;POLARDAY;NYTO),7(redshine),7(redshine)","45,25,35","1,10,10",,,,410,8,,,,,,,,,,,,,,,
4032,白色boss蓄力2,skill1,0,140,"4015,4016,4017,4054","0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4033,白色boss蓄力3,skill1,0,140,"4015,4016,4017,4018,4019,4020,4054","0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4034,白色boss蓄力4,skill1,0,140,"4015,4016,4017,4018,4019,4020,4021,4022,4023,4054","0,0,0,0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4035,黑色boss蓄力1,skill2,"0,75",100,"4060,4062,4063","75,0,43",BT_BOSS_skill,43,"3(Nyto_black;黑色方尖碑;OBELISK;NYTO),7(redshine),7(redshine)","41,21,31","1,10,10",,,,,,,,,,,,,,,,,,,,
4036,黑色boss蓄力2,,0,100,"4073,4060","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4037,黑色boss蓄力3,,0,100,"4073,4070,4076,4074,4075,4060","0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4038,黑色boss蓄力4,,0,100,"4070,4071,4072,4073,4074,4075,4076,4077,4078,4060","0,0,0,0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
4039,白色boss普攻3,attack3,16,120,"4000,4001,4002,4048,4061","0,0,0,30,0","BT_Whiteboss_Atk,BT_Whiteboss_Atk,BT_Whiteboss_Atk,BT_Whiteboss_Atk","2,6,10,14",,,,,,,,,,,,,,,,,,,,,,,
4040,白色boss一段大招,skill2,0,120,"4065,4028","58,58",,,,,,,,,,,,,,,,,,,,,,,,,
4041,白色boss二段大招,skill2,1,120,"4065,4066,4028","58,58,58",,,,,,,,,,,,,,,,,,,,,,,,,
4042,白色boss三段大招,skill2,1,120,"4065,4066,4067,4028","58,58,58,58",,,,,,,,,,,,,,,,,,,,,,,,,
4043,黑色boss召唤小兵,,,,,,,,,,,,,,,,"884,885","0,0",,,,,,,,,,,,,
4044,黑色boss召唤小兵弱化,,,,,,,,,,,,,,,,"886,887","0,0",,,,,,,,,,,,,
5010,炮狙射击,1,55,100,"5010,5011","55,90",BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
5026,隐蔽模式判定,,,,"5095,5096,5097,5098,5099,5100,5101,5102","0,0,0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
5028,sv98快速狙击,1,30,100,"5017,5016","30,0,0",BT_Sniper_skill_0,10,1,0,1,,,,,,1011,30,,,,,,,,,,,,,
5100,一起上吧,,,,,,,,,,,,,,,,"1301,1302","45,45",,,,,,,,,,,,,
5101,后排技能,,,,5250,0,,,,,,,,,,,,,,,,,,,,,,,,,
5102,妖精的浪花,,,,5239,30,,,,,,,,,,,,,,,,,,,,,,,,,
5103,盾盾叠加,,,,,,,,,,,,,,,,1303,"1,1",,,,,,,,,,,,,
5104,前方妖精后退,move,0,100,,,,,,,,,,,801,0,,,,,,,,,,,,,,,
5105,后方妖精向前,move,0,100,,,,,,,,,,,802,0,,,,,,,,,,,,,,,
5106,3415赋予,1,0,100,5243,0,,,,,,,,,,,,,,,,,,,,,,,,,
5107,3416赋予,1,0,100,5244,0,,,,,,,,,,,,,,,,,,,,,,,,,
5108,护盾转化,,,,5245,0,,,,,,,,,,,,,,,,,,,,,,,,,
5109,击退强制位移,,,,,,,,,,,,,,803,0,,,,,,,,,,,,,,,
5110,前排技能,,,,5255,0,,,,,,,,,,,,,,,,,,,,,,,,,
5111,盾盾叠加,,,,,,,,,,,,,,,,1322,"1,1",,,,,,,,,,,,,
5112,盾盾叠加,,,,,,,,,,,,,,,,1323,"1,1",,,,,,,,,,,,,
5113,盾盾叠加,,,,,,,,,,,,,,,,1324,"1,1",,,,,,,,,,,,,
5114,盾盾叠加,,,,,,,,,,,,,,,,1325,"1,1",,,,,,,,,,,,,
5115,盾盾叠加,,,,,,,,,,,,,,,,1326,"1,1",,,,,,,,,,,,,
5116,盾盾叠加,,,,,,,,,,,,,,,,1327,"1,1",,,,,,,,,,,,,
5117,盾盾叠加,,,,,,,,,,,,,,,,1328,"1,1",,,,,,,,,,,,,
5118,盾盾叠加,,,,,,,,,,,,,,,,1329,"1,1",,,,,,,,,,,,,
5119,盾盾叠加,,,,,,,,,,,,,,,,1330,"1,1",,,,,,,,,,,,,
5120,鹗视虎开场扫描,s2,0,100,5259,5,,,,,,,,,,,,,,,,,,,,,,,,,
5121,鹗普攻机枪,attack,0,100,"5267,5267,5267,5267,5268,5268,5268,5268","0,3,7,10,0,3,7,10",,,,,,,,,,,,,,,,,,,,,,,,,
5122,鹗球在中部螺旋丸,"s4star,s4end","0,90",100,"5257,5263,5264,5257","35,60,65,70",,,,,,,,,,,,,,,,,,,,,,,,,
5123,鹗眩晕全体,,,,5276,0,,,,,,,,,,,,,,,,,,,,,,,,,
5124,鹗球在上部大招,"sstar,send","0,133",100,"5261,5262","36,80",,,,,,,,,,,999,120,,,,,,,,,,,,,
5125,ksvk狙击,1,30,100,"5278,5271,5277","29,30,0",BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
5126,88式开炮,1,30,100,"5279,5274,5277","29,30,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
5127,贯通射击,1,45,100,"90,91,92,5277","45,45,45,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
5128,tac50标记狙击,1,30,100,"2036,5277","30,0",BT_Sniper_skill_0,10,1,0,1,,,,,,1331,30,,,,,,,,,,,,,
5129,薯狙万圣皮,1,30,100,"5283,5280,5282,5277","29,30,30,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
5130,G36C普通力场盾,,,,"220,6000","0,0",BT_shield,0,1,0,1,,,,,,,,,,,,,,,,,,,,
5131,G36C八黑力场盾,,,,"5284,6001","0,0",BT_shield,0,1,0,1,,,,,,,,,,,,,,,,,,,,
5141,温彻斯特四段,1,0,100,"30,5312,5312,5312,5312","0,0,0,0,0",BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
5142,caws盾1破伤害,1,0,100,"5324,5315","3,3",BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
